t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	25,000	9,990E+1
1,000	23,173	25,000	9,990E+1
2,000	23,174	25,000	1,000E-2
3,000	23,174	25,000	5,287E-2
4,000	23,175	25,000	1,353E-1
5,000	23,169	25,000	1,583E-1
6,000	23,175	25,000	4,785E-1
7,000	23,179	25,000	3,630E-1
8,000	23,186	25,000	2,671E-1
9,000	23,190	25,000	9,179E-2
10,000	23,198	25,000	1,000E-2
11,000	23,199	25,000	1,000E-2
12,000	23,201	25,000	5,174E-2
13,000	23,206	25,000	3,401E-2
14,000	23,202	25,000	1,000E-2
15,000	23,212	25,000	2,298E-1
16,001	23,218	25,000	1,000E-2
17,001	23,227	25,000	1,000E-2
18,001	23,230	25,000	1,000E-2
19,001	23,230	25,000	1,000E-2
20,001	23,229	25,000	7,003E-2
21,001	23,233	25,000	2,292E-1
22,001	23,232	25,000	1,111E-1
23,001	23,230	25,000	2,502E-1
24,001	23,229	25,000	4,291E-1
25,001	23,233	25,000	5,487E-1
26,001	23,235	25,000	4,307E-1
27,001	23,236	25,000	4,510E-1
28,001	23,235	25,000	4,712E-1
29,001	23,238	25,000	6,102E-1
30,001	23,236	25,000	5,513E-1
31,001	23,238	25,000	7,100E-1
32,001	23,239	25,000	7,302E-1
33,001	23,239	25,000	7,702E-1
34,001	23,234	25,000	8,497E-1
35,001	23,237	25,000	1,107E+0
36,001	23,243	25,000	1,068E+0
37,001	23,246	25,000	9,300E-1
38,001	23,253	25,000	8,707E-1
39,001	23,251	25,000	7,122E-1
40,001	23,251	25,000	8,505E-1
41,001	23,242	25,000	9,493E-1
42,001	23,246	25,000	1,345E+0
43,001	23,248	25,000	1,266E+0
44,001	23,247	25,000	1,266E+0
45,001	23,256	25,000	1,385E+0
46,002	23,251	25,000	1,127E+0
47,002	23,249	25,000	1,404E+0
48,002	23,245	25,000	1,562E+0
49,002	23,261	25,000	1,800E+0
50,002	23,258	25,000	1,265E+0
51,002	23,258	25,000	1,442E+0
52,003	23,255	25,000	1,521E+0
53,003	23,252	25,000	1,719E+0
54,003	23,248	25,000	1,936E+0
55,003	23,250	25,000	2,173E+0
56,003	23,250	25,000	2,134E+0
57,003	23,245	25,000	2,252E+0
58,003	23,243	25,000	2,510E+0
59,003	23,245	25,000	2,668E+0
60,003	23,251	25,000	2,668E+0
61,003	23,243	25,000	2,530E+0
62,003	23,241	25,000	2,886E+0
63,003	23,247	25,000	3,064E+0
64,003	23,248	25,000	2,906E+0
65,003	23,250	25,000	2,965E+0
66,003	23,255	25,000	2,965E+0
67,003	23,254	25,000	2,826E+0
68,004	23,253	25,000	2,945E+0
69,004	23,257	25,000	3,063E+0
70,004	23,255	25,000	2,984E+0
71,004	23,253	25,000	3,122E+0
72,004	23,251	25,000	3,280E+0
73,004	23,253	25,000	3,458E+0
74,004	23,253	25,000	3,457E+0
75,004	23,257	25,000	3,536E+0
76,004	23,257	25,000	3,476E+0
77,004	23,259	25,000	3,535E+0
78,004	23,254	25,000	3,535E+0
79,004	23,261	25,000	3,812E+0
80,004	23,265	25,000	3,613E+0
81,004	23,261	25,000	3,533E+0
82,004	23,258	25,000	3,770E+0
83,004	23,255	25,000	3,967E+0
84,004	23,251	25,000	4,185E+0
