t	TP1 [ºC]	TP2 [ºC]	TP3 [ºC]	TP5 [ºC]	TP6 [ºC]	TP7 [ºC]	TP8 [ºC]	TP10 [ºC]	TP11 [ºC]	TP12 [ºC]	TP13 [ºC]	TP15 [ºC]
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,067	53,436	0,000	5,104E+1	5,221E+1	5,192E+1	4,760E+1	5,530E+1	5,619E+1	4,855E+1	5,235E+1	5,356E+1	4,405E+1
2,067	53,436	0,000	5,104E+1	5,221E+1	5,192E+1	4,760E+1	5,530E+1	5,619E+1	4,855E+1	5,235E+1	5,356E+1	4,405E+1
4,158	53,480	0,000	5,104E+1	5,222E+1	5,196E+1	4,755E+1	5,524E+1	5,616E+1	4,853E+1	5,236E+1	5,359E+1	4,407E+1
4,158	53,480	0,000	5,104E+1	5,222E+1	5,196E+1	4,755E+1	5,524E+1	5,616E+1	4,853E+1	5,236E+1	5,359E+1	4,407E+1
6,246	53,398	0,000	5,105E+1	5,223E+1	5,195E+1	4,753E+1	5,513E+1	5,606E+1	4,855E+1	5,235E+1	5,354E+1	4,405E+1
6,246	53,398	0,000	5,105E+1	5,223E+1	5,195E+1	4,753E+1	5,513E+1	5,606E+1	4,855E+1	5,235E+1	5,354E+1	4,405E+1
8,339	53,408	0,000	5,103E+1	5,219E+1	5,195E+1	4,756E+1	5,509E+1	5,609E+1	4,855E+1	5,230E+1	5,353E+1	4,405E+1
8,339	53,408	0,000	5,103E+1	5,219E+1	5,195E+1	4,756E+1	5,509E+1	5,609E+1	4,855E+1	5,230E+1	5,353E+1	4,405E+1
10,430	53,367	0,000	5,107E+1	5,218E+1	5,188E+1	4,755E+1	5,507E+1	5,603E+1	4,853E+1	5,229E+1	5,347E+1	4,407E+1
10,430	53,367	0,000	5,107E+1	5,218E+1	5,188E+1	4,755E+1	5,507E+1	5,603E+1	4,853E+1	5,229E+1	5,347E+1	4,407E+1
12,518	53,360	0,000	5,101E+1	5,216E+1	5,183E+1	4,752E+1	5,510E+1	5,613E+1	4,852E+1	5,231E+1	5,349E+1	4,404E+1
12,518	53,360	0,000	5,101E+1	5,216E+1	5,183E+1	4,752E+1	5,510E+1	5,613E+1	4,852E+1	5,231E+1	5,349E+1	4,404E+1
14,611	53,449	0,000	5,098E+1	5,216E+1	5,176E+1	4,749E+1	5,522E+1	5,619E+1	4,851E+1	5,234E+1	5,352E+1	4,407E+1
