t	TP1 [ºC]	TP2 [ºC]	TP3 [ºC]	TP5 [ºC]	TP6 [ºC]	TP7 [ºC]	TP8 [ºC]	TP10 [ºC]	TP11 [ºC]	TP12 [ºC]	TP13 [ºC]	TP15 [ºC]
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,000	1171,938	27,032	2,462E+1	2,490E+1	2,492E+1	2,452E+1	2,955E+1	2,974E+1	2,483E+1	2,582E+1	2,696E+1	2,423E+1
2,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,462E+1	2,489E+1	2,490E+1	2,453E+1	2,954E+1	2,971E+1	2,485E+1	2,580E+1	2,694E+1	2,423E+1
3,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,462E+1	2,489E+1	2,488E+1	2,456E+1	2,954E+1	2,969E+1	2,485E+1	2,583E+1	2,694E+1	2,424E+1
4,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,463E+1	2,490E+1	2,487E+1	2,455E+1	2,953E+1	2,968E+1	2,486E+1	2,582E+1	2,695E+1	2,425E+1
5,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,463E+1	2,491E+1	2,488E+1	2,454E+1	2,957E+1	2,968E+1	2,485E+1	2,583E+1	2,695E+1	2,424E+1
6,000	98999999999999993400000000000000000000,000	-26,001	2,464E+1	2,489E+1	2,488E+1	2,453E+1	2,957E+1	2,971E+1	2,485E+1	2,583E+1	2,696E+1	2,425E+1
7,000	98999999999999993400000000000000000000,000	-195,666	2,463E+1	2,491E+1	2,490E+1	2,454E+1	2,958E+1	2,970E+1	2,484E+1	2,584E+1	2,695E+1	2,425E+1
8,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,463E+1	2,489E+1	2,489E+1	2,455E+1	2,960E+1	2,971E+1	2,484E+1	2,584E+1	2,697E+1	2,425E+1
9,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,463E+1	2,489E+1	2,489E+1	2,455E+1	2,960E+1	2,971E+1	2,486E+1	2,581E+1	2,696E+1	2,425E+1
10,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,464E+1	2,491E+1	2,488E+1	2,455E+1	2,960E+1	2,965E+1	2,487E+1	2,581E+1	2,697E+1	2,425E+1
11,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,463E+1	2,489E+1	2,489E+1	2,455E+1	2,959E+1	2,964E+1	2,484E+1	2,580E+1	2,695E+1	2,425E+1
12,000	98999999999999993400000000000000000000,000	-38,257	2,464E+1	2,491E+1	2,491E+1	2,455E+1	2,959E+1	2,965E+1	2,485E+1	2,580E+1	2,697E+1	2,424E+1
13,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,464E+1	2,491E+1	2,488E+1	2,454E+1	2,957E+1	2,966E+1	2,485E+1	2,578E+1	2,695E+1	2,425E+1
14,000	98999999999999993400000000000000000000,000	-98999999999999993400000000000000000000,000	2,463E+1	2,490E+1	2,489E+1	2,453E+1	2,956E+1	2,965E+1	2,484E+1	2,579E+1	2,695E+1	2,426E+1
15,000	98999999999999993400000000000000000000,000	-115,803	2,464E+1	2,489E+1	2,489E+1	2,455E+1	2,955E+1	2,969E+1	2,485E+1	2,579E+1	2,695E+1	2,423E+1
