t	PC(E)	PL(E)	PC(T)	PL(T)	Vel
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0
0,002	1,100	0,000	1,100E+0	1,100E+0	0,000E+0
1,002	0,870	0,000	8,700E-1	8,700E-1	0,000E+0
2,003	0,950	0,000	9,500E-1	9,500E-1	0,000E+0
3,003	1,500	0,000	1,500E+0	1,500E+0	0,000E+0
4,003	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
5,003	1,140	0,000	1,080E+0	7,200E-5	0,000E+0
6,003	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
7,003	0,990	0,000	9,900E-1	9,900E-1	0,000E+0
8,003	0,990	0,000	9,900E-1	9,900E-1	0,000E+0
9,003	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
10,003	1,140	0,000	1,140E+0	1,140E+0	3,000E+3
11,004	1,260	0,000	1,102E+0	1,102E+0	3,000E+3
12,005	1,260	0,000	1,260E+0	1,260E+0	3,000E+3
13,005	1,050	0,000	1,050E+0	1,050E+0	3,000E+3
14,005	4,220	0,760	4,220E+0	4,220E+0	3,000E+3
15,006	44,930	38,130	4,493E+1	4,493E+1	3,000E+3
16,006	106,360	47,680	1,064E+2	1,064E+2	3,000E+3
17,006	36,250	32,170	3,625E+1	3,625E+1	3,000E+3
18,006	29,760	25,440	3,625E+1	3,625E+1	3,000E+3
19,006	29,120	25,370	2,976E+1	2,976E+1	3,000E+3
20,006	29,320	25,420	2,912E+1	2,912E+1	3,000E+3
21,006	28,770	25,360	2,932E+1	2,932E+1	3,000E+3
23,008	28,780	25,300	2,877E+1	2,540E+1	3,000E+3
23,008	28,780	25,300	2,878E+1	2,878E+1	3,000E+3
24,010	29,180	25,340	2,918E+1	2,918E+1	3,000E+3
25,009	29,590	25,290	2,918E+1	2,918E+1	3,000E+3
26,009	29,690	25,310	2,959E+1	2,959E+1	3,000E+3
27,011	29,530	25,230	2,969E+1	2,969E+1	3,000E+3
28,010	29,140	25,320	2,953E+1	2,533E+1	3,000E+3
29,010	29,140	25,320	2,914E+1	2,914E+1	3,000E+3
30,010	28,630	25,240	2,863E+1	2,863E+1	3,000E+3
31,010	29,220	25,330	2,922E+1	2,922E+1	3,000E+3
32,011	29,540	25,310	2,954E+1	2,954E+1	3,000E+3
33,012	28,890	25,190	2,889E+1	2,889E+1	3,000E+3
34,012	28,710	25,290	2,910E+1	2,910E+1	3,000E+3
35,012	28,710	25,290	2,871E+1	2,871E+1	3,000E+3
36,014	28,970	25,260	2,897E+1	2,897E+1	3,000E+3
37,014	29,700	25,170	2,970E+1	2,970E+1	3,000E+3
38,014	29,290	25,190	2,929E+1	2,929E+1	3,000E+3
39,014	29,060	25,170	2,906E+1	2,906E+1	3,000E+3
40,014	28,600	25,210	2,860E+1	2,860E+1	3,000E+3
41,014	28,700	25,250	2,860E+1	2,860E+1	3,000E+3
42,014	29,040	25,170	2,870E+1	2,870E+1	3,000E+3
43,014	29,020	25,210	2,904E+1	2,904E+1	3,000E+3
44,016	29,380	25,220	2,902E+1	2,902E+1	3,000E+3
45,015	29,460	25,210	2,938E+1	2,523E+1	3,000E+3
46,016	29,460	25,210	2,946E+1	2,946E+1	3,000E+3
47,017	28,640	25,050	2,946E+1	2,946E+1	3,000E+3
48,017	29,280	25,160	2,928E+1	2,928E+1	3,000E+3
49,017	29,640	25,140	2,964E+1	2,964E+1	3,000E+3
50,017	29,420	25,180	2,942E+1	2,942E+1	3,000E+3
51,017	29,640	25,200	2,942E+1	2,517E+1	3,000E+3
52,017	29,640	25,200	2,964E+1	2,964E+1	3,000E+3
53,017	28,800	25,030	2,880E+1	2,880E+1	3,000E+3
54,018	29,520	25,100	2,952E+1	2,952E+1	3,000E+3
55,019	29,080	25,130	2,908E+1	2,908E+1	3,000E+3
56,019	28,390	25,050	2,839E+1	2,839E+1	3,000E+3
57,019	28,560	25,110	2,889E+1	2,889E+1	3,000E+3
58,019	28,560	25,110	2,856E+1	2,856E+1	3,000E+3
59,021	28,310	25,040	2,831E+1	2,831E+1	3,000E+3
60,021	28,970	25,140	2,897E+1	2,897E+1	3,000E+3
61,021	29,340	25,200	2,934E+1	2,934E+1	3,000E+3
62,022	29,100	25,030	2,910E+1	2,910E+1	3,000E+3
63,024	28,030	24,980	2,803E+1	2,803E+1	3,000E+3
64,023	28,030	24,980	2,803E+1	2,803E+1	3,000E+3
65,023	28,590	25,040	2,859E+1	2,859E+1	3,000E+3
66,023	28,230	24,980	2,820E+1	2,820E+1	3,000E+3
67,023	28,440	25,010	2,823E+1	2,823E+1	3,000E+3
68,023	29,110	25,030	2,844E+1	2,505E+1	3,000E+3
69,024	29,110	25,030	2,911E+1	2,911E+1	3,000E+3
70,024	28,510	25,010	2,911E+1	2,911E+1	3,000E+3
71,024	28,280	25,060	2,851E+1	2,851E+1	3,000E+3
72,024	29,130	25,000	2,828E+1	2,828E+1	3,000E+3
73,024	28,450	24,950	2,913E+1	2,913E+1	3,000E+3
74,025	28,450	24,950	2,845E+1	2,504E+1	3,000E+3
75,026	28,970	25,040	2,897E+1	2,897E+1	3,000E+3
76,026	28,790	24,940	2,879E+1	2,879E+1	3,000E+3
77,026	28,040	24,810	2,804E+1	2,804E+1	3,000E+3
78,026	28,460	24,940	2,846E+1	2,846E+1	3,000E+3
79,027	29,350	24,770	2,935E+1	2,935E+1	3,000E+3
80,026	29,130	24,780	2,869E+1	2,869E+1	3,000E+3
81,026	29,130	24,780	2,913E+1	2,913E+1	3,000E+3
82,026	28,120	24,790	2,812E+1	2,812E+1	3,000E+3
83,027	28,540	24,740	2,854E+1	2,854E+1	3,000E+3
84,028	28,510	24,810	2,851E+1	2,851E+1	3,000E+3
85,028	28,090	24,710	2,809E+1	2,809E+1	3,000E+3
86,029	28,040	24,700	2,804E+1	2,804E+1	3,000E+3
87,029	28,310	24,580	2,804E+1	2,804E+1	3,000E+3
88,029	28,390	24,650	2,831E+1	2,831E+1	3,000E+3
89,029	28,860	24,620	2,839E+1	2,839E+1	3,000E+3
90,030	29,060	24,620	2,886E+1	2,886E+1	3,000E+3
91,030	28,920	24,620	2,906E+1	2,465E+1	3,000E+3
92,030	28,920	24,620	2,892E+1	2,892E+1	3,000E+3
93,030	28,280	24,730	2,828E+1	2,828E+1	3,000E+3
94,030	28,520	24,530	2,852E+1	2,852E+1	3,000E+3
95,032	28,300	24,540	2,830E+1	2,830E+1	3,000E+3
96,032	28,970	24,530	2,897E+1	2,897E+1	3,000E+3
97,032	28,370	24,600	2,897E+1	2,460E+1	3,000E+3
98,031	28,370	24,600	2,837E+1	2,837E+1	3,000E+3
99,032	28,600	24,420	2,860E+1	2,860E+1	3,000E+3
100,034	28,840	24,420	2,884E+1	2,884E+1	3,000E+3
101,035	28,760	24,510	2,876E+1	2,876E+1	3,000E+3
102,035	28,670	24,410	2,867E+1	2,867E+1	3,000E+3
103,035	28,250	24,400	2,850E+1	2,850E+1	3,000E+3
104,035	28,250	24,400	2,825E+1	2,825E+1	3,000E+3
105,036	28,240	24,370	2,824E+1	2,824E+1	3,000E+3
106,035	28,160	24,350	2,816E+1	2,816E+1	3,000E+3
107,036	28,240	24,340	2,824E+1	2,824E+1	3,000E+3
108,035	28,210	24,340	2,821E+1	2,821E+1	3,000E+3
109,035	27,380	24,150	2,738E+1	2,738E+1	3,000E+3
110,035	27,580	24,260	2,738E+1	2,738E+1	3,000E+3
111,036	28,010	24,350	2,758E+1	2,758E+1	3,000E+3
112,035	28,480	24,260	2,801E+1	2,801E+1	3,000E+3
113,035	28,310	24,250	2,848E+1	2,848E+1	3,000E+3
114,035	27,990	24,280	2,831E+1	2,430E+1	3,000E+3
115,035	27,990	24,280	2,799E+1	2,799E+1	3,000E+3
116,035	27,660	24,280	2,799E+1	2,799E+1	3,000E+3
117,035	28,050	24,300	2,766E+1	2,766E+1	3,000E+3
118,035	28,020	24,210	2,805E+1	2,805E+1	3,000E+3
119,035	28,130	24,280	2,813E+1	2,813E+1	3,000E+3
120,036	28,460	24,250	2,800E+1	2,800E+1	3,000E+3
121,038	28,460	24,250	2,846E+1	2,846E+1	3,000E+3
122,037	28,750	24,280	2,875E+1	2,875E+1	3,000E+3
123,037	28,500	24,220	2,850E+1	2,850E+1	3,000E+3
124,037	28,270	24,200	2,827E+1	2,827E+1	3,000E+3
125,038	27,410	24,250	2,741E+1	2,741E+1	3,000E+3
126,038	27,580	24,200	2,821E+1	2,821E+1	3,000E+3
127,039	27,580	24,200	2,758E+1	2,758E+1	3,000E+3
128,039	27,050	24,110	2,705E+1	2,705E+1	3,000E+3
129,040	27,300	24,150	2,730E+1	2,730E+1	3,000E+3
130,041	27,580	24,140	2,758E+1	2,758E+1	3,000E+3
131,041	27,560	24,070	2,756E+1	2,756E+1	3,000E+3
132,041	27,600	24,160	2,786E+1	2,786E+1	3,000E+3
133,042	27,850	24,110	2,760E+1	2,760E+1	3,000E+3
134,042	27,850	24,110	2,785E+1	2,785E+1	3,000E+3
135,043	28,030	24,210	2,803E+1	2,803E+1	3,000E+3
136,042	27,560	24,090	2,714E+1	2,714E+1	3,000E+3
137,042	27,560	24,090	2,756E+1	2,412E+1	3,000E+3
138,042	27,460	24,070	2,746E+1	2,746E+1	3,000E+3
139,043	27,970	24,160	2,746E+1	2,746E+1	3,000E+3
140,043	27,840	24,000	2,797E+1	2,797E+1	3,000E+3
