t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	25,000	9,990E+1
1,000	21,961	25,000	9,990E+1
2,000	21,962	25,000	1,000E-2
3,000	21,959	25,000	1,076E-1
4,000	21,959	25,000	3,438E-1
5,000	21,962	25,000	4,811E-1
6,000	21,962	25,000	5,392E-1
7,000	21,963	25,000	6,567E-1
8,000	21,967	25,000	7,541E-1
9,000	21,970	25,000	7,525E-1
10,000	21,976	25,000	7,508E-1
11,000	21,982	25,000	6,499E-1
12,000	21,978	25,000	5,487E-1
13,000	21,987	25,000	8,435E-1
14,000	21,983	25,000	6,233E-1
15,000	21,983	25,000	8,982E-1
16,000	21,989	25,000	1,034E+0
17,000	21,993	25,000	9,525E-1
18,000	21,996	25,000	9,300E-1
19,001	21,993	25,000	9,271E-1
20,001	21,999	25,000	1,202E+0
21,001	22,009	25,000	1,080E+0
22,001	22,005	25,000	8,189E-1
23,001	22,006	25,000	1,113E+0
24,001	22,014	25,000	1,228E+0
25,001	22,018	25,000	1,046E+0
26,001	22,020	25,000	1,022E+0
27,001	22,023	25,000	1,098E+0
28,001	22,020	25,000	1,074E+0
29,001	22,019	25,000	1,327E+0
30,001	22,020	25,000	1,521E+0
31,001	22,020	25,000	1,596E+0
32,001	22,019	25,000	1,770E+0
33,001	22,015	25,000	1,925E+0
34,001	22,022	25,000	2,198E+0
35,001	22,019	25,000	2,075E+0
36,001	22,016	25,000	2,348E+0
37,001	22,019	25,000	2,582E+0
38,001	22,021	25,000	2,598E+0
39,001	22,020	25,000	2,653E+0
40,001	22,023	25,000	2,807E+0
41,001	22,020	25,000	2,843E+0
42,001	22,026	25,000	3,096E+0
43,001	22,028	25,000	3,013E+0
44,001	22,023	25,000	3,048E+0
45,001	22,020	25,000	3,361E+0
46,001	22,022	25,000	3,634E+0
47,001	22,024	25,000	3,689E+0
48,001	22,026	25,000	3,744E+0
49,001	22,027	25,000	3,819E+0
50,001	22,029	25,000	3,894E+0
51,001	22,033	25,000	3,929E+0
52,001	22,037	25,000	3,925E+0
53,001	22,032	25,000	3,900E+0
54,001	22,031	25,000	4,252E+0
55,001	22,028	25,000	4,406E+0
56,002	22,026	25,000	4,659E+0
57,002	22,026	25,000	4,872E+0
58,002	22,030	25,000	4,987E+0
59,002	22,028	25,000	4,962E+0
60,002	22,029	25,000	5,215E+0
61,002	22,035	25,000	5,310E+0
62,002	22,035	25,000	5,186E+0
63,002	22,036	25,000	5,320E+0
64,002	22,043	25,000	5,415E+0
65,002	22,040	25,000	5,291E+0
66,002	22,040	25,000	5,523E+0
67,002	22,039	25,000	5,677E+0
68,002	22,037	25,000	5,831E+0
69,002	22,039	25,000	6,044E+0
70,002	22,037	25,000	6,098E+0
71,002	22,038	25,000	6,311E+0
72,002	22,038	25,000	6,385E+0
73,002	22,035	25,000	6,519E+0
74,002	22,030	25,000	6,791E+0
75,002	22,037	25,000	7,104E+0
76,002	22,036	25,000	7,000E+0
77,002	22,032	25,000	7,153E+0
78,002	22,032	25,000	7,446E+0
79,002	22,032	25,000	7,600E+0
