Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
-0,000	0,000	25,000	9,990E+1
-0,000	21,050	25,000	1,000E-2
-1,000	21,061	25,000	1,884E-1
-2,000	21,069	25,000	1,000E-2
-3,000	21,069	25,000	1,000E-2
-5,000	21,075	25,000	1,875E-1
-6,000	21,084	25,000	1,075E-1
-7,000	21,087	25,000	1,000E-2
-8,001	21,093	25,000	2,853E-2
-9,001	21,098	25,000	1,000E-2
-10,001	21,098	25,000	1,000E-2
-11,001	21,104	25,000	1,862E-1
-12,001	21,110	25,000	1,248E-1
-13,001	21,111	25,000	6,282E-2
-14,001	21,111	25,000	2,188E-1
-15,001	21,115	25,000	3,943E-1
-16,001	21,122	25,000	3,916E-1
-17,001	21,125	25,000	2,897E-1
-18,001	21,128	25,000	3,461E-1
-19,001	21,130	25,000	3,822E-1
-20,002	21,128	25,000	4,976E-1
-21,002	21,127	25,000	7,515E-1
-22,002	21,128	25,000	9,464E-1
-23,002	21,135	25,000	1,101E+0
-24,002	21,142	25,000	9,989E-1
-25,002	21,148	25,000	8,959E-1
-26,002	21,153	25,000	8,521E-1
-27,002	21,148	25,000	8,083E-1
-28,002	21,149	25,000	1,200E+0
-29,002	21,151	25,000	1,294E+0
-30,002	21,155	25,000	1,429E+0
-31,002	21,159	25,000	1,424E+0
-32,002	21,169	25,000	1,439E+0
-33,003	21,171	25,000	1,236E+0
-34,003	21,175	25,000	1,330E+0
-35,003	21,177	25,000	1,345E+0
-36,003	21,180	25,000	1,438E+0
-37,003	21,183	25,000	1,472E+0
-38,003	21,187	25,000	1,506E+0
-39,003	21,194	25,000	1,520E+0
-40,003	21,194	25,000	1,434E+0
-41,003	21,192	25,000	1,586E+0
-42,003	21,194	25,000	1,857E+0
-43,003	21,203	25,000	1,930E+0
-44,003	21,210	25,000	1,785E+0
-45,003	21,213	25,000	1,659E+0
-46,004	21,220	25,000	1,692E+0
-47,004	21,224	25,000	1,625E+0
-48,004	21,227	25,000	1,637E+0
-49,004	21,232	25,000	1,689E+0
-50,004	21,237	25,000	1,641E+0
-51,004	21,236	25,000	1,613E+0
-52,004	21,235	25,000	1,843E+0
-53,004	21,233	25,000	2,032E+0
-54,004	21,233	25,000	2,262E+0
-55,004	21,230	25,000	2,432E+0
-56,004	21,228	25,000	2,721E+0
-57,004	21,216	25,000	2,970E+0
-58,005	21,200	25,000	3,636E+0
-59,005	21,182	25,000	4,460E+0
-60,005	21,178	25,000	5,325E+0
-61,005	21,172	25,000	5,637E+0
-62,005	21,173	25,000	6,047E+0
-63,005	21,171	25,000	6,180E+0
-64,005	21,173	25,000	6,472E+0
-65,005	21,179	25,000	6,526E+0
-66,005	21,181	25,000	6,481E+0
-67,005	21,190	25,000	6,554E+0
-68,005	21,196	25,000	6,409E+0
-69,005	21,203	25,000	6,324E+0
-70,005	21,206	25,000	6,238E+0
-71,005	21,215	25,000	6,271E+0
-72,005	21,214	25,000	6,066E+0
-73,006	21,207	25,000	6,316E+0
-74,006	21,212	25,000	6,725E+0
-75,006	21,221	25,000	6,718E+0
-76,006	21,225	25,000	6,532E+0
-77,006	21,230	25,000	6,544E+0
-78,006	21,236	25,000	6,517E+0
-79,006	21,233	25,000	6,449E+0
-80,006	21,232	25,000	6,738E+0
-81,006	21,232	25,000	6,967E+0
-82,006	21,236	25,000	7,118E+0
-83,006	21,239	25,000	7,129E+0
-84,006	21,240	25,000	7,181E+0
-85,006	21,241	25,000	7,311E+0
-86,006	21,248	25,000	7,461E+0
-87,007	21,252	25,000	7,313E+0
-88,007	21,257	25,000	7,364E+0
-89,007	21,253	25,000	7,335E+0
-90,007	21,243	25,000	7,643E+0
-91,007	21,225	25,000	8,188E+0
-92,007	21,207	25,000	9,071E+0
-93,007	21,191	25,000	9,975E+0
-94,007	21,175	25,000	1,080E+1
-95,007	21,175	25,000	1,157E+1
-96,007	21,164	25,000	1,176E+1
-97,007	21,159	25,000	1,237E+1
-98,007	21,163	25,000	1,274E+1
-99,007	21,173	25,000	1,273E+1
-100,007	21,181	25,000	1,251E+1
-101,007	21,180	25,000	1,237E+1
-102,008	21,183	25,000	1,260E+1
-103,008	21,194	25,000	1,263E+1
-104,008	21,196	25,000	1,239E+1
-105,008	21,194	25,000	1,248E+1
-106,008	21,184	25,000	1,273E+1
-107,008	21,183	25,000	1,330E+1
-108,008	21,176	25,000	1,353E+1
-109,008	21,165	25,000	1,394E+1
-110,008	21,168	25,000	1,457E+1
-111,008	21,166	25,000	1,462E+1
-112,008	21,166	25,000	1,486E+1
-113,008	21,158	25,000	1,507E+1
-114,008	21,151	25,000	1,552E+1
-115,008	21,145	25,000	1,601E+1
-116,009	21,142	25,000	1,638E+1
-117,009	21,136	25,000	1,672E+1
-118,009	21,129	25,000	1,709E+1
-119,009	21,129	25,000	1,756E+1
-120,009	21,130	25,000	1,773E+1
-121,009	21,133	25,000	1,785E+1
-122,009	21,136	25,000	1,791E+1
-123,009	21,130	25,000	1,796E+1
-124,009	21,145	25,000	1,841E+1
-125,009	21,145	25,000	1,797E+1
-126,009	21,145	25,000	1,813E+1
-127,009	21,137	25,000	1,834E+1
-128,009	21,136	25,000	1,881E+1
-129,009	21,124	25,000	1,903E+1
-130,009	21,116	25,000	1,966E+1
-131,009	21,111	25,000	2,019E+1
-132,009	21,108	25,000	2,056E+1
-133,010	21,107	25,000	2,084E+1
-134,010	21,102	25,000	2,107E+1
-135,010	21,096	25,000	2,141E+1
-136,010	21,087	25,000	2,184E+1
-137,010	21,075	25,000	2,237E+1
-138,010	21,064	25,000	2,304E+1
-139,010	21,063	25,000	2,362E+1
-140,010	21,061	25,000	2,385E+1
-141,010	21,057	25,000	2,411E+1
-142,010	21,049	25,000	2,443E+1
-143,010	21,038	25,000	2,494E+1
-144,010	21,032	25,000	2,556E+1
-145,010	21,025	25,000	2,599E+1
-146,011	21,020	25,000	2,643E+1
-147,011	20,992	25,000	2,683E+1
-148,011	20,977	25,000	2,812E+1
-149,011	20,963	25,000	2,889E+1
-150,011	20,950	25,000	2,959E+1
-151,011	20,942	25,000	3,029E+1
-152,011	20,931	25,000	3,083E+1
