Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	25,000	9,990E+1
1,000	19,773	25,000	1,000E-2
2,000	19,778	25,000	8,727E-2
3,000	19,774	25,000	4,618E-1
4,000	19,773	25,000	7,175E-1
5,000	19,784	25,000	5,377E-1
6,000	19,780	25,000	9,315E-1
7,000	19,776	25,000	1,326E+0
8,000	19,771	25,000	1,760E+0
9,001	19,770	25,000	2,016E+0
10,001	19,770	25,000	2,252E+0
11,001	19,774	25,000	2,329E+0
12,001	19,769	25,000	2,783E+0
13,001	19,770	25,000	2,960E+0
14,001	19,772	25,000	3,156E+0
15,001	19,777	25,000	3,155E+0
16,001	19,791	25,000	2,836E+0
17,001	19,800	25,000	2,734E+0
18,001	19,812	25,000	2,513E+0
19,001	19,813	25,000	2,688E+0
20,001	19,820	25,000	2,626E+0
21,001	19,819	25,000	2,919E+0
22,001	19,820	25,000	3,133E+0
23,001	19,825	25,000	3,149E+0
24,001	19,834	25,000	3,046E+0
25,002	19,837	25,000	3,140E+0
26,002	19,839	25,000	3,294E+0
27,002	19,837	25,000	3,606E+0
28,002	19,837	25,000	3,840E+0
29,002	19,838	25,000	4,013E+0
30,002	19,846	25,000	3,929E+0
31,002	19,853	25,000	3,905E+0
32,002	19,850	25,000	4,256E+0
33,003	19,852	25,000	4,429E+0
34,003	19,859	25,000	4,364E+0
35,003	19,864	25,000	4,418E+0
36,003	19,870	25,000	4,412E+0
37,003	19,874	25,000	4,446E+0
38,003	19,879	25,000	4,519E+0
39,003	19,871	25,000	5,047E+0
40,003	19,869	25,000	5,358E+0
41,003	19,867	25,000	5,669E+0
42,003	19,868	25,000	5,861E+0
43,004	19,868	25,000	6,073E+0
44,004	19,874	25,000	6,067E+0
45,004	19,870	25,000	6,496E+0
46,004	19,870	25,000	6,728E+0
47,004	19,866	25,000	7,118E+0
48,004	19,864	25,000	7,410E+0
49,004	19,863	25,000	7,681E+0
50,004	19,864	25,000	7,893E+0
51,004	19,866	25,000	8,026E+0
52,004	19,868	25,000	8,179E+0
