Time [s]	I_Fonte[A]	I_SP[A]	V_Fonte[V]	V_SP[V]
110,366	0,090	0,090	5,720E+0	1,500E+1
110,567	0,090	0,090	5,720E+0	1,500E+1
110,768	0,090	0,090	5,720E+0	1,500E+1
110,968	0,090	0,090	5,720E+0	1,500E+1
111,168	0,090	0,090	5,720E+0	1,500E+1
111,369	0,090	0,090	5,720E+0	1,500E+1
111,568	0,090	0,090	5,720E+0	1,500E+1
111,769	0,090	0,090	5,720E+0	1,500E+1
111,970	0,090	0,090	5,720E+0	1,500E+1
112,170	0,090	0,090	5,720E+0	1,500E+1
112,371	0,090	0,090	5,720E+0	1,500E+1
112,571	0,090	0,090	5,720E+0	1,500E+1
112,770	0,090	0,090	5,720E+0	1,500E+1
112,970	0,090	0,090	5,720E+0	1,500E+1
113,170	0,090	0,090	5,720E+0	1,500E+1
113,372	0,090	0,090	5,720E+0	1,500E+1
113,572	0,090	0,090	5,720E+0	1,500E+1
113,772	0,090	0,090	5,720E+0	1,500E+1
113,973	0,090	0,090	5,720E+0	1,500E+1
114,174	0,090	0,090	5,720E+0	1,500E+1
114,375	0,090	0,090	5,720E+0	1,500E+1
114,575	0,090	0,090	5,720E+0	1,500E+1
114,776	0,090	0,090	5,720E+0	1,500E+1
114,978	0,090	0,090	5,720E+0	1,500E+1
