t	PC(E)	PL(E)	PC(T)	PL(T)	Vel
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0
0,003	0,000	0,000	0,000E+0	0,000E+0	0,000E+0
0,402	1,110	0,000	1,101E+0	1,101E+0	0,000E+0
0,402	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
0,603	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
0,803	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
1,004	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
1,204	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
1,404	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
1,604	0,880	0,000	1,110E+0	1,110E+0	0,000E+0
1,806	0,880	0,000	1,110E+0	1,110E+0	0,000E+0
2,006	0,880	0,000	8,800E-1	8,800E-1	0,000E+0
2,206	0,880	0,000	8,800E-1	8,800E-1	0,000E+0
2,406	1,040	0,000	8,800E-1	8,800E-1	0,000E+0
2,606	1,040	0,000	8,800E-1	8,800E-1	0,000E+0
2,806	1,040	0,000	1,040E+0	1,040E+0	0,000E+0
3,006	1,040	0,000	1,040E+0	1,040E+0	0,000E+0
3,207	1,040	0,000	1,040E+0	1,040E+0	0,000E+0
3,408	1,040	0,000	1,040E+0	1,040E+0	0,000E+0
3,609	1,140	0,000	1,040E+0	1,040E+0	0,000E+0
3,809	1,140	0,000	1,040E+0	1,040E+0	0,000E+0
4,009	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
4,209	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
4,409	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
4,609	1,310	0,000	1,140E+0	1,140E+0	0,000E+0
4,809	1,310	0,000	1,310E+0	1,310E+0	0,000E+0
5,009	1,310	0,000	1,310E+0	1,310E+0	0,000E+0
5,209	1,310	0,000	1,310E+0	1,310E+0	0,000E+0
5,409	1,310	0,000	1,310E+0	1,310E+0	0,000E+0
5,609	1,100	0,000	1,310E+0	0,000E+0	0,000E+0
5,810	1,100	0,000	1,310E+0	0,000E+0	1,000E+3
6,011	1,100	0,000	1,096E+0	1,096E+0	1,000E+3
6,211	1,100	0,000	1,096E+0	1,096E+0	1,000E+3
6,412	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
6,612	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
6,811	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
7,011	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
7,212	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
7,412	1,060	0,000	1,100E+0	1,100E+0	1,000E+3
7,612	1,060	0,000	1,100E+0	1,100E+0	1,000E+3
7,812	1,060	0,000	1,060E+0	1,060E+0	1,000E+3
8,012	1,060	0,000	1,060E+0	1,060E+0	1,000E+3
8,212	1,060	0,000	1,060E+0	1,060E+0	1,000E+3
8,412	1,120	0,000	1,060E+0	1,060E+0	1,000E+3
8,612	1,120	0,000	1,060E+0	1,060E+0	1,000E+3
8,813	1,120	0,000	1,120E+0	1,120E+0	1,000E+3
9,013	1,120	0,000	1,120E+0	1,120E+0	1,000E+3
9,213	1,120	0,000	1,120E+0	1,120E+0	1,000E+3
9,414	1,190	0,000	1,120E+0	1,120E+0	1,000E+3
9,614	1,190	0,000	1,190E+0	1,190E+0	1,000E+3
9,815	1,190	0,000	1,190E+0	1,190E+0	1,000E+3
10,015	1,190	0,000	1,190E+0	1,190E+0	1,000E+3
10,215	1,190	0,000	1,190E+0	1,190E+0	1,000E+3
10,414	1,160	0,000	1,190E+0	1,190E+0	1,000E+3
10,615	1,160	0,000	1,160E+0	1,160E+0	1,000E+3
10,815	1,160	0,000	1,160E+0	1,160E+0	1,000E+3
11,016	1,160	0,000	1,160E+0	1,160E+0	1,000E+3
11,216	1,160	0,000	1,160E+0	1,160E+0	1,000E+3
11,416	1,100	0,000	1,160E+0	0,000E+0	1,000E+3
11,615	1,100	0,000	1,160E+0	0,000E+0	1,000E+3
11,817	1,100	0,000	1,130E+0	1,130E+0	1,000E+3
12,017	1,100	0,000	1,130E+0	1,130E+0	1,000E+3
12,218	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
12,417	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
12,619	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
12,818	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
13,019	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
13,220	1,100	0,000	1,100E+0	1,100E+0	1,000E+3
