Time [s]	PC(E)[W]	PL(E)[W]	PC(T)[W]	PL(T)[W]
112,371	24,480	20,790	2,448E+1	2,448E+1
112,571	24,480	20,790	2,448E+1	2,448E+1
112,770	24,480	20,790	2,448E+1	2,448E+1
112,970	25,120	20,730	2,448E+1	2,448E+1
113,170	25,120	20,730	2,448E+1	2,448E+1
113,372	25,120	20,730	2,512E+1	2,512E+1
113,572	25,120	20,730	2,512E+1	2,512E+1
113,772	25,120	20,730	2,512E+1	2,512E+1
113,973	24,700	20,740	2,512E+1	2,512E+1
114,174	24,700	20,740	2,512E+1	2,512E+1
114,375	24,700	20,740	2,470E+1	2,470E+1
114,575	24,700	20,740	2,470E+1	2,470E+1
114,776	24,700	20,740	2,470E+1	2,470E+1
114,978	24,700	20,740	2,470E+1	2,470E+1
