t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	25,000	9,990E+1
1,000	47,602	25,000	1,000E-2
2,000	47,597	25,000	1,000E-2
3,000	47,599	25,000	1,000E-2
4,000	47,601	25,000	1,000E-2
5,000	47,633	25,000	1,000E-2
6,000	47,629	25,000	1,000E-2
7,000	47,676	25,000	1,000E-2
8,000	47,653	25,000	1,000E-2
9,000	47,646	25,000	1,000E-2
10,001	47,656	25,000	1,000E-2
11,001	47,632	25,000	1,000E-2
11,001	47,632	25,000	1,000E-2
12,927	47,621	25,000	1,000E-2
13,927	47,621	25,000	1,000E-2
14,927	47,638	25,000	1,000E-2
15,927	47,630	25,000	1,000E-2
16,927	47,617	25,000	1,000E-2
