Time [s]	PC(E)[W]	PL(E)[W]	PC(T)[W]	PL(T)[W]
107,003	15,190	11,650	1,551E+1	1,551E+1
107,204	15,190	11,650	1,519E+1	1,519E+1
107,404	15,190	11,650	1,519E+1	1,519E+1
107,606	15,190	11,650	1,519E+1	1,519E+1
107,806	15,190	11,650	1,519E+1	1,519E+1
108,006	15,190	11,650	1,519E+1	1,519E+1
108,206	17,030	13,460	1,519E+1	1,519E+1
108,407	17,030	13,460	1,519E+1	1,519E+1
108,608	17,030	13,460	1,703E+1	1,703E+1
108,808	17,030	13,460	1,703E+1	1,703E+1
109,010	17,030	13,460	1,703E+1	1,703E+1
109,211	17,700	13,840	1,703E+1	1,703E+1
109,411	17,700	13,840	1,703E+1	1,703E+1
109,611	17,700	13,840	1,770E+1	1,770E+1
109,811	17,700	13,840	1,770E+1	1,770E+1
110,012	17,700	13,840	1,770E+1	1,770E+1
110,213	18,000	13,890	1,770E+1	1,770E+1
110,414	18,000	13,890	1,770E+1	1,770E+1
110,614	18,000	13,890	1,800E+1	1,800E+1
110,813	18,000	13,890	1,800E+1	1,800E+1
111,014	18,000	13,890	1,800E+1	1,800E+1
111,214	17,920	13,890	1,800E+1	1,800E+1
111,415	17,920	13,890	1,792E+1	1,792E+1
111,616	17,920	13,890	1,792E+1	1,792E+1
111,817	17,920	13,890	1,792E+1	1,792E+1
112,018	17,920	13,890	1,792E+1	1,792E+1
112,218	17,870	13,830	1,792E+1	1,381E+1
112,418	17,870	13,830	1,792E+1	1,381E+1
112,618	17,870	13,830	1,743E+1	1,743E+1
112,818	17,870	13,830	1,743E+1	1,743E+1
113,018	17,870	13,830	1,787E+1	1,787E+1
113,219	17,870	13,830	1,787E+1	1,787E+1
113,419	17,870	13,830	1,787E+1	1,787E+1
113,619	17,870	13,830	1,787E+1	1,787E+1
113,819	17,870	13,830	1,787E+1	1,787E+1
114,019	17,980	13,830	1,787E+1	1,787E+1
114,220	17,980	13,830	1,787E+1	1,787E+1
114,422	17,980	13,830	1,798E+1	1,798E+1
114,622	17,980	13,830	1,798E+1	1,798E+1
114,822	17,980	13,830	1,798E+1	1,798E+1
115,022	17,980	13,830	1,798E+1	1,798E+1
115,222	17,190	13,720	1,798E+1	1,798E+1
115,422	17,190	13,720	1,798E+1	1,798E+1
115,622	17,190	13,720	1,719E+1	1,719E+1
115,822	17,680	13,830	1,719E+1	1,719E+1
116,023	17,680	13,830	1,719E+1	1,719E+1
116,223	17,680	13,830	1,768E+1	1,768E+1
116,425	17,680	13,830	1,768E+1	1,768E+1
116,625	17,680	13,830	1,768E+1	1,768E+1
116,826	17,040	13,820	1,768E+1	1,768E+1
117,027	17,040	13,820	1,768E+1	1,768E+1
117,228	17,040	13,820	1,704E+1	1,704E+1
117,429	17,040	13,820	1,704E+1	1,704E+1
117,628	17,040	13,820	1,704E+1	1,704E+1
117,829	17,040	13,820	1,704E+1	1,704E+1
118,029	17,370	13,690	1,704E+1	1,380E+1
118,230	17,370	13,690	1,704E+1	1,380E+1
118,431	17,370	13,690	1,760E+1	1,760E+1
118,632	17,370	13,690	1,760E+1	1,760E+1
118,832	17,370	13,690	1,737E+1	1,737E+1
119,032	17,370	13,690	1,737E+1	1,737E+1
119,232	17,370	13,690	1,737E+1	1,737E+1
119,432	17,370	13,690	1,737E+1	1,737E+1
119,633	17,370	13,690	1,737E+1	1,737E+1
119,834	17,860	13,780	1,737E+1	1,737E+1
120,033	17,860	13,780	1,737E+1	1,737E+1
120,233	17,860	13,780	1,786E+1	1,786E+1
120,434	17,860	13,780	1,786E+1	1,786E+1
120,635	32,760	28,370	1,786E+1	1,786E+1
120,835	32,760	28,370	1,786E+1	1,786E+1
121,035	32,760	28,370	3,276E+1	3,276E+1
121,235	32,760	28,370	3,276E+1	3,276E+1
121,436	32,760	28,370	3,276E+1	3,276E+1
121,636	42,490	37,810	3,276E+1	3,276E+1
121,837	42,490	37,810	3,276E+1	3,276E+1
122,038	42,490	37,810	4,249E+1	4,249E+1
122,239	42,490	37,810	4,249E+1	4,249E+1
122,440	42,490	37,810	4,249E+1	4,249E+1
122,640	42,930	38,470	4,249E+1	4,249E+1
122,841	42,930	38,470	4,249E+1	4,249E+1
123,040	42,930	38,470	4,293E+1	4,293E+1
123,241	42,930	38,470	4,293E+1	4,293E+1
123,442	42,930	38,470	4,293E+1	4,293E+1
123,642	42,930	38,470	4,293E+1	3,149E+1
123,843	42,930	38,470	4,293E+1	3,149E+1
124,042	42,930	38,470	4,293E+1	3,149E+1
124,244	43,330	38,760	3,582E+1	3,582E+1
124,445	43,330	38,760	3,582E+1	3,582E+1
124,645	43,330	38,760	4,333E+1	4,333E+1
124,845	43,330	38,760	4,333E+1	4,333E+1
125,046	43,330	38,760	4,333E+1	4,333E+1
125,246	43,330	38,760	4,333E+1	4,333E+1
125,446	43,330	38,760	4,333E+1	4,333E+1
125,647	42,980	38,640	4,333E+1	4,333E+1
125,847	42,980	38,640	4,298E+1	4,298E+1
126,048	42,980	38,640	4,298E+1	4,298E+1
126,248	42,980	38,640	4,298E+1	4,298E+1
126,449	42,980	38,640	4,298E+1	4,298E+1
126,649	42,800	38,570	4,298E+1	4,298E+1
126,849	42,800	38,570	4,280E+1	4,280E+1
127,049	42,800	38,570	4,280E+1	4,280E+1
127,248	42,800	38,570	4,280E+1	4,280E+1
127,450	42,800	38,570	4,280E+1	4,280E+1
127,650	43,030	38,600	4,280E+1	4,280E+1
127,850	43,030	38,600	4,303E+1	4,303E+1
128,050	43,030	38,600	4,303E+1	4,303E+1
128,252	43,030	38,600	4,303E+1	4,303E+1
128,452	43,090	38,540	4,303E+1	4,303E+1
128,652	43,090	38,540	4,303E+1	4,303E+1
128,853	43,090	38,540	4,309E+1	4,309E+1
129,053	43,090	38,540	4,309E+1	4,309E+1
129,255	43,090	38,540	4,309E+1	4,309E+1
129,455	43,090	38,540	4,309E+1	4,309E+1
129,655	42,240	38,610	4,309E+1	3,865E+1
129,856	42,240	38,610	4,309E+1	3,865E+1
130,056	42,240	38,610	4,319E+1	4,319E+1
130,258	42,240	38,610	4,319E+1	4,319E+1
130,458	42,240	38,610	4,224E+1	4,224E+1
130,659	42,240	38,610	4,224E+1	4,224E+1
130,860	42,240	38,610	4,224E+1	4,224E+1
131,060	42,240	38,610	4,224E+1	4,224E+1
131,260	42,240	38,610	4,224E+1	4,224E+1
131,461	43,610	38,480	4,224E+1	4,224E+1
131,661	43,610	38,480	4,224E+1	4,224E+1
131,860	43,610	38,480	4,361E+1	4,361E+1
132,061	43,610	38,480	4,361E+1	4,361E+1
132,260	43,610	38,480	4,361E+1	4,361E+1
132,462	43,090	38,550	4,361E+1	4,361E+1
132,662	43,090	38,550	4,361E+1	4,361E+1
132,862	43,090	38,550	4,309E+1	4,309E+1
133,064	43,090	38,550	4,309E+1	4,309E+1
133,265	43,160	38,470	4,309E+1	4,309E+1
133,466	43,160	38,470	4,309E+1	4,309E+1
133,666	43,160	38,470	4,316E+1	4,316E+1
133,867	43,160	38,470	4,316E+1	4,316E+1
134,068	43,160	38,470	4,316E+1	4,316E+1
134,267	43,600	38,430	4,316E+1	4,316E+1
134,468	43,600	38,430	4,316E+1	4,316E+1
134,668	43,600	38,430	4,360E+1	4,360E+1
134,868	43,600	38,430	4,360E+1	4,360E+1
135,067	43,600	38,430	4,360E+1	4,360E+1
135,268	43,600	38,430	4,360E+1	4,360E+1
135,470	43,110	38,390	4,360E+1	3,853E+1
135,669	43,110	38,390	4,360E+1	3,853E+1
135,870	43,110	38,390	4,302E+1	4,302E+1
136,070	43,110	38,390	4,302E+1	4,302E+1
136,272	43,110	38,390	4,311E+1	4,311E+1
136,472	43,110	38,390	4,311E+1	4,311E+1
136,673	43,110	38,390	4,311E+1	4,311E+1
136,873	43,110	38,390	4,311E+1	4,311E+1
137,073	43,110	38,390	4,311E+1	4,311E+1
137,273	43,310	38,490	4,311E+1	4,311E+1
137,474	43,310	38,490	4,331E+1	4,331E+1
137,674	43,310	38,490	4,331E+1	4,331E+1
137,874	43,310	38,490	4,331E+1	4,331E+1
138,074	43,310	38,490	4,331E+1	4,331E+1
138,276	43,320	38,400	4,331E+1	4,331E+1
138,477	43,320	38,400	4,332E+1	4,332E+1
138,678	43,320	38,400	4,332E+1	4,332E+1
138,878	43,320	38,400	4,332E+1	4,332E+1
139,078	43,320	38,400	4,332E+1	4,332E+1
139,277	43,050	38,420	4,332E+1	4,332E+1
139,478	43,050	38,420	4,305E+1	4,305E+1
139,679	43,050	38,420	4,305E+1	4,305E+1
139,879	43,050	38,420	4,305E+1	4,305E+1
