Time [s]	I_Fonte[A]	I_SP[A]	V_Fonte[V]	V_SP[V]
107,003	0,050	0,050	3,290E+0	1,500E+1
107,204	0,050	0,050	3,290E+0	1,500E+1
107,404	0,050	0,050	3,290E+0	1,500E+1
107,606	0,050	0,050	3,290E+0	1,500E+1
107,806	0,050	0,050	3,290E+0	1,500E+1
108,006	0,050	0,050	3,290E+0	1,500E+1
108,206	0,050	0,050	3,290E+0	1,500E+1
108,407	0,050	0,050	3,290E+0	1,500E+1
108,608	0,050	0,050	3,290E+0	1,500E+1
108,808	0,050	0,050	3,290E+0	1,500E+1
109,010	0,050	0,050	3,290E+0	1,500E+1
109,211	0,050	0,050	3,290E+0	1,500E+1
109,411	0,050	0,050	3,290E+0	1,500E+1
109,611	0,050	0,050	3,290E+0	1,500E+1
109,811	0,050	0,050	3,290E+0	1,500E+1
110,012	0,050	0,050	3,290E+0	1,500E+1
110,213	0,050	0,050	3,290E+0	1,500E+1
110,414	0,050	0,050	3,290E+0	1,500E+1
110,614	0,050	0,050	3,290E+0	1,500E+1
110,813	0,050	0,050	3,290E+0	1,500E+1
111,014	0,050	0,050	3,300E+0	1,500E+1
111,214	0,050	0,050	3,300E+0	1,500E+1
111,415	0,050	0,050	3,290E+0	1,500E+1
111,616	0,050	0,050	3,290E+0	1,500E+1
111,817	0,050	0,050	3,290E+0	1,500E+1
112,018	0,050	0,050	3,290E+0	1,500E+1
112,218	0,050	0,050	3,290E+0	1,500E+1
112,418	0,050	0,050	3,290E+0	1,500E+1
112,618	0,050	0,050	3,290E+0	1,500E+1
112,818	0,050	0,050	3,300E+0	1,500E+1
113,018	0,050	0,050	3,300E+0	1,500E+1
113,219	0,050	0,050	3,300E+0	1,500E+1
113,419	0,050	0,050	3,290E+0	1,500E+1
113,619	0,050	0,050	3,290E+0	1,500E+1
113,819	0,050	0,050	3,290E+0	1,500E+1
114,019	0,050	0,050	3,290E+0	1,500E+1
114,220	0,050	0,050	3,290E+0	1,500E+1
114,422	0,050	0,050	3,290E+0	1,500E+1
114,622	0,050	0,050	3,290E+0	1,500E+1
114,822	0,050	0,050	3,290E+0	1,500E+1
115,022	0,050	0,050	3,290E+0	1,500E+1
115,222	0,050	0,050	3,290E+0	1,500E+1
115,422	0,050	0,050	3,290E+0	1,500E+1
115,622	0,050	0,050	3,290E+0	1,500E+1
115,822	0,050	0,050	3,290E+0	1,500E+1
116,023	0,050	0,050	3,290E+0	1,500E+1
116,223	0,050	0,050	3,290E+0	1,500E+1
116,425	0,050	0,050	3,290E+0	1,500E+1
116,625	0,050	0,050	3,290E+0	1,500E+1
116,826	0,050	0,050	3,290E+0	1,500E+1
117,027	0,050	0,050	3,290E+0	1,500E+1
117,228	0,050	0,050	3,290E+0	1,500E+1
117,429	0,050	0,050	3,290E+0	1,500E+1
117,628	0,050	0,050	3,290E+0	1,500E+1
117,829	0,050	0,050	3,290E+0	1,500E+1
118,029	0,050	0,050	3,290E+0	1,500E+1
118,230	0,050	0,050	3,290E+0	1,500E+1
118,431	0,050	0,050	3,290E+0	1,500E+1
118,632	0,050	0,150	3,290E+0	1,500E+1
118,832	0,050	0,150	3,290E+0	1,500E+1
119,032	0,050	0,150	3,290E+0	1,500E+1
119,232	0,050	0,150	3,290E+0	1,500E+1
119,432	0,050	0,150	3,290E+0	1,500E+1
119,633	0,050	0,150	3,290E+0	1,500E+1
119,834	0,050	0,150	3,290E+0	1,500E+1
120,033	0,050	0,150	1,381E+1	1,500E+1
120,233	0,150	0,150	1,381E+1	1,500E+1
120,434	0,150	0,150	9,250E+0	1,500E+1
120,635	0,150	0,150	9,250E+0	1,500E+1
120,835	0,150	0,150	9,250E+0	1,500E+1
121,035	0,150	0,150	9,250E+0	1,500E+1
121,235	0,150	0,150	9,250E+0	1,500E+1
121,436	0,150	0,150	9,260E+0	1,500E+1
121,636	0,150	0,150	9,260E+0	1,500E+1
121,837	0,150	0,150	9,260E+0	1,500E+1
122,038	0,150	0,150	9,260E+0	1,500E+1
122,239	0,150	0,150	9,260E+0	1,500E+1
122,440	0,150	0,150	9,260E+0	1,500E+1
122,640	0,150	0,150	9,260E+0	1,500E+1
122,841	0,150	0,150	9,260E+0	1,500E+1
123,040	0,150	0,150	9,260E+0	1,500E+1
123,241	0,150	0,150	9,260E+0	1,500E+1
123,442	0,150	0,150	9,250E+0	1,500E+1
123,642	0,150	0,150	9,250E+0	1,500E+1
123,843	0,150	0,150	9,250E+0	1,500E+1
124,042	0,150	0,150	9,260E+0	1,500E+1
124,244	0,150	0,150	9,260E+0	1,500E+1
124,445	0,150	0,150	9,260E+0	1,500E+1
124,645	0,150	0,150	9,260E+0	1,500E+1
124,845	0,150	0,150	9,260E+0	1,500E+1
125,046	0,150	0,150	9,260E+0	1,500E+1
125,246	0,150	0,150	9,260E+0	1,500E+1
125,446	0,150	0,150	9,260E+0	1,500E+1
125,647	0,150	0,150	9,260E+0	1,500E+1
125,847	0,150	0,150	9,260E+0	1,500E+1
126,048	0,150	0,150	9,260E+0	1,500E+1
126,248	0,150	0,150	9,260E+0	1,500E+1
126,449	0,150	0,150	9,260E+0	1,500E+1
126,649	0,150	0,150	9,260E+0	1,500E+1
126,849	0,150	0,150	9,260E+0	1,500E+1
127,049	0,150	0,150	9,260E+0	1,500E+1
127,248	0,150	0,150	9,260E+0	1,500E+1
127,450	0,150	0,150	9,260E+0	1,500E+1
127,650	0,150	0,150	9,260E+0	1,500E+1
127,850	0,150	0,150	9,260E+0	1,500E+1
128,050	0,150	0,150	9,260E+0	1,500E+1
128,252	0,150	0,150	9,260E+0	1,500E+1
128,452	0,150	0,150	9,260E+0	1,500E+1
128,652	0,150	0,150	9,260E+0	1,500E+1
128,853	0,150	0,150	9,260E+0	1,500E+1
129,053	0,150	0,150	9,260E+0	1,500E+1
129,255	0,150	0,150	9,260E+0	1,500E+1
129,455	0,150	0,150	9,260E+0	1,500E+1
129,655	0,150	0,150	9,260E+0	1,500E+1
129,856	0,150	0,150	9,260E+0	1,500E+1
130,056	0,150	0,150	9,260E+0	1,500E+1
130,258	0,150	0,150	9,260E+0	1,500E+1
130,458	0,150	0,150	9,260E+0	1,500E+1
130,659	0,150	0,150	9,260E+0	1,500E+1
130,860	0,150	0,150	9,260E+0	1,500E+1
131,060	0,150	0,150	9,260E+0	1,500E+1
131,260	0,150	0,150	9,260E+0	1,500E+1
131,461	0,150	0,150	9,260E+0	1,500E+1
131,661	0,150	0,150	9,260E+0	1,500E+1
131,860	0,150	0,150	9,260E+0	1,500E+1
132,061	0,150	0,150	9,260E+0	1,500E+1
132,260	0,150	0,150	9,260E+0	1,500E+1
132,462	0,150	0,150	9,260E+0	1,500E+1
132,662	0,150	0,150	9,260E+0	1,500E+1
132,862	0,150	0,150	9,260E+0	1,500E+1
133,064	0,150	0,150	9,260E+0	1,500E+1
133,265	0,150	0,150	9,260E+0	1,500E+1
133,466	0,150	0,150	9,260E+0	1,500E+1
133,666	0,150	0,150	9,260E+0	1,500E+1
133,867	0,150	0,150	9,260E+0	1,500E+1
134,068	0,150	0,150	9,260E+0	1,500E+1
134,267	0,150	0,150	9,260E+0	1,500E+1
134,468	0,150	0,150	9,260E+0	1,500E+1
134,668	0,150	0,150	9,260E+0	1,500E+1
134,868	0,150	0,150	9,260E+0	1,500E+1
135,067	0,150	0,150	9,260E+0	1,500E+1
135,268	0,150	0,150	9,260E+0	1,500E+1
135,470	0,150	0,150	9,260E+0	1,500E+1
135,669	0,150	0,150	9,260E+0	1,500E+1
135,870	0,150	0,150	9,260E+0	1,500E+1
136,070	0,150	0,150	9,260E+0	1,500E+1
136,272	0,150	0,150	9,260E+0	1,500E+1
136,472	0,150	0,150	9,260E+0	1,500E+1
136,673	0,150	0,150	9,260E+0	1,500E+1
136,873	0,150	0,150	9,260E+0	1,500E+1
137,073	0,150	0,150	9,260E+0	1,500E+1
137,273	0,150	0,150	9,260E+0	1,500E+1
137,474	0,150	0,150	9,260E+0	1,500E+1
137,674	0,150	0,150	9,260E+0	1,500E+1
137,874	0,150	0,150	9,260E+0	1,500E+1
138,074	0,150	0,150	9,260E+0	1,500E+1
138,276	0,150	0,150	9,260E+0	1,500E+1
138,477	0,150	0,150	9,260E+0	1,500E+1
138,678	0,150	0,150	9,260E+0	1,500E+1
138,878	0,150	0,150	9,260E+0	1,500E+1
139,078	0,150	0,150	9,260E+0	1,500E+1
139,277	0,150	0,150	9,260E+0	1,500E+1
139,478	0,150	0,150	9,270E+0	1,500E+1
139,679	0,150	0,150	9,270E+0	1,500E+1
