t	IF	IR	VF	VR
0,000	0,000	0,075	0,000E+0	1,700E+1
0,002	0,000	0,075	3,000E-1	1,700E+1
0,203	0,000	0,075	3,000E-1	1,700E+1
0,404	0,000	0,075	3,000E-1	1,700E+1
0,604	0,000	0,075	3,000E-1	1,700E+1
0,804	0,000	0,075	3,000E-1	1,700E+1
1,004	0,000	0,075	3,000E-1	1,700E+1
1,204	0,000	0,075	3,000E-1	1,700E+1
1,405	0,000	0,075	3,000E-1	1,700E+1
1,604	0,000	0,075	3,000E-1	1,700E+1
1,804	0,000	0,075	3,000E-1	1,700E+1
2,004	0,000	0,075	3,000E-1	1,700E+1
2,205	0,000	0,075	3,000E-1	1,700E+1
2,405	0,000	0,075	3,000E-1	1,700E+1
2,605	0,000	0,075	3,000E-1	1,700E+1
2,806	0,000	0,075	3,000E-1	1,700E+1
3,005	0,000	0,075	3,000E-1	1,700E+1
3,208	0,000	0,075	3,000E-1	1,700E+1
3,408	0,000	0,075	3,000E-1	1,700E+1
3,608	0,000	0,075	3,000E-1	1,700E+1
3,808	0,000	0,075	3,000E-1	1,700E+1
4,008	0,000	0,075	3,000E-1	1,700E+1
