t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	25,000	9,990E+1
1,000	20,833	25,000	1,000E-2
2,000	20,825	25,000	4,955E-1
3,000	20,819	25,000	9,414E-1
4,000	20,814	25,000	1,348E+0
5,000	20,802	25,000	2,013E+0
5,000	20,791	25,000	2,618E+0
6,000	20,780	25,000	3,244E+0
7,001	20,771	25,000	3,791E+0
8,001	20,759	25,000	4,458E+0
9,001	20,755	25,000	4,788E+0
10,002	20,755	25,000	4,979E+0
11,002	20,751	25,000	5,349E+0
12,002	20,739	25,000	6,037E+0
13,003	20,737	25,000	6,288E+0
14,003	20,735	25,000	6,580E+0
15,004	20,730	25,000	6,931E+0
16,004	20,737	25,000	6,866E+0
17,004	20,742	25,000	6,861E+0
18,004	20,733	25,000	7,429E+0
20,004	20,745	25,000	7,127E+0
20,004	20,762	25,000	6,625E+0
21,004	20,780	25,000	6,123E+0
22,005	20,794	25,000	5,740E+0
23,006	20,803	25,000	5,612E+0
24,006	20,816	25,000	5,267E+0
25,006	20,840	25,000	4,525E+0
26,007	20,852	25,000	4,237E+0
27,007	20,846	25,000	4,623E+0
28,007	20,858	25,000	4,335E+0
29,007	20,867	25,000	4,205E+0
31,008	20,870	25,000	4,272E+0
32,008	20,873	25,000	4,320E+0
33,008	20,893	25,000	3,694E+0
34,008	20,902	25,000	3,543E+0
35,008	20,905	25,000	3,589E+0
36,008	20,905	25,000	3,774E+0
37,008	20,916	25,000	3,563E+0
38,008	20,913	25,000	3,827E+0
39,008	20,924	25,000	3,595E+0
40,008	20,926	25,000	3,700E+0
41,008	20,930	25,000	3,725E+0
42,008	20,930	25,000	3,929E+0
43,008	20,921	25,000	4,449E+0
44,009	20,922	25,000	4,574E+0
45,009	20,930	25,000	4,441E+0
46,009	20,941	25,000	4,209E+0
47,009	20,945	25,000	4,234E+0
48,009	20,950	25,000	4,199E+0
49,009	20,956	25,000	4,144E+0
50,009	20,965	25,000	3,990E+0
51,009	20,966	25,000	4,133E+0
52,009	20,964	25,000	4,394E+0
53,009	20,954	25,000	4,972E+0
54,009	20,950	25,000	5,333E+0
55,009	20,958	25,000	5,179E+0
56,009	20,946	25,000	5,837E+0
57,009	20,946	25,000	6,020E+0
58,009	20,939	25,000	6,461E+0
59,009	20,925	25,000	7,199E+0
60,009	20,916	25,000	7,740E+0
61,009	20,920	25,000	7,786E+0
62,009	20,922	25,000	7,871E+0
63,010	20,928	25,000	7,837E+0
64,010	20,946	25,000	7,307E+0
65,010	20,953	25,000	7,233E+0
66,010	20,956	25,000	7,257E+0
67,010	20,974	25,000	6,727E+0
68,010	20,986	25,000	6,472E+0
69,010	20,998	25,000	6,158E+0
70,010	21,001	25,000	6,240E+0
71,010	21,000	25,000	6,440E+0
72,010	20,991	25,000	6,997E+0
73,010	20,994	25,000	7,040E+0
74,010	21,014	25,000	6,428E+0
75,010	21,016	25,000	6,549E+0
76,010	21,026	25,000	6,333E+0
77,010	21,030	25,000	6,314E+0
78,010	21,041	25,000	6,097E+0
79,010	21,050	25,000	5,899E+0
80,010	21,058	25,000	5,741E+0
81,010	21,067	25,000	5,562E+0
82,011	21,076	25,000	5,383E+0
83,011	21,076	25,000	5,580E+0
84,011	21,072	25,000	5,916E+0
85,011	21,073	25,000	6,034E+0
86,011	21,063	25,000	6,607E+0
87,012	21,054	25,000	7,161E+0
88,012	21,043	25,000	7,795E+0
89,012	21,032	25,000	8,370E+0
90,012	21,030	25,000	8,629E+0
91,012	21,025	25,000	9,046E+0
92,012	21,022	25,000	9,344E+0
93,012	21,025	25,000	9,385E+0
94,012	21,028	25,000	9,445E+0
95,012	21,021	25,000	9,883E+0
96,012	21,021	25,000	1,006E+1
97,012	21,026	25,000	1,008E+1
98,012	21,018	25,000	1,054E+1
99,012	21,023	25,000	1,052E+1
100,012	21,023	25,000	1,070E+1
101,013	21,020	25,000	1,102E+1
102,013	21,009	25,000	1,162E+1
103,013	20,996	25,000	1,233E+1
104,013	20,990	25,000	1,275E+1
105,013	20,980	25,000	1,331E+1
106,013	20,985	25,000	1,331E+1
107,013	20,985	25,000	1,349E+1
108,013	20,995	25,000	1,326E+1
109,013	20,990	25,000	1,365E+1
110,013	20,986	25,000	1,399E+1
111,013	20,984	25,000	1,425E+1
112,014	20,986	25,000	1,438E+1
113,014	20,980	25,000	1,478E+1
114,014	20,984	25,000	1,480E+1
115,014	20,995	25,000	1,456E+1
116,014	21,000	25,000	1,455E+1
117,014	20,990	25,000	1,508E+1
118,014	20,973	25,000	1,598E+1
119,014	20,969	25,000	1,630E+1
120,014	20,977	25,000	1,614E+1
121,014	20,968	25,000	1,670E+1
122,014	20,952	25,000	1,754E+1
123,014	20,947	25,000	1,788E+1
124,014	20,939	25,000	1,840E+1
125,014	20,938	25,000	1,862E+1
126,014	20,949	25,000	1,837E+1
127,014	20,954	25,000	1,833E+1
128,015	20,958	25,000	1,840E+1
129,015	20,959	25,000	1,850E+1
130,015	20,973	25,000	1,815E+1
131,015	20,997	25,000	1,740E+1
132,015	21,008	25,000	1,711E+1
133,015	21,027	25,000	1,655E+1
134,015	21,043	25,000	1,612E+1
135,015	21,052	25,000	1,592E+1
136,015	21,070	25,000	1,539E+1
137,015	21,077	25,000	1,531E+1
138,015	21,088	25,000	1,503E+1
139,015	21,104	25,000	1,459E+1
140,015	21,099	25,000	1,492E+1
141,015	21,102	25,000	1,502E+1
142,015	21,091	25,000	1,559E+1
143,015	21,084	25,000	1,607E+1
144,015	21,080	25,000	1,642E+1
145,016	21,082	25,000	1,648E+1
146,016	21,096	25,000	1,614E+1
147,016	21,105	25,000	1,596E+1
148,016	21,120	25,000	1,552E+1
149,016	21,125	25,000	1,552E+1
150,016	21,128	25,000	1,554E+1
151,016	21,125	25,000	1,587E+1
152,016	21,109	25,000	1,666E+1
153,016	21,088	25,000	1,765E+1
154,016	21,082	25,000	1,808E+1
155,016	21,075	25,000	1,855E+1
156,016	21,066	25,000	1,905E+1
157,016	21,068	25,000	1,917E+1
158,016	21,094	25,000	1,831E+1
159,016	21,099	25,000	1,829E+1
160,016	21,101	25,000	1,839E+1
161,016	21,082	25,000	1,930E+1
162,016	21,084	25,000	1,944E+1
163,017	21,090	25,000	1,934E+1
164,017	21,103	25,000	1,900E+1
165,017	21,116	25,000	1,870E+1
