t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	25,000	9,990E+1
1,000	23,517	25,000	1,000E-2
2,000	23,520	25,000	1,000E-2
3,000	23,517	25,000	1,958E-1
4,000	23,519	25,000	1,636E-1
5,000	23,523	25,000	5,228E-2
6,000	23,534	25,000	1,000E-2
7,001	23,535	25,000	5,638E-2
8,001	23,538	25,000	1,000E-2
9,001	23,535	25,000	2,345E-1
10,001	23,542	25,000	1,000E-2
11,001	23,544	25,000	1,000E-2
12,001	23,551	25,000	1,000E-2
13,001	23,557	50,000	9,990E+1
14,001	23,559	50,000	9,990E+1
15,001	23,550	50,000	9,990E+1
16,001	23,566	50,000	9,990E+1
17,001	23,565	50,000	9,990E+1
18,001	23,572	50,000	9,990E+1
19,002	23,558	32,143	9,990E+1
20,002	23,567	28,929	1,000E-2
21,002	23,555	28,929	7,276E-1
22,002	23,562	28,929	6,733E-1
23,002	23,563	28,929	8,758E-1
