Time [s]	Temperature CH4 [ºC]	Temperature CH9 [ºC]	PWM
85,006	27,573	27,356	5,000000E+0
86,006	27,575	27,365	5,000000E+0
87,006	27,574	27,361	5,000000E+0
88,006	27,575	27,369	5,000000E+0
89,006	27,571	27,363	5,000000E+0
90,006	27,574	27,348	5,000000E+0
91,007	27,573	27,349	5,000000E+0
92,007	27,574	27,344	5,000000E+0
93,007	27,574	27,354	5,000000E+0
94,007	27,573	27,354	5,000000E+0
95,007	27,575	27,351	5,000000E+0
96,007	27,576	27,358	5,000000E+0
97,007	27,575	27,358	5,000000E+0
98,007	27,578	27,368	5,000000E+0
99,007	27,577	27,367	5,000000E+0
100,007	27,577	27,365	5,000000E+0
101,007	27,575	27,376	5,000000E+0
102,007	27,574	27,372	5,000000E+0
103,007	27,575	27,381	5,000000E+0
104,007	27,571	27,374	5,000000E+0
105,007	27,574	27,381	5,000000E+0
106,008	27,573	27,383	5,000000E+0
107,008	27,571	27,395	5,000000E+0
108,008	27,577	27,410	5,000000E+0
109,008	27,572	27,421	5,000000E+0
110,008	27,570	27,423	5,000000E+0
111,008	27,571	27,411	5,000000E+0
112,008	27,573	27,405	5,000000E+0
113,008	27,576	27,391	5,000000E+0
114,008	27,574	27,382	5,000000E+0
115,008	27,576	27,376	5,000000E+0
116,008	27,575	27,389	5,000000E+0
117,008	27,571	27,400	5,000000E+0
118,008	27,572	27,414	5,000000E+0
119,008	27,570	27,413	5,000000E+0
120,008	27,568	27,400	5,000000E+0
121,009	27,568	27,413	5,000000E+0
122,009	27,570	27,430	5,000000E+0
123,009	27,572	27,437	5,000000E+0
124,009	27,573	27,443	5,000000E+0
125,009	27,574	27,446	5,000000E+0
126,009	27,573	27,440	5,000000E+0
127,009	27,575	27,437	5,000000E+0
128,009	27,572	27,435	5,000000E+0
129,009	27,572	27,437	5,000000E+0
130,009	27,571	27,432	5,000000E+0
131,009	27,570	27,428	5,000000E+0
132,009	27,569	27,417	5,000000E+0
133,009	27,571	27,411	5,000000E+0
134,009	27,574	27,417	5,000000E+0
135,010	27,572	27,415	5,000000E+0
136,010	27,570	27,395	5,000000E+0
137,010	27,573	27,400	5,000000E+0
138,010	27,575	27,409	5,000000E+0
139,010	27,575	27,395	5,000000E+0
140,010	27,577	27,382	5,000000E+0
141,010	27,576	27,379	5,000000E+0
142,010	27,578	27,380	5,000000E+0
143,010	27,574	27,394	5,000000E+0
144,010	27,574	27,386	5,000000E+0
145,010	27,575	27,395	5,000000E+0
146,010	27,578	27,393	5,000000E+0
147,010	27,578	27,387	5,000000E+0
148,010	27,580	27,386	5,000000E+0
149,011	27,579	27,391	5,000000E+0
150,011	27,578	27,399	5,000000E+0
151,011	27,581	27,408	5,000000E+0
152,011	27,582	27,397	5,000000E+0
153,011	27,587	27,396	5,000000E+0
154,011	27,583	27,400	5,000000E+0
155,011	27,586	27,404	5,000000E+0
156,011	27,582	27,409	5,000000E+0
157,011	27,583	27,410	5,000000E+0
158,011	27,582	27,404	5,000000E+0
159,011	27,585	27,403	5,000000E+0
160,011	27,584	27,407	5,000000E+0
161,011	27,582	27,415	5,000000E+0
162,011	27,584	27,413	5,000000E+0
163,012	27,583	27,400	5,000000E+0
164,012	27,584	27,393	5,000000E+0
165,012	27,585	27,404	5,000000E+0
166,012	27,586	27,407	5,000000E+0
167,012	27,586	27,407	5,000000E+0
168,012	27,584	27,411	5,000000E+0
169,012	27,585	27,397	5,000000E+0
170,012	27,583	27,414	5,000000E+0
171,012	27,580	27,409	5,000000E+0
172,012	27,580	27,429	5,000000E+0
173,012	27,583	27,448	5,000000E+0
174,012	27,583	27,448	5,000000E+0
175,012	27,584	27,455	5,000000E+0
176,012	27,586	27,460	5,000000E+0
177,013	27,586	27,457	5,000000E+0
178,013	27,587	27,468	5,000000E+0
179,013	27,585	27,467	5,000000E+0
180,013	27,585	27,467	5,000000E+0
181,013	27,586	27,473	5,000000E+0
182,013	27,586	27,469	5,000000E+0
183,013	27,588	27,459	5,000000E+0
184,013	27,590	27,451	5,000000E+0
185,013	27,587	27,434	5,000000E+0
186,013	27,586	27,417	5,000000E+0
187,013	27,585	27,418	5,000000E+0
188,013	27,583	27,414	5,000000E+0
189,013	27,586	27,420	5,000000E+0
190,013	27,580	27,422	5,000000E+0
191,014	27,583	27,425	5,000000E+0
192,014	27,580	27,426	5,000000E+0
193,014	27,581	27,433	5,000000E+0
194,014	27,581	27,418	5,000000E+0
195,014	27,583	27,430	5,000000E+0
196,014	27,587	27,421	5,000000E+0
197,014	27,588	27,404	5,000000E+0
198,014	27,585	27,407	5,000000E+0
199,014	27,584	27,426	5,000000E+0
200,014	27,585	27,436	5,000000E+0
201,014	27,588	27,423	5,000000E+0
202,014	27,584	27,426	5,000000E+0
203,014	27,589	27,437	5,000000E+0
204,014	27,588	27,442	5,000000E+0
205,014	27,589	27,446	5,000000E+0
206,014	27,591	27,432	5,000000E+0
207,014	27,593	27,440	5,000000E+0
208,015	27,591	27,440	5,000000E+0
209,015	27,591	27,442	5,000000E+0
210,015	27,591	27,440	5,000000E+0
211,015	27,592	27,428	5,000000E+0
212,015	27,587	27,423	5,000000E+0
213,015	27,589	27,423	5,000000E+0
214,015	27,588	27,408	5,000000E+0
215,015	27,586	27,405	5,000000E+0
216,015	27,587	27,401	5,000000E+0
217,015	27,589	27,396	5,000000E+0
218,015	27,589	27,404	5,000000E+0
219,015	27,587	27,405	5,000000E+0
220,015	27,588	27,405	5,000000E+0
221,015	27,592	27,405	5,000000E+0
222,016	27,593	27,391	5,000000E+0
223,016	27,594	27,401	5,000000E+0
224,016	27,595	27,398	5,000000E+0
225,016	27,594	27,407	5,000000E+0
226,016	27,594	27,416	5,000000E+0
227,016	27,595	27,418	5,000000E+0
228,016	27,591	27,420	5,000000E+0
229,016	27,595	27,429	5,000000E+0
230,016	27,594	27,425	5,000000E+0
231,016	27,596	27,417	5,000000E+0
232,016	27,596	27,428	5,000000E+0
233,016	27,596	27,431	5,000000E+0
234,016	27,594	27,429	5,000000E+0
235,016	27,597	27,438	5,000000E+0
236,016	27,592	27,442	5,000000E+0
237,017	27,592	27,442	5,000000E+0
238,017	27,590	27,439	5,000000E+0
239,017	27,590	27,437	5,000000E+0
240,017	27,589	27,448	5,000000E+0
241,017	27,593	27,441	5,000000E+0
242,017	27,593	27,445	5,000000E+0
243,017	27,592	27,442	5,000000E+0
244,017	27,598	27,458	5,000000E+0
245,017	27,596	27,450	5,000000E+0
246,017	27,593	27,433	5,000000E+0
247,017	27,592	27,428	5,000000E+0
248,017	27,592	27,437	5,000000E+0
249,017	27,592	27,425	5,000000E+0
250,017	27,592	27,417	5,000000E+0
251,018	27,594	27,406	5,000000E+0
252,018	27,595	27,389	5,000000E+0
253,018	27,596	27,395	5,000000E+0
254,018	27,598	27,399	5,000000E+0
255,018	27,598	27,416	5,000000E+0
256,018	27,597	27,414	5,000000E+0
257,018	27,599	27,413	5,000000E+0
258,018	27,596	27,403	5,000000E+0
259,018	27,594	27,388	5,000000E+0
260,018	27,599	27,391	5,000000E+0
261,018	27,599	27,384	5,000000E+0
262,018	27,600	27,403	5,000000E+0
263,018	27,598	27,401	5,000000E+0
264,018	27,601	27,394	5,000000E+0
265,018	27,600	27,412	5,000000E+0
266,018	27,597	27,425	5,000000E+0
267,019	27,595	27,432	5,000000E+0
268,019	27,597	27,426	5,000000E+0
269,019	27,595	27,420	5,000000E+0
270,019	27,595	27,413	5,000000E+0
271,019	27,597	27,419	5,000000E+0
272,019	27,596	27,432	5,000000E+0
273,019	27,595	27,419	5,000000E+0
274,019	27,599	27,424	5,000000E+0
275,019	27,596	27,424	5,000000E+0
276,019	27,598	27,432	5,000000E+0
277,019	27,598	27,438	5,000000E+0
278,019	27,598	27,446	5,000000E+0
279,019	27,605	27,456	5,000000E+0
280,019	27,605	27,451	5,000000E+0
281,019	27,605	27,446	5,000000E+0
282,020	27,604	27,430	5,000000E+0
283,020	27,603	27,413	5,000000E+0
284,020	27,601	27,419	5,000000E+0
285,020	27,604	27,440	5,000000E+0
286,020	27,606	27,451	5,000000E+0
287,020	27,607	27,450	5,000000E+0
288,020	27,609	27,465	5,000000E+0
289,020	27,614	27,458	5,000000E+0
290,020	27,611	27,450	5,000000E+0
291,020	27,614	27,448	5,000000E+0
292,020	27,613	27,446	5,000000E+0
293,020	27,615	27,463	5,000000E+0
294,020	27,617	27,467	5,000000E+0
295,021	27,618	27,463	5,000000E+0
296,021	27,621	27,461	5,000000E+0
297,021	27,620	27,461	5,000000E+0
298,021	27,622	27,471	5,000000E+0
299,021	27,620	27,473	5,000000E+0
300,021	27,620	27,467	5,000000E+0
301,021	27,616	27,462	5,000000E+0
302,021	27,618	27,459	5,000000E+0
303,021	27,617	27,447	5,000000E+0
304,021	27,617	27,441	5,000000E+0
305,021	27,621	27,431	5,000000E+0
306,021	27,621	27,437	5,000000E+0
307,021	27,620	27,442	5,000000E+0
308,021	27,622	27,438	5,000000E+0
309,022	27,620	27,441	5,000000E+0
310,022	27,620	27,439	5,000000E+0
311,022	27,620	27,428	5,000000E+0
312,022	27,620	27,425	5,000000E+0
313,022	27,619	27,441	5,000000E+0
314,022	27,615	27,421	5,000000E+0
315,022	27,622	27,444	5,000000E+0
316,022	27,623	27,454	5,000000E+0
317,022	27,623	27,436	5,000000E+0
318,022	27,618	27,429	5,000000E+0
319,022	27,618	27,427	5,000000E+0
320,022	27,617	27,442	5,000000E+0
321,022	27,620	27,450	5,000000E+0
322,022	27,620	27,451	5,000000E+0
323,022	27,626	27,440	5,000000E+0
324,023	27,624	27,442	5,000000E+0
325,023	27,620	27,462	5,000000E+0
326,023	27,622	27,462	5,000000E+0
327,023	27,623	27,465	5,000000E+0
328,023	27,618	27,466	5,000000E+0
329,023	27,616	27,456	5,000000E+0
330,023	27,616	27,446	5,000000E+0
331,023	27,615	27,449	5,000000E+0
332,023	27,614	27,444	5,000000E+0
333,023	27,616	27,441	5,000000E+0
334,023	27,616	27,438	5,000000E+0
335,023	27,620	27,435	5,000000E+0
336,023	27,620	27,434	5,000000E+0
337,023	27,622	27,436	5,000000E+0
338,023	27,621	27,446	5,000000E+0
339,024	27,620	27,451	5,000000E+0
340,024	27,621	27,435	5,000000E+0
341,024	27,616	27,437	5,000000E+0
342,024	27,618	27,439	5,000000E+0
343,024	27,617	27,445	5,000000E+0
344,024	27,619	27,459	5,000000E+0
345,024	27,618	27,459	5,000000E+0
346,024	27,619	27,454	5,000000E+0
347,024	27,616	27,461	5,000000E+0
348,024	27,620	27,460	5,000000E+0
349,024	27,619	27,458	5,000000E+0
350,024	27,621	27,449	5,000000E+0
351,024	27,627	27,456	5,000000E+0
352,024	27,626	27,453	5,000000E+0
353,025	27,626	27,461	5,000000E+0
354,025	27,627	27,459	5,000000E+0
355,025	27,629	27,441	5,000000E+0
356,025	27,630	27,454	5,000000E+0
357,025	27,634	27,460	5,000000E+0
358,025	27,632	27,466	5,000000E+0
359,025	27,639	27,482	5,000000E+0
360,025	27,636	27,495	5,000000E+0
361,025	27,632	27,478	5,000000E+0
362,025	27,633	27,481	5,000000E+0
363,025	27,634	27,482	5,000000E+0
364,025	27,634	27,471	5,000000E+0
365,025	27,637	27,478	5,000000E+0
366,025	27,637	27,473	5,000000E+0
367,025	27,636	27,480	5,000000E+0
368,026	27,638	27,481	5,000000E+0
369,026	27,637	27,466	5,000000E+0
370,026	27,637	27,467	5,000000E+0
371,026	27,636	27,471	5,000000E+0
372,026	27,633	27,468	5,000000E+0
373,026	27,630	27,469	5,000000E+0
374,026	27,629	27,472	5,000000E+0
375,026	27,630	27,476	5,000000E+0
376,026	27,628	27,482	5,000000E+0
377,026	27,629	27,479	5,000000E+0
378,026	27,627	27,488	5,000000E+0
379,026	27,627	27,484	5,000000E+0
380,026	27,625	27,481	5,000000E+0
381,027	27,630	27,479	5,000000E+0
382,027	27,626	27,470	5,000000E+0
383,027	27,624	27,477	5,000000E+0
384,027	27,624	27,485	5,000000E+0
385,027	27,620	27,491	5,000000E+0
386,027	27,618	27,514	5,000000E+0
387,027	27,617	27,508	5,000000E+0
388,027	27,623	27,507	5,000000E+0
389,027	27,625	27,510	5,000000E+0
390,027	27,625	27,513	5,000000E+0
391,027	27,628	27,507	5,000000E+0
392,027	27,630	27,504	5,000000E+0
393,027	27,635	27,508	5,000000E+0
394,027	27,632	27,509	5,000000E+0
395,028	27,634	27,507	5,000000E+0
396,028	27,636	27,514	5,000000E+0
397,028	27,633	27,520	5,000000E+0
398,028	27,633	27,516	5,000000E+0
399,028	27,633	27,533	5,000000E+0
400,028	27,633	27,525	5,000000E+0
401,028	27,631	27,535	5,000000E+0
402,028	27,632	27,519	5,000000E+0
403,028	27,634	27,523	5,000000E+0
404,028	27,633	27,531	5,000000E+0
405,028	27,633	27,540	5,000000E+0
406,028	27,634	27,548	5,000000E+0
407,028	27,636	27,539	5,000000E+0
408,029	27,630	27,536	5,000000E+0
409,029	27,634	27,531	5,000000E+0
410,029	27,634	27,536	5,000000E+0
411,029	27,636	27,523	5,000000E+0
412,029	27,638	27,539	5,000000E+0
413,029	27,635	27,535	5,000000E+0
414,029	27,634	27,532	5,000000E+0
415,029	27,635	27,535	5,000000E+0
416,029	27,634	27,521	5,000000E+0
417,029	27,635	27,503	5,000000E+0
418,029	27,638	27,498	5,000000E+0
419,029	27,638	27,500	5,000000E+0
420,029	27,641	27,498	5,000000E+0
421,029	27,641	27,488	5,000000E+0
422,030	27,638	27,480	5,000000E+0
423,030	27,636	27,473	5,000000E+0
424,030	27,634	27,477	5,000000E+0
425,030	27,631	27,489	5,000000E+0
426,030	27,633	27,494	5,000000E+0
427,030	27,634	27,498	5,000000E+0
428,030	27,632	27,490	5,000000E+0
429,030	27,634	27,487	5,000000E+0
430,030	27,635	27,515	5,000000E+0
431,030	27,633	27,502	5,000000E+0
432,030	27,635	27,492	5,000000E+0
433,030	27,637	27,490	5,000000E+0
434,030	27,637	27,492	5,000000E+0
435,030	27,640	27,493	5,000000E+0
436,030	27,636	27,494	5,000000E+0
437,031	27,637	27,488	5,000000E+0
438,031	27,638	27,482	5,000000E+0
439,031	27,639	27,478	5,000000E+0
440,031	27,635	27,485	5,000000E+0
441,031	27,638	27,475	5,000000E+0
442,031	27,640	27,454	5,000000E+0
443,031	27,640	27,455	5,000000E+0
444,031	27,637	27,462	5,000000E+0
445,031	27,638	27,453	5,000000E+0
446,031	27,640	27,454	5,000000E+0
447,031	27,640	27,459	5,000000E+0
448,031	27,636	27,472	5,000000E+0
449,031	27,638	27,484	5,000000E+0
450,031	27,642	27,482	5,000000E+0
451,032	27,644	27,479	5,000000E+0
452,032	27,647	27,467	5,000000E+0
453,032	27,649	27,463	5,000000E+0
454,032	27,643	27,452	5,000000E+0
455,032	27,645	27,468	5,000000E+0
456,032	27,644	27,475	5,000000E+0
457,032	27,645	27,479	5,000000E+0
458,032	27,646	27,488	5,000000E+0
459,032	27,650	27,486	5,000000E+0
460,032	27,648	27,481	5,000000E+0
461,032	27,649	27,477	5,000000E+0
462,032	27,650	27,483	5,000000E+0
463,032	27,648	27,464	5,000000E+0
464,032	27,652	27,463	5,000000E+0
465,033	27,649	27,473	5,000000E+0
466,033	27,647	27,496	5,000000E+0
467,033	27,649	27,498	5,000000E+0
468,033	27,646	27,519	5,000000E+0
469,033	27,648	27,516	5,000000E+0
470,033	27,647	27,499	5,000000E+0
471,033	27,648	27,521	5,000000E+0
472,033	27,652	27,510	5,000000E+0
473,033	27,649	27,515	5,000000E+0
474,033	27,648	27,493	5,000000E+0
475,033	27,651	27,503	5,000000E+0
476,033	27,654	27,495	5,000000E+0
477,033	27,654	27,489	5,000000E+0
478,033	27,653	27,489	5,000000E+0
479,033	27,655	27,488	5,000000E+0
480,034	27,655	27,494	5,000000E+0
481,034	27,655	27,483	5,000000E+0
482,034	27,653	27,493	5,000000E+0
483,034	27,654	27,493	5,000000E+0
484,034	27,652	27,505	5,000000E+0
485,034	27,653	27,525	5,000000E+0
486,034	27,650	27,517	5,000000E+0
487,034	27,651	27,518	5,000000E+0
488,034	27,650	27,517	5,000000E+0
489,034	27,649	27,513	5,000000E+0
490,034	27,650	27,500	5,000000E+0
491,034	27,653	27,490	5,000000E+0
492,035	27,651	27,473	5,000000E+0
493,035	27,652	27,473	5,000000E+0
494,035	27,654	27,486	5,000000E+0
495,035	27,655	27,489	5,000000E+0
496,035	27,656	27,495	5,000000E+0
497,035	27,660	27,499	5,000000E+0
498,035	27,661	27,493	5,000000E+0
499,035	27,661	27,485	5,000000E+0
500,035	27,658	27,495	5,000000E+0
501,035	27,662	27,488	5,000000E+0
502,035	27,659	27,488	5,000000E+0
503,035	27,658	27,495	5,000000E+0
504,035	27,661	27,506	5,000000E+0
505,035	27,660	27,496	5,000000E+0
506,035	27,662	27,512	5,000000E+0
507,036	27,661	27,514	5,000000E+0
508,036	27,665	27,513	5,000000E+0
509,036	27,663	27,499	5,000000E+0
510,036	27,666	27,526	5,000000E+0
511,036	27,667	27,539	5,000000E+0
512,036	27,664	27,521	5,000000E+0
513,036	27,665	27,513	5,000000E+0
514,036	27,666	27,525	5,000000E+0
515,036	27,665	27,536	5,000000E+0
516,036	27,667	27,549	5,000000E+0
517,036	27,664	27,558	5,000000E+0
518,036	27,664	27,550	5,000000E+0
519,036	27,663	27,538	5,000000E+0
520,036	27,665	27,540	5,000000E+0
521,036	27,666	27,548	5,000000E+0
522,037	27,667	27,533	5,000000E+0
523,037	27,667	27,526	5,000000E+0
524,037	27,666	27,527	5,000000E+0
525,037	27,667	27,523	5,000000E+0
526,037	27,667	27,528	5,000000E+0
527,037	27,665	27,542	5,000000E+0
528,037	27,664	27,533	5,000000E+0
529,037	27,669	27,549	5,000000E+0
530,037	27,669	27,551	5,000000E+0
531,037	27,667	27,548	5,000000E+0
532,037	27,671	27,549	5,000000E+0
533,037	27,667	27,545	5,000000E+0
534,037	27,670	27,537	5,000000E+0
535,037	27,675	27,542	5,000000E+0
536,038	27,675	27,546	5,000000E+0
537,038	27,677	27,546	5,000000E+0
538,038	27,673	27,541	5,000000E+0
539,038	27,675	27,554	5,000000E+0
540,038	27,678	27,550	5,000000E+0
541,038	27,675	27,543	5,000000E+0
542,038	27,675	27,532	5,000000E+0
543,038	27,675	27,533	5,000000E+0
544,038	27,676	27,529	5,000000E+0
545,038	27,675	27,542	5,000000E+0
546,038	27,672	27,538	5,000000E+0
547,038	27,670	27,533	5,000000E+0
548,038	27,671	27,534	5,000000E+0
549,038	27,673	27,544	5,000000E+0
550,038	27,674	27,537	5,000000E+0
551,039	27,676	27,536	5,000000E+0
552,039	27,676	27,524	5,000000E+0
553,039	27,675	27,532	5,000000E+0
554,039	27,678	27,517	5,000000E+0
555,039	27,677	27,533	5,000000E+0
556,039	27,681	27,531	5,000000E+0
557,039	27,678	27,526	5,000000E+0
558,039	27,678	27,531	5,000000E+0
559,039	27,678	27,557	5,000000E+0
560,039	27,680	27,547	5,000000E+0
561,039	27,676	27,534	5,000000E+0
562,039	27,674	27,528	5,000000E+0
563,040	27,676	27,525	5,000000E+0
564,040	27,675	27,533	5,000000E+0
565,040	27,676	27,527	5,000000E+0
566,040	27,677	27,531	5,000000E+0
567,040	27,679	27,515	5,000000E+0
568,040	27,679	27,533	5,000000E+0
569,040	27,678	27,522	5,000000E+0
570,040	27,676	27,516	5,000000E+0
571,040	27,678	27,508	5,000000E+0
572,040	27,678	27,495	5,000000E+0
573,040	27,676	27,513	5,000000E+0
574,040	27,675	27,501	5,000000E+0
575,040	27,675	27,513	5,000000E+0
576,041	27,677	27,536	5,000000E+0
577,041	27,677	27,542	5,000000E+0
578,041	27,678	27,538	5,000000E+0
579,041	27,674	27,538	5,000000E+0
580,041	27,680	27,515	5,000000E+0
581,041	27,681	27,511	5,000000E+0
582,041	27,683	27,530	5,000000E+0
583,041	27,686	27,532	5,000000E+0
584,041	27,684	27,539	5,000000E+0
585,041	27,682	27,535	5,000000E+0
586,041	27,684	27,538	5,000000E+0
587,041	27,685	27,528	5,000000E+0
588,041	27,683	27,538	5,000000E+0
589,041	27,678	27,541	5,000000E+0
590,041	27,679	27,541	5,000000E+0
591,041	27,675	27,539	5,000000E+0
592,042	27,673	27,531	5,000000E+0
593,042	27,678	27,517	5,000000E+0
594,042	27,677	27,514	5,000000E+0
595,042	27,677	27,508	5,000000E+0
596,042	27,680	27,512	5,000000E+0
597,042	27,681	27,526	5,000000E+0
598,042	27,677	27,522	5,000000E+0
599,042	27,681	27,533	5,000000E+0
600,042	27,682	27,519	5,000000E+0
601,042	27,677	27,525	5,000000E+0
602,042	27,679	27,527	5,000000E+0
603,042	27,679	27,524	5,000000E+0
604,042	27,680	27,511	5,000000E+0
605,042	27,675	27,499	5,000000E+0
606,042	27,677	27,485	5,000000E+0
607,043	27,678	27,469	5,000000E+0
608,043	27,682	27,473	5,000000E+0
609,043	27,683	27,484	5,000000E+0
610,043	27,680	27,491	5,000000E+0
611,043	27,681	27,499	5,000000E+0
612,043	27,678	27,480	5,000000E+0
613,043	27,679	27,486	5,000000E+0
614,043	27,681	27,492	5,000000E+0
615,043	27,682	27,486	5,000000E+0
616,043	27,681	27,499	5,000000E+0
617,043	27,680	27,488	5,000000E+0
618,043	27,680	27,497	5,000000E+0
619,043	27,682	27,487	5,000000E+0
620,043	27,679	27,498	5,000000E+0
621,043	27,682	27,499	5,000000E+0
622,043	27,683	27,502	5,000000E+0
623,044	27,684	27,490	5,000000E+0
624,044	27,678	27,500	5,000000E+0
625,044	27,678	27,504	5,000000E+0
626,044	27,681	27,504	5,000000E+0
627,044	27,686	27,516	5,000000E+0
628,044	27,684	27,498	5,000000E+0
629,044	27,678	27,526	5,000000E+0
630,044	27,680	27,528	5,000000E+0
631,044	27,681	27,512	5,000000E+0
632,044	27,678	27,491	5,000000E+0
633,044	27,683	27,482	5,000000E+0
634,044	27,680	27,470	5,000000E+0
635,044	27,682	27,501	5,000000E+0
636,045	27,686	27,496	5,000000E+0
637,045	27,687	27,525	5,000000E+0
638,045	27,689	27,531	5,000000E+0
639,045	27,688	27,554	5,000000E+0
640,045	27,687	27,560	5,000000E+0
641,045	27,691	27,546	5,000000E+0
642,045	27,690	27,555	5,000000E+0
643,045	27,691	27,544	5,000000E+0
644,045	27,695	27,545	5,000000E+0
645,045	27,692	27,568	5,000000E+0
646,045	27,692	27,584	5,000000E+0
647,045	27,693	27,568	5,000000E+0
648,045	27,693	27,579	5,000000E+0
649,045	27,690	27,566	5,000000E+0
650,045	27,690	27,565	5,000000E+0
651,046	27,692	27,565	5,000000E+0
652,046	27,688	27,541	5,000000E+0
653,046	27,691	27,543	5,000000E+0
654,046	27,696	27,547	5,000000E+0
655,046	27,694	27,543	5,000000E+0
656,046	27,698	27,555	5,000000E+0
657,046	27,698	27,561	5,000000E+0
658,046	27,695	27,538	5,000000E+0
659,046	27,693	27,553	5,000000E+0
660,046	27,694	27,561	5,000000E+0
661,046	27,692	27,562	5,000000E+0
662,046	27,693	27,580	5,000000E+0
663,046	27,695	27,587	5,000000E+0
664,047	27,699	27,583	5,000000E+0
665,047	27,698	27,562	5,000000E+0
666,047	27,696	27,535	5,000000E+0
667,047	27,698	27,540	5,000000E+0
668,047	27,697	27,553	5,000000E+0
669,047	27,690	27,549	5,000000E+0
670,047	27,693	27,547	5,000000E+0
671,047	27,692	27,549	5,000000E+0
672,047	27,692	27,556	5,000000E+0
673,047	27,696	27,542	5,000000E+0
674,047	27,695	27,531	5,000000E+0
675,048	27,694	27,526	5,000000E+0
676,048	27,696	27,537	5,000000E+0
677,048	27,696	27,559	5,000000E+0
678,048	27,692	27,561	5,000000E+0
679,048	27,697	27,549	5,000000E+0
680,048	27,701	27,545	5,000000E+0
681,048	27,703	27,535	5,000000E+0
682,048	27,706	27,534	5,000000E+0
683,048	27,704	27,540	5,000000E+0
684,048	27,707	27,540	5,000000E+0
685,048	27,706	27,538	5,000000E+0
686,048	27,707	27,542	5,000000E+0
687,049	27,708	27,543	5,000000E+0
688,049	27,705	27,539	5,000000E+0
689,049	27,710	27,521	5,000000E+0
690,049	27,710	27,532	5,000000E+0
691,049	27,708	27,537	5,000000E+0
692,049	27,710	27,551	5,000000E+0
693,049	27,709	27,540	5,000000E+0
694,049	27,707	27,543	5,000000E+0
695,049	27,711	27,553	5,000000E+0
