Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990000E+1
1,000	26,103	30,000	9,990000E+1
2,000	26,109	30,000	9,990000E+1
3,000	26,111	30,000	9,990000E+1
4,000	26,109	30,000	1,000000E-2
5,000	26,117	30,000	1,000000E-2
6,000	26,107	30,000	1,000000E-2
7,000	26,115	30,000	1,000000E-2
8,001	26,108	30,000	1,000000E-2
9,001	26,110	30,000	1,000000E-2
10,001	26,110	30,000	1,000000E-2
11,001	26,122	30,000	1,000000E-2
12,001	26,123	30,000	1,000000E-2
13,001	26,117	30,000	1,000000E-2
14,001	26,120	30,000	1,348554E+0
15,001	26,122	30,000	1,348554E+0
16,001	26,114	30,000	1,348554E+0
17,001	26,110	30,000	1,348554E+0
18,001	26,110	30,000	1,348554E+0
19,001	26,110	30,000	1,348554E+0
20,001	26,104	30,000	1,348554E+0
21,001	26,120	30,000	1,348554E+0
22,001	26,133	30,000	1,348554E+0
23,001	26,136	30,000	1,348554E+0
24,001	26,139	30,000	2,304197E+0
25,001	26,137	30,000	2,304197E+0
26,002	26,123	30,000	2,304197E+0
27,002	26,123	30,000	2,304197E+0
28,002	26,119	30,000	2,304197E+0
29,002	26,125	30,000	2,304197E+0
30,002	26,130	30,000	2,304197E+0
31,002	26,127	30,000	2,304197E+0
32,002	26,129	30,000	2,304197E+0
33,002	26,133	30,000	2,304197E+0
34,002	26,122	30,000	4,744276E+0
35,002	26,120	30,000	4,744276E+0
36,002	26,123	30,000	4,744276E+0
37,002	26,122	30,000	4,744276E+0
38,002	26,123	30,000	4,744276E+0
39,002	26,117	30,000	4,744276E+0
40,002	26,123	30,000	4,744276E+0
41,002	26,132	30,000	4,744276E+0
42,002	26,130	30,000	4,744276E+0
43,002	26,130	30,000	4,744276E+0
44,003	26,130	30,000	6,196612E+0
45,003	26,127	30,000	6,196612E+0
46,003	26,130	30,000	6,196612E+0
47,003	26,122	30,000	6,196612E+0
48,003	26,115	30,000	6,196612E+0
49,003	26,113	30,000	6,196612E+0
50,003	26,119	30,000	6,196612E+0
51,003	26,126	30,000	6,196612E+0
52,003	26,129	30,000	6,196612E+0
53,003	26,135	30,000	6,196612E+0
54,003	26,136	30,000	7,685388E+0
55,003	26,142	30,000	7,685388E+0
56,003	26,140	30,000	7,685388E+0
57,003	26,138	30,000	7,685388E+0
58,003	26,138	30,000	7,685388E+0
59,004	26,135	30,000	7,685388E+0
60,004	26,134	30,000	7,685388E+0
61,004	26,127	30,000	7,685388E+0
62,004	26,125	30,000	7,685388E+0
63,004	26,121	30,000	7,685388E+0
64,004	26,119	30,000	1,010713E+1
65,004	26,119	30,000	1,010713E+1
66,004	26,114	30,000	1,010713E+1
67,004	26,110	30,000	1,010713E+1
68,004	26,112	30,000	1,010713E+1
69,004	26,111	30,000	1,010713E+1
70,004	26,105	30,000	1,010713E+1
71,004	26,110	30,000	1,010713E+1
72,004	26,117	30,000	1,010713E+1
73,004	26,108	30,000	1,010713E+1
74,004	26,113	30,000	1,209847E+1
75,005	26,133	30,000	1,209847E+1
76,005	26,137	30,000	1,209847E+1
77,005	26,140	30,000	1,209847E+1
78,005	26,133	30,000	1,209847E+1
79,005	26,130	30,000	1,209847E+1
80,005	26,131	30,000	1,209847E+1
81,005	26,128	30,000	1,209847E+1
82,005	26,126	30,000	1,209847E+1
83,005	26,122	30,000	1,209847E+1
84,005	26,117	30,000	1,367453E+1
85,005	26,122	30,000	1,367453E+1
86,005	26,127	30,000	1,367453E+1
87,005	26,120	30,000	1,367453E+1
88,005	26,123	30,000	1,367453E+1
89,005	26,136	30,000	1,367453E+1
90,005	26,143	30,000	1,367453E+1
91,006	26,145	30,000	1,367453E+1
92,006	26,154	30,000	1,367453E+1
93,006	26,155	30,000	1,367453E+1
94,006	26,169	30,000	1,337639E+1
95,006	26,172	30,000	1,337639E+1
96,006	26,172	30,000	1,337639E+1
97,006	26,169	30,000	1,337639E+1
98,006	26,166	30,000	1,337639E+1
99,006	26,168	30,000	1,337639E+1
100,006	26,161	30,000	1,337639E+1
101,006	26,166	30,000	1,337639E+1
102,006	26,166	30,000	1,337639E+1
103,006	26,163	30,000	1,337639E+1
104,006	26,160	30,000	1,546463E+1
105,006	26,174	30,000	1,546463E+1
106,006	26,177	30,000	1,546463E+1
107,007	26,176	30,000	1,546463E+1
108,007	26,191	30,000	1,546463E+1
109,007	26,203	30,000	1,546463E+1
110,007	26,200	30,000	1,546463E+1
111,007	26,203	30,000	1,546463E+1
112,007	26,209	30,000	1,546463E+1
113,007	26,213	30,000	1,546463E+1
114,007	26,218	30,000	1,488860E+1
115,007	26,223	30,000	1,488860E+1
116,007	26,240	30,000	1,488860E+1
117,007	26,240	30,000	1,488860E+1
118,007	26,230	30,000	1,488860E+1
119,007	26,218	30,000	1,488860E+1
120,007	26,220	30,000	1,488860E+1
121,007	26,223	43,214	1,488860E+1
122,007	26,212	50,000	1,488860E+1
123,008	26,215	50,000	1,488860E+1
124,008	26,226	50,000	9,990000E+1
125,008	26,218	50,000	9,990000E+1
126,008	26,206	50,000	9,990000E+1
127,008	26,207	50,000	9,990000E+1
128,008	26,196	50,000	9,990000E+1
129,008	26,195	50,000	9,990000E+1
130,008	26,191	50,000	9,990000E+1
131,008	26,187	50,000	9,990000E+1
132,008	26,180	50,000	9,990000E+1
133,008	26,189	50,000	9,990000E+1
134,008	26,180	50,000	9,990000E+1
135,008	26,184	50,000	9,990000E+1
136,008	26,187	50,000	9,990000E+1
137,008	26,200	50,000	9,990000E+1
138,009	26,209	50,000	9,990000E+1
139,009	26,221	50,000	9,990000E+1
140,009	26,230	50,000	9,990000E+1
141,009	26,229	50,000	9,990000E+1
142,009	26,232	50,000	9,990000E+1
143,009	26,225	50,000	9,990000E+1
144,009	26,227	50,000	9,990000E+1
145,009	26,216	50,000	9,990000E+1
146,009	26,219	50,000	9,990000E+1
147,009	26,220	50,000	9,990000E+1
148,009	26,242	50,000	9,990000E+1
149,009	26,246	50,000	9,990000E+1
150,009	26,245	50,000	9,990000E+1
151,009	26,236	50,000	9,990000E+1
152,010	26,236	50,000	9,990000E+1
153,010	26,232	50,000	9,990000E+1
154,010	26,233	50,000	9,990000E+1
155,010	26,236	50,000	9,990000E+1
156,010	26,232	50,000	9,990000E+1
157,010	26,226	50,000	9,990000E+1
158,010	26,218	50,000	9,990000E+1
159,010	26,224	50,000	9,990000E+1
160,010	26,244	50,000	9,990000E+1
161,010	26,263	50,000	9,990000E+1
162,010	26,269	50,000	9,990000E+1
163,010	26,270	50,000	9,990000E+1
164,010	26,282	50,000	9,990000E+1
165,010	26,276	50,000	9,990000E+1
166,011	26,292	50,000	9,990000E+1
167,011	26,303	50,000	9,990000E+1
168,011	26,300	50,000	9,990000E+1
169,011	26,319	50,000	9,990000E+1
170,011	26,327	50,000	9,990000E+1
171,011	26,317	50,000	9,990000E+1
172,011	26,301	50,000	9,990000E+1
173,011	26,300	50,000	9,990000E+1
174,011	26,304	50,000	9,990000E+1
175,011	26,333	50,000	9,990000E+1
176,011	26,348	50,000	9,990000E+1
177,011	26,345	50,000	9,990000E+1
178,011	26,363	50,000	9,990000E+1
179,011	26,357	50,000	9,990000E+1
180,011	26,352	50,000	9,990000E+1
181,012	26,350	50,000	9,990000E+1
182,012	26,366	50,000	9,990000E+1
183,012	26,366	50,000	9,990000E+1
184,012	26,357	50,000	9,990000E+1
185,012	26,354	50,000	9,990000E+1
186,012	26,340	50,000	9,990000E+1
187,012	26,335	50,000	9,990000E+1
188,012	26,328	50,000	9,990000E+1
189,012	26,328	50,000	9,990000E+1
190,012	26,332	50,000	9,990000E+1
191,012	26,334	50,000	9,990000E+1
192,012	26,339	50,000	9,990000E+1
193,012	26,348	50,000	9,990000E+1
194,012	26,356	50,000	9,990000E+1
195,012	26,357	50,000	9,990000E+1
196,012	26,352	50,000	9,990000E+1
197,012	26,351	50,000	9,990000E+1
198,013	26,354	50,000	9,990000E+1
199,013	26,347	50,000	9,990000E+1
200,013	26,343	50,000	9,990000E+1
201,013	26,342	50,000	9,990000E+1
202,013	26,332	50,000	9,990000E+1
203,013	26,349	50,000	9,990000E+1
204,013	26,354	50,000	9,990000E+1
205,013	26,363	50,000	9,990000E+1
206,013	26,361	50,000	9,990000E+1
207,013	26,361	50,000	9,990000E+1
208,013	26,365	50,000	9,990000E+1
209,013	26,360	50,000	9,990000E+1
210,013	26,360	50,000	9,990000E+1
211,013	26,364	50,000	9,990000E+1
212,013	26,377	50,000	9,990000E+1
213,013	26,387	50,000	9,990000E+1
214,013	26,392	50,000	9,990000E+1
215,014	26,399	50,000	9,990000E+1
216,014	26,398	50,000	9,990000E+1
217,014	26,395	50,000	9,990000E+1
218,014	26,404	50,000	9,990000E+1
219,014	26,405	50,000	9,990000E+1
220,014	26,408	50,000	9,990000E+1
221,014	26,415	50,000	9,990000E+1
222,014	26,415	50,000	9,990000E+1
223,014	26,416	50,000	9,990000E+1
224,014	26,408	50,000	9,990000E+1
225,014	26,416	50,000	9,990000E+1
226,014	26,422	50,000	9,990000E+1
227,014	26,425	50,000	9,990000E+1
228,014	26,428	50,000	9,990000E+1
229,014	26,430	50,000	9,990000E+1
230,015	26,424	50,000	9,990000E+1
231,015	26,432	50,000	9,990000E+1
232,015	26,434	50,000	9,990000E+1
233,015	26,431	50,000	9,990000E+1
234,015	26,435	50,000	9,990000E+1
235,015	26,443	50,000	9,990000E+1
236,015	26,439	50,000	9,990000E+1
237,015	26,430	50,000	9,990000E+1
238,015	26,433	50,000	9,990000E+1
239,015	26,423	50,000	9,990000E+1
240,015	26,416	50,000	9,990000E+1
241,015	26,419	50,000	9,990000E+1
242,015	26,438	50,000	9,990000E+1
243,015	26,433	50,000	9,990000E+1
244,015	26,447	50,000	9,990000E+1
245,015	26,462	50,000	9,990000E+1
246,016	26,467	50,000	9,990000E+1
247,016	26,463	50,000	9,990000E+1
248,016	26,451	50,000	9,990000E+1
249,016	26,447	50,000	9,990000E+1
250,016	26,455	50,000	9,990000E+1
251,016	26,451	50,000	9,990000E+1
252,016	26,467	50,000	9,990000E+1
