Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	43,791	9,990000E+1
1,000	29,534	43,791	9,990000E+1
2,000	29,530	43,791	9,990000E+1
3,000	29,519	43,791	9,990000E+1
4,000	29,508	43,791	9,990000E+1
5,000	29,504	43,791	1,000000E-2
6,000	29,520	43,791	1,000000E-2
7,000	29,514	43,791	1,000000E-2
8,000	29,519	43,791	1,000000E-2
9,000	29,522	43,791	1,000000E-2
10,001	29,532	43,791	1,000000E-2
11,001	29,522	42,143	1,000000E-2
12,001	29,514	42,500	1,000000E-2
13,001	29,544	40,000	1,000000E-2
14,001	29,538	40,000	1,000000E-2
15,001	29,529	40,000	1,000000E-2
16,001	29,535	40,000	1,000000E-2
17,001	29,534	40,000	1,000000E-2
18,001	29,544	40,000	1,000000E-2
19,001	29,551	40,000	1,000000E-2
20,001	29,556	40,000	1,000000E-2
21,001	29,563	40,000	1,000000E-2
22,001	29,564	40,000	1,000000E-2
23,001	29,566	40,000	1,000000E-2
24,001	29,581	40,000	1,000000E-2
25,001	29,616	40,000	3,021389E+0
26,002	29,611	40,000	3,021389E+0
27,002	29,602	40,000	3,021389E+0
28,002	29,599	40,000	3,021389E+0
29,002	29,595	40,000	3,021389E+0
30,002	29,602	40,000	3,021389E+0
31,002	29,591	40,000	3,021389E+0
32,002	29,596	40,000	3,021389E+0
33,002	29,616	40,000	3,021389E+0
34,002	29,631	40,000	3,021389E+0
35,002	29,616	40,000	5,714669E+0
36,002	29,599	40,000	5,714669E+0
37,002	29,605	40,357	5,714669E+0
38,002	29,584	50,000	5,714669E+0
39,002	29,570	50,000	5,714669E+0
40,002	29,553	50,000	5,714669E+0
41,002	29,553	50,000	5,714669E+0
42,003	29,555	50,000	5,714669E+0
43,003	29,559	50,000	5,714669E+0
44,003	29,547	50,000	5,714669E+0
45,003	29,559	50,000	9,990000E+1
46,003	29,555	50,000	9,990000E+1
47,003	29,560	50,000	9,990000E+1
48,003	29,564	50,000	9,990000E+1
49,003	29,587	50,000	9,990000E+1
50,003	29,591	50,000	9,990000E+1
51,003	29,588	50,000	9,990000E+1
52,003	29,578	50,000	9,990000E+1
53,003	29,575	50,000	9,990000E+1
54,003	29,558	50,000	9,990000E+1
55,003	29,557	50,000	9,990000E+1
56,004	29,536	50,000	9,990000E+1
57,004	29,542	50,000	9,990000E+1
58,004	29,569	50,000	9,990000E+1
59,004	29,578	50,000	9,990000E+1
60,004	29,570	50,000	9,990000E+1
61,004	29,576	50,000	9,990000E+1
