Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	43,791	9,990000E+1
1,000	36,993	43,791	9,990000E+1
2,000	36,981	43,791	1,000000E-2
3,000	36,975	43,791	5,753163E-1
4,000	36,991	50,000	9,990000E+1
5,000	36,982	50,000	9,990000E+1
6,000	36,980	50,000	9,990000E+1
7,000	36,979	50,000	9,990000E+1
8,000	36,970	50,000	9,990000E+1
9,001	36,954	50,000	9,990000E+1
10,001	36,943	50,000	9,990000E+1
11,001	36,944	50,000	9,990000E+1
12,001	36,919	50,000	9,990000E+1
13,001	36,922	50,000	9,990000E+1
14,001	36,947	50,000	9,948016E+1
15,001	36,961	50,000	9,953463E+1
16,001	36,971	50,000	9,972718E+1
17,001	36,945	50,000	9,990000E+1
18,001	36,953	50,000	9,990000E+1
19,001	36,950	50,000	9,990000E+1
20,001	36,931	50,000	9,990000E+1
21,001	36,931	50,000	9,990000E+1
22,001	36,984	50,000	9,839011E+1
23,001	36,991	50,000	9,870046E+1
