Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	25,000	9,990E+1
1,000	25,416	25,000	9,990E+1
2,000	25,412	25,000	9,990E+1
3,000	25,411	25,000	9,990E+1
4,000	25,416	25,000	9,990E+1
5,000	25,414	25,000	9,990E+1
6,000	25,414	25,000	9,990E+1
7,001	25,416	25,000	9,990E+1
8,001	25,416	25,000	9,990E+1
9,001	25,422	25,000	9,990E+1
10,001	25,422	25,000	9,990E+1
11,001	25,430	25,000	9,990E+1
12,001	25,435	25,000	9,990E+1
13,001	25,434	25,000	1,000E-2
14,001	25,434	25,000	1,000E-2
15,001	25,442	25,000	1,000E-2
16,001	25,447	25,000	1,000E-2
17,001	25,453	25,000	1,000E-2
18,001	25,460	25,000	1,000E-2
19,001	25,465	25,000	1,000E-2
20,001	25,478	25,000	1,000E-2
21,001	25,483	25,000	1,000E-2
22,002	25,491	25,000	1,000E-2
23,002	25,503	25,000	1,000E-2
24,002	25,506	25,000	1,000E-2
25,002	25,512	25,000	1,000E-2
26,002	25,518	25,000	1,000E-2
27,002	25,520	25,000	1,000E-2
28,002	25,527	25,000	1,000E-2
29,002	25,529	25,000	1,000E-2
30,002	25,530	25,000	1,000E-2
31,002	25,534	25,000	1,000E-2
32,002	25,546	25,000	1,000E-2
33,002	25,549	25,000	1,000E-2
34,002	25,560	25,000	1,000E-2
35,002	25,563	25,000	1,000E-2
36,002	25,558	25,000	1,000E-2
37,002	25,556	25,000	1,000E-2
38,003	25,557	25,000	1,000E-2
39,003	25,557	25,000	1,000E-2
40,003	25,559	25,000	1,000E-2
41,003	25,567	25,000	1,000E-2
42,003	25,568	25,000	1,000E-2
43,003	25,561	25,000	1,000E-2
44,003	25,560	25,000	1,000E-2
45,003	25,570	25,000	1,000E-2
46,003	25,583	25,000	1,000E-2
47,003	25,576	25,000	1,000E-2
48,003	25,575	25,000	1,000E-2
49,003	25,572	25,000	1,000E-2
50,003	25,569	25,000	1,000E-2
51,003	25,569	25,000	1,000E-2
52,003	25,568	25,000	1,000E-2
53,003	25,572	25,000	1,000E-2
54,003	25,568	25,000	1,000E-2
55,003	25,567	25,000	1,000E-2
56,004	25,566	25,000	1,000E-2
57,004	25,562	25,000	1,000E-2
58,004	25,571	25,000	1,000E-2
59,004	25,578	25,000	1,000E-2
60,004	25,575	25,000	1,000E-2
61,004	25,578	25,000	1,000E-2
62,004	25,575	25,000	1,000E-2
63,004	25,589	25,000	1,000E-2
64,004	25,595	25,000	1,000E-2
65,004	25,597	25,000	1,000E-2
66,004	25,591	25,000	1,000E-2
67,004	25,588	25,000	1,000E-2
68,004	25,591	25,000	1,000E-2
69,004	25,590	25,000	1,000E-2
70,004	25,587	25,000	1,000E-2
71,004	25,594	25,000	1,000E-2
72,005	25,588	30,000	1,000E-2
73,005	25,584	30,000	9,990E+1
74,005	25,590	30,000	9,990E+1
75,005	25,590	30,000	9,990E+1
76,005	25,591	30,000	9,990E+1
77,005	25,593	30,000	9,990E+1
78,005	25,598	30,000	9,990E+1
79,005	25,599	30,000	9,990E+1
80,005	25,595	30,000	9,990E+1
81,005	25,595	30,000	9,990E+1
82,005	25,591	30,000	9,990E+1
83,005	25,591	30,000	9,990E+1
84,005	25,596	30,000	9,990E+1
85,005	25,593	30,000	9,990E+1
86,006	25,594	30,000	9,990E+1
87,006	25,601	30,000	9,990E+1
88,006	25,605	30,000	9,990E+1
89,006	25,604	30,000	9,990E+1
90,006	25,608	30,000	9,990E+1
91,006	25,602	30,000	9,990E+1
92,006	25,605	30,000	9,990E+1
93,006	25,608	30,000	9,990E+1
94,006	25,607	30,000	9,990E+1
95,006	25,605	30,000	9,990E+1
96,006	25,604	30,000	9,990E+1
97,006	25,603	30,000	9,990E+1
98,006	25,599	30,000	9,990E+1
99,006	25,602	30,000	9,990E+1
100,007	25,599	30,000	9,990E+1
101,007	25,604	30,000	9,990E+1
102,007	25,604	30,000	9,990E+1
103,007	25,612	30,000	9,990E+1
104,007	25,612	30,000	9,990E+1
105,007	25,612	30,000	9,990E+1
106,007	25,607	30,000	9,990E+1
107,007	25,608	30,000	9,990E+1
108,007	25,615	30,000	9,990E+1
109,007	25,618	30,000	9,990E+1
110,007	25,616	30,000	9,990E+1
111,007	25,611	30,000	9,990E+1
112,007	25,603	30,000	9,990E+1
113,007	25,602	30,000	9,990E+1
114,007	25,599	30,000	9,990E+1
115,008	25,593	30,000	9,990E+1
116,008	25,595	30,000	9,990E+1
117,008	25,593	30,000	9,990E+1
118,008	25,597	30,000	9,990E+1
119,008	25,593	30,000	9,990E+1
120,008	25,593	30,000	9,990E+1
