Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	25,000	9,990E+1
1,000	22,578	25,000	9,990E+1
2,000	22,585	25,000	9,990E+1
3,000	22,592	25,000	9,990E+1
4,000	22,596	25,000	9,990E+1
5,000	22,599	25,000	1,000E-2
6,001	22,602	25,000	1,000E-2
7,001	22,610	25,000	1,000E-2
8,001	22,608	25,000	1,000E-2
9,001	22,614	25,000	1,000E-2
10,001	22,617	25,000	1,000E-2
11,001	22,622	25,000	1,000E-2
12,001	22,622	25,000	1,000E-2
13,001	22,631	25,000	1,000E-2
14,001	22,638	25,000	1,000E-2
15,001	22,641	25,000	1,000E-2
16,001	22,641	25,000	1,000E-2
17,001	22,649	25,000	1,000E-2
18,001	22,651	25,000	1,000E-2
19,001	22,657	25,000	1,000E-2
20,002	22,661	25,000	1,000E-2
21,002	22,664	25,000	1,000E-2
22,002	22,664	25,000	1,000E-2
23,002	22,668	25,000	1,000E-2
24,002	22,668	25,000	1,000E-2
25,002	22,669	25,000	1,000E-2
26,002	22,674	25,000	1,000E-2
27,002	22,674	25,000	1,000E-2
28,002	22,677	25,000	1,000E-2
29,002	22,681	25,000	1,000E-2
30,002	22,683	25,000	1,000E-2
31,002	22,682	25,000	1,000E-2
32,002	22,681	25,000	1,000E-2
33,002	22,685	25,000	1,000E-2
34,002	22,685	25,000	1,000E-2
35,002	22,686	25,000	3,656E-1
36,003	22,684	25,000	3,656E-1
37,003	22,687	25,000	3,656E-1
38,003	22,691	25,000	3,656E-1
39,003	22,691	25,000	3,656E-1
40,003	22,693	25,000	3,656E-1
41,003	22,693	25,000	3,656E-1
42,003	22,694	25,000	3,656E-1
43,003	22,695	25,000	3,656E-1
44,003	22,693	25,000	3,656E-1
45,003	22,695	25,000	1,072E+0
46,003	22,696	25,000	1,072E+0
47,003	22,700	25,000	1,072E+0
48,003	22,699	25,000	1,072E+0
49,003	22,701	25,000	1,072E+0
50,003	22,703	25,000	1,072E+0
51,004	22,701	25,000	1,072E+0
52,004	22,701	25,000	1,072E+0
53,004	22,704	25,000	1,072E+0
54,004	22,703	25,000	1,072E+0
55,004	22,702	25,000	1,834E+0
56,004	22,706	25,000	1,834E+0
57,004	22,701	25,000	1,834E+0
58,004	22,702	25,000	1,834E+0
59,004	22,703	25,000	1,834E+0
60,004	22,703	25,000	1,834E+0
61,004	22,705	25,000	1,834E+0
62,004	22,705	25,000	1,834E+0
63,004	22,707	25,000	1,834E+0
64,004	22,705	25,000	1,834E+0
65,005	22,706	25,000	2,692E+0
66,005	22,704	25,000	2,692E+0
67,005	22,710	25,000	2,692E+0
68,005	22,708	25,000	2,692E+0
69,005	22,713	25,000	2,692E+0
70,005	22,708	25,000	2,692E+0
71,005	22,711	25,000	2,692E+0
72,005	22,710	25,000	2,692E+0
73,005	22,712	25,000	2,692E+0
74,005	22,713	25,000	2,692E+0
75,005	22,715	25,000	3,389E+0
76,005	22,716	25,000	3,389E+0
77,005	22,716	25,000	3,389E+0
78,005	22,715	25,000	3,389E+0
79,005	22,718	25,000	3,389E+0
80,005	22,717	25,000	3,389E+0
81,006	22,718	25,000	3,389E+0
82,006	22,718	25,000	3,389E+0
83,006	22,718	25,000	3,389E+0
84,006	22,716	25,000	3,389E+0
85,006	22,721	25,000	4,182E+0
86,006	22,718	25,000	4,182E+0
87,006	22,721	25,000	4,182E+0
88,006	22,721	25,000	4,182E+0
89,006	22,722	25,000	4,182E+0
90,006	22,723	25,000	4,182E+0
91,006	22,725	25,000	4,182E+0
92,006	22,723	25,000	4,182E+0
93,006	22,724	25,000	4,182E+0
94,006	22,724	25,000	4,182E+0
95,006	22,727	25,000	4,952E+0
96,006	22,724	25,000	4,952E+0
97,007	22,725	25,000	4,952E+0
98,007	22,730	25,000	4,952E+0
99,007	22,732	25,000	4,952E+0
100,007	22,731	25,000	4,952E+0
101,007	22,733	25,000	4,952E+0
102,007	22,734	25,000	4,952E+0
103,007	22,735	25,000	4,952E+0
104,007	22,738	25,000	4,952E+0
105,007	22,738	25,000	5,580E+0
106,007	22,737	25,000	5,580E+0
107,007	22,735	25,000	5,580E+0
108,007	22,740	25,000	5,580E+0
109,007	22,736	25,000	5,580E+0
110,007	22,740	25,000	5,580E+0
111,007	22,737	25,000	5,580E+0
112,007	22,737	25,000	5,580E+0
113,008	22,739	25,000	5,580E+0
114,008	22,739	25,000	5,580E+0
115,008	22,742	25,000	6,402E+0
116,008	22,742	25,000	6,402E+0
117,008	22,742	25,000	6,402E+0
118,008	22,742	25,000	6,402E+0
119,008	22,745	25,000	6,402E+0
120,008	22,749	25,000	6,402E+0
121,008	22,749	25,000	6,402E+0
122,008	22,747	25,000	6,402E+0
123,008	22,749	25,000	6,402E+0
124,008	22,748	25,000	6,402E+0
125,008	22,751	25,000	7,083E+0
126,008	22,758	25,000	7,083E+0
127,009	22,755	25,000	7,083E+0
128,009	22,757	25,000	7,083E+0
129,009	22,758	25,000	7,083E+0
130,009	22,760	25,000	7,083E+0
131,009	22,761	25,000	7,083E+0
132,009	22,760	25,000	7,083E+0
133,009	22,764	25,000	7,083E+0
134,009	22,764	25,000	7,083E+0
135,009	22,765	25,000	7,541E+0
136,009	22,764	25,000	7,541E+0
137,009	22,765	25,000	7,541E+0
138,009	22,767	25,000	7,541E+0
139,009	22,770	25,000	7,541E+0
140,009	22,770	25,000	7,541E+0
141,009	22,772	25,000	7,541E+0
142,010	22,771	25,000	7,541E+0
143,010	22,773	25,000	7,541E+0
144,010	22,774	25,000	7,541E+0
145,010	22,773	25,000	8,212E+0
146,010	22,778	25,000	8,212E+0
147,010	22,779	25,000	8,212E+0
148,010	22,779	25,000	8,212E+0
149,010	22,782	25,000	8,212E+0
150,010	22,783	25,000	8,212E+0
151,010	22,785	25,000	8,212E+0
152,010	22,786	25,000	8,212E+0
153,010	22,788	25,000	8,212E+0
154,010	22,791	25,000	8,212E+0
155,010	22,790	25,000	8,560E+0
156,010	22,790	25,000	8,560E+0
157,010	22,793	25,000	8,560E+0
158,011	22,796	25,000	8,560E+0
159,011	22,795	25,000	8,560E+0
160,011	22,797	25,000	8,560E+0
161,011	22,799	25,000	8,560E+0
162,011	22,799	25,000	8,560E+0
163,011	22,801	25,000	8,560E+0
164,011	22,802	25,000	8,560E+0
165,011	22,802	25,000	9,080E+0
166,011	22,804	25,000	9,080E+0
167,011	22,805	25,000	9,080E+0
168,011	22,807	25,000	9,080E+0
169,011	22,810	25,000	9,080E+0
170,011	22,809	25,000	9,080E+0
171,011	22,812	25,000	9,080E+0
172,011	22,813	25,000	9,080E+0
173,012	22,817	25,000	9,080E+0
174,012	22,819	25,000	9,080E+0
175,012	22,821	25,000	9,336E+0
176,012	22,820	25,000	9,336E+0
177,012	22,822	25,000	9,336E+0
178,012	22,823	25,000	9,336E+0
179,012	22,824	25,000	9,336E+0
180,012	22,825	25,000	9,336E+0
181,012	22,827	25,000	9,336E+0
182,012	22,828	25,000	9,336E+0
183,012	22,831	25,000	9,336E+0
184,012	22,832	25,000	9,336E+0
185,012	22,835	25,000	9,742E+0
186,012	22,834	25,000	9,742E+0
187,012	22,836	25,000	9,742E+0
188,013	22,841	25,000	9,742E+0
189,013	22,841	25,000	9,742E+0
190,013	22,841	25,000	9,742E+0
191,013	22,843	25,000	9,742E+0
192,013	22,843	25,000	9,742E+0
193,013	22,847	25,000	9,742E+0
194,013	22,847	25,000	9,742E+0
