Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990E+1
1,000	25,850	30,000	9,990E+1
2,000	25,850	30,000	1,000E-2
3,000	25,851	30,000	1,974E-1
4,000	25,853	30,000	3,650E-1
5,000	25,852	30,000	4,533E-1
6,000	25,850	30,000	6,603E-1
7,000	25,848	30,000	9,467E-1
8,000	25,846	30,000	1,233E+0
9,000	25,845	30,000	1,460E+0
10,001	25,845	30,000	1,707E+0
11,001	25,846	30,000	1,915E+0
12,001	25,845	30,000	2,063E+0
13,001	25,849	30,000	2,270E+0
14,001	25,852	30,000	2,299E+0
15,001	25,854	30,000	2,368E+0
16,001	25,860	30,000	2,496E+0
17,001	25,867	30,000	2,445E+0
18,001	25,865	30,000	2,335E+0
19,001	25,869	30,000	2,601E+0
20,001	25,869	30,000	2,609E+0
21,001	25,867	30,000	2,835E+0
22,001	25,864	30,000	3,081E+0
23,001	25,866	30,000	3,367E+0
24,001	25,867	30,000	3,494E+0
25,001	25,870	30,000	3,641E+0
26,001	25,874	30,000	3,709E+0
27,002	25,874	30,000	3,737E+0
28,002	25,871	30,000	3,904E+0
29,002	25,875	30,000	4,229E+0
30,002	25,880	30,000	4,256E+0
31,002	25,879	30,000	4,245E+0
32,002	25,879	30,000	4,470E+0
33,002	25,882	30,000	4,676E+0
34,002	25,882	30,000	4,743E+0
35,002	25,885	30,000	4,930E+0
36,002	25,881	30,000	4,996E+0
37,002	25,879	30,000	5,301E+0
38,002	25,878	30,000	5,586E+0
39,002	25,881	30,000	5,832E+0
40,002	25,880	30,000	5,879E+0
41,002	25,880	30,000	6,125E+0
42,002	25,874	30,000	6,271E+0
43,002	25,873	30,000	6,695E+0
44,003	25,871	30,000	6,960E+0
45,003	25,875	30,000	7,186E+0
46,003	25,871	30,000	7,234E+0
47,003	25,872	30,000	7,579E+0
48,003	25,877	30,000	7,726E+0
49,003	25,877	30,000	7,694E+0
50,003	25,881	30,000	7,880E+0
51,003	25,885	30,000	7,908E+0
52,003	25,890	30,000	7,975E+0
53,003	25,889	30,000	7,923E+0
54,003	25,889	30,000	8,148E+0
55,003	25,889	30,000	8,354E+0
56,003	25,889	30,000	8,559E+0
57,003	25,890	30,000	8,705E+0
58,003	25,886	30,000	8,891E+0
59,003	25,889	30,000	9,195E+0
60,003	25,893	30,000	9,282E+0
61,004	25,900	30,000	9,309E+0
62,004	25,901	30,000	9,217E+0
63,004	25,905	30,000	9,343E+0
64,004	25,906	30,000	9,389E+0
65,004	25,904	30,000	9,554E+0
66,004	25,902	30,000	9,818E+0
67,004	25,903	30,000	1,006E+1
68,004	25,901	30,000	1,021E+1
69,004	25,901	30,000	1,045E+1
