Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	25,000	9,990E+1
1,000	24,111	25,000	1,000E-2
2,000	24,109	25,000	4,028E+1
3,000	24,111	25,000	8,042E+1
4,000	24,111	25,000	9,990E+1
5,000	24,109	25,000	9,990E+1
6,000	24,108	25,000	9,990E+1
7,000	24,111	25,000	9,990E+1
8,000	24,109	25,000	9,990E+1
9,001	24,111	25,000	9,990E+1
10,001	24,113	25,000	9,990E+1
11,001	24,115	25,000	9,990E+1
12,001	24,125	25,000	9,990E+1
13,001	24,132	25,000	9,990E+1
14,001	24,136	25,000	9,990E+1
15,001	24,139	25,000	9,990E+1
16,001	24,144	25,000	9,990E+1
17,001	24,149	25,000	9,990E+1
18,001	24,155	25,000	9,990E+1
19,001	24,160	25,000	9,990E+1
20,001	24,172	25,000	9,990E+1
21,001	24,179	25,000	9,990E+1
22,001	24,181	25,000	9,990E+1
23,001	24,186	25,000	9,990E+1
24,002	24,192	25,000	9,990E+1
25,002	24,198	25,000	9,990E+1
26,002	24,207	25,000	9,990E+1
27,002	24,218	25,000	9,990E+1
28,002	24,229	25,000	9,990E+1
29,002	24,236	25,000	9,990E+1
30,002	24,244	25,000	9,990E+1
31,002	24,256	25,000	9,990E+1
32,002	24,263	25,000	9,990E+1
33,002	24,271	25,000	9,990E+1
34,002	24,285	25,000	9,990E+1
35,002	24,297	25,000	9,990E+1
36,002	24,302	25,000	9,990E+1
37,002	24,306	25,000	9,990E+1
38,002	24,317	25,000	9,990E+1
39,002	24,334	25,000	9,990E+1
40,002	24,337	25,000	9,990E+1
41,003	24,345	25,000	9,990E+1
42,003	24,354	25,000	9,990E+1
43,003	24,368	25,000	9,990E+1
44,003	24,370	25,000	9,990E+1
45,003	24,377	25,000	9,990E+1
46,003	24,380	25,000	9,990E+1
47,003	24,389	25,000	9,990E+1
48,003	24,398	25,000	9,990E+1
49,003	24,419	25,000	9,990E+1
50,003	24,435	25,000	9,990E+1
51,003	24,443	25,000	9,990E+1
52,003	24,456	25,000	9,990E+1
53,003	24,474	25,000	9,990E+1
54,003	24,489	25,000	9,990E+1
55,003	24,511	25,000	9,990E+1
