Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990E+1
1,000	26,005	30,000	9,990E+1
2,000	26,005	30,000	9,990E+1
3,000	26,004	30,000	9,990E+1
4,000	26,009	30,000	1,000E-2
5,000	26,008	30,000	1,000E-2
6,000	26,008	30,000	1,000E-2
7,001	26,014	30,000	1,000E-2
8,001	26,013	30,000	1,000E-2
9,001	26,014	30,000	1,000E-2
10,001	26,012	30,000	1,000E-2
10,001	26,005	30,000	1,000E-2
12,001	26,005	30,000	1,000E-2
13,001	26,008	30,000	1,000E-2
14,001	26,011	30,000	1,732E+0
15,001	26,018	30,000	1,732E+0
16,001	26,023	30,000	1,732E+0
17,001	26,022	30,000	1,732E+0
18,001	26,023	30,000	1,732E+0
19,001	26,021	30,000	1,732E+0
20,001	26,026	30,000	1,732E+0
21,002	26,028	30,000	1,732E+0
22,002	26,030	30,000	1,732E+0
23,002	26,027	30,000	1,732E+0
24,002	26,034	30,000	2,618E+0
25,002	26,039	30,000	2,618E+0
26,002	26,038	30,000	2,618E+0
27,002	26,035	30,000	2,618E+0
28,002	26,026	30,000	2,618E+0
29,002	26,028	30,000	2,618E+0
30,002	26,021	30,000	2,618E+0
31,002	26,023	30,000	2,618E+0
32,002	26,020	30,000	2,618E+0
33,002	26,021	30,000	2,618E+0
34,002	26,023	30,000	4,847E+0
35,002	26,021	30,000	4,847E+0
36,002	26,014	30,000	4,847E+0
37,003	26,018	30,000	4,847E+0
