t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	60,000	9,990E+1
1,000	57,465	60,000	9,990E+1
2,000	57,457	60,000	1,000E-2
3,001	57,511	60,000	4,414E-1
3,001	57,511	60,000	1,000E-2
4,006	57,489	60,000	9,940E-1
5,012	57,472	60,000	1,781E+0
6,013	57,492	60,000	1,083E+0
7,020	57,412	60,000	4,405E+0
8,024	57,400	60,000	4,998E+0
9,031	57,384	60,000	5,730E+0
10,036	57,367	60,000	6,521E+0
11,040	57,376	60,000	6,283E+0
12,045	57,404	60,000	5,273E+0
13,053	57,389	60,000	6,004E+0
14,056	57,298	60,000	9,728E+0
15,061	57,380	60,000	6,581E+0
16,067	57,389	60,000	6,342E+0
17,072	57,342	60,000	8,342E+0
18,077	57,271	60,000	1,128E+1
19,083	57,323	60,000	9,338E+0
20,086	57,354	60,000	8,231E+0
21,091	57,369	60,000	7,756E+0
22,097	57,332	60,000	9,341E+0
23,100	57,311	60,000	1,027E+1
24,105	57,373	60,000	7,978E+0
25,111	57,412	60,000	6,551E+0
26,114	57,398	60,000	7,223E+0
27,120	57,308	60,000	1,089E+1
28,123	57,318	60,000	1,061E+1
29,126	57,308	60,000	1,113E+1
30,132	57,307	60,000	1,129E+1
31,137	57,288	60,000	1,216E+1
32,140	57,290	60,000	1,223E+1
33,143	57,342	60,000	1,027E+1
34,149	57,271	60,000	1,320E+1
35,155	57,237	60,000	1,465E+1
36,160	57,276	60,000	1,325E+1
37,163	57,281	60,000	1,318E+1
38,168	57,278	60,000	1,342E+1
39,172	57,198	60,000	1,669E+1
40,175	57,160	60,000	1,836E+1
41,178	57,166	60,000	1,822E+1
42,184	57,099	60,000	2,104E+1
43,187	57,072	60,000	2,222E+1
44,193	57,099	60,000	2,130E+1
45,198	57,067	60,000	2,268E+1
46,203	57,064	60,000	2,295E+1
47,209	57,063	60,000	2,310E+1
48,214	57,052	60,000	2,369E+1
49,217	57,074	60,000	2,295E+1
50,223	57,084	60,000	2,269E+1
51,228	57,072	60,000	2,330E+1
52,232	57,043	60,000	2,456E+1
53,237	56,991	60,000	2,675E+1
54,244	56,984	60,000	2,716E+1
55,248	56,983	60,000	2,736E+1
56,251	56,992	60,000	2,710E+1
57,256	56,977	60,000	2,785E+1
58,262	56,898	60,000	3,112E+1
59,265	56,931	60,000	2,993E+1
60,271	56,925	60,000	3,033E+1
61,276	56,951	60,000	2,941E+1
62,279	56,994	60,000	2,787E+1
63,283	57,019	60,000	2,701E+1
64,288	57,068	60,000	2,521E+1
65,291	57,090	60,000	2,445E+1
66,295	57,069	60,000	2,545E+1
67,300	57,029	60,000	2,713E+1
68,303	57,085	60,000	2,506E+1
69,309	57,053	60,000	2,646E+1
70,312	57,014	60,000	2,814E+1
71,317	57,069	60,000	2,612E+1
72,323	57,080	60,000	2,579E+1
73,326	57,119	60,000	2,438E+1
74,332	57,156	60,000	2,304E+1
75,335	57,185	60,000	2,202E+1
76,338	57,211	60,000	2,114E+1
77,344	57,178	60,000	2,253E+1
78,349	57,161	60,000	2,335E+1
79,352	57,197	60,000	2,208E+1
80,356	57,156	60,000	2,379E+1
81,361	57,126	60,000	2,512E+1
82,365	57,148	60,000	2,440E+1
83,370	57,131	60,000	2,519E+1
84,373	57,124	60,000	2,559E+1
85,379	57,099	60,000	2,671E+1
86,382	57,109	60,000	2,645E+1
87,385	57,135	60,000	2,557E+1
88,389	57,099	60,000	2,712E+1
89,392	57,092	60,000	2,751E+1
90,397	57,061	60,000	2,885E+1
91,403	57,087	60,000	2,799E+1
92,408	57,053	60,000	2,945E+1
93,413	57,046	60,000	2,986E+1
94,417	57,111	60,000	2,744E+1
95,420	57,078	60,000	2,884E+1
96,426	57,100	60,000	2,810E+1
97,431	57,075	60,000	2,924E+1
98,434	57,114	60,000	2,783E+1
99,438	57,075	60,000	2,950E+1
100,443	57,041	60,000	3,096E+1
101,446	57,008	60,000	3,244E+1
102,450	57,013	60,000	3,238E+1
103,455	57,004	60,000	3,285E+1
104,459	57,026	60,000	3,210E+1
105,462	57,002	60,000	3,320E+1
106,466	56,967	60,000	3,472E+1
107,471	56,950	60,000	3,553E+1
108,474	56,925	60,000	3,666E+1
109,477	57,001	60,000	3,381E+1
110,483	57,041	60,000	3,234E+1
111,486	57,022	60,000	3,321E+1
112,492	57,050	60,000	3,227E+1
113,495	57,073	60,000	3,145E+1
114,498	57,058	60,000	3,220E+1
115,504	57,049	60,000	3,271E+1
116,507	57,023	60,000	3,387E+1
117,514	57,025	60,000	3,393E+1
118,520	57,002	60,000	3,493E+1
119,525	56,995	60,000	3,535E+1
120,528	56,995	60,000	3,548E+1
121,534	57,010	60,000	3,506E+1
122,539	56,978	60,000	3,643E+1
123,544	57,078	60,000	3,260E+1
124,550	57,040	60,000	3,428E+1
125,555	57,028	60,000	3,487E+1
126,560	56,939	60,000	3,855E+1
127,564	56,953	60,000	3,811E+1
128,567	56,934	60,000	3,898E+1
129,575	56,962	60,000	3,803E+1
130,578	56,935	60,000	3,924E+1
131,582	56,885	60,000	4,138E+1
132,587	56,920	60,000	4,011E+1
133,592	56,942	60,000	3,940E+1
134,597	56,992	60,000	3,754E+1
135,603	57,016	60,000	3,672E+1
136,608	56,994	60,000	3,773E+1
137,614	57,002	60,000	3,753E+1
138,619	56,930	60,000	4,053E+1
139,624	56,959	60,000	3,954E+1
140,628	57,001	60,000	3,800E+1
141,635	57,021	60,000	3,734E+1
142,639	57,038	60,000	3,680E+1
143,642	56,997	60,000	3,856E+1
144,649	57,001	60,000	3,854E+1
145,653	57,013	60,000	3,820E+1
146,656	57,001	60,000	3,883E+1
147,664	57,011	60,000	3,854E+1
148,667	57,092	60,000	3,547E+1
149,672	57,126	60,000	3,425E+1
150,677	57,008	60,000	3,908E+1
151,683	56,974	60,000	4,056E+1
152,686	57,013	60,000	3,915E+1
153,691	57,033	60,000	3,848E+1
154,697	57,093	60,000	3,621E+1
155,700	57,050	60,000	3,807E+1
156,705	57,127	60,000	3,513E+1
157,709	57,180	60,000	3,318E+1
158,714	57,185	60,000	3,311E+1
159,720	57,139	60,000	3,506E+1
160,725	57,114	60,000	3,618E+1
161,732	57,107	60,000	3,659E+1
162,740	57,077	60,000	3,791E+1
163,743	57,092	60,000	3,744E+1
164,746	57,127	60,000	3,617E+1
165,752	57,114	60,000	3,683E+1
166,757	57,153	60,000	3,542E+1
167,760	57,146	60,000	3,582E+1
168,762	57,146	60,000	3,595E+1
169,767	57,172	60,000	3,507E+1
170,772	57,166	60,000	3,540E+1
171,776	57,111	60,000	3,774E+1
172,781	57,163	60,000	3,579E+1
173,784	57,148	60,000	3,652E+1
174,790	57,218	60,000	3,385E+1
175,793	57,141	60,000	3,705E+1
176,799	57,070	60,000	3,999E+1
177,802	57,065	60,000	4,032E+1
178,807	57,058	60,000	4,073E+1
179,813	57,031	60,000	4,193E+1
180,816	57,067	60,000	4,064E+1
181,820	57,108	60,000	3,917E+1
182,825	57,141	60,000	3,797E+1
183,830	57,170	60,000	3,695E+1
184,834	57,162	60,000	3,742E+1
185,839	57,162	60,000	3,754E+1
186,844	57,169	60,000	3,736E+1
187,848	57,151	60,000	3,822E+1
188,853	57,210	60,000	3,601E+1
189,858	57,181	60,000	3,726E+1
190,862	57,146	60,000	3,880E+1
191,867	57,119	60,000	3,999E+1
192,870	57,060	60,000	4,012E+1
193,874	57,056	60,000	4,259E+1
194,879	57,038	60,000	4,286E+1
195,885	57,069	60,000	4,373E+1
196,888	57,105	60,000	4,266E+1
197,893	57,168	60,000	4,132E+1
198,899	57,212	60,000	3,898E+1
199,902	57,203	60,000	3,736E+1
200,907	57,168	60,000	3,782E+1
201,911	57,111	60,000	3,936E+1
202,916	57,127	60,000	4,176E+1
203,920	57,114	60,000	4,124E+1
204,925	57,115	60,000	4,188E+1
205,930	57,150	60,000	4,195E+1
206,934	57,127	60,000	4,074E+1
207,937	57,210	60,000	4,174E+1
208,942	57,188	60,000	3,860E+1
209,946	57,181	60,000	3,960E+1
210,951	57,220	60,000	3,998E+1
211,956	57,214	60,000	3,858E+1
212,962	57,181	60,000	3,895E+1
213,967	57,119	60,000	4,036E+1
214,971	57,097	60,000	4,296E+1
215,976	57,133	60,000	4,397E+1
216,979	57,130	60,000	4,269E+1
217,985	57,142	60,000	4,290E+1
218,988	57,177	60,000	4,255E+1
219,993	57,195	60,000	4,133E+1
220,997	57,195	60,000	4,073E+1
222,000	57,240	60,000	4,086E+1
223,003	57,174	60,000	3,918E+1
224,011	57,141	60,000	4,196E+1
225,014	57,153	60,000	4,337E+1
226,020	57,157	60,000	4,305E+1
227,025	57,163	60,000	4,302E+1
228,030	57,130	60,000	4,289E+1
229,034	57,138	60,000	4,430E+1
230,037	57,200	60,000	4,416E+1
231,044	57,200	60,000	4,179E+1
232,048	57,153	60,000	4,194E+1
233,051	57,158	60,000	4,392E+1
234,055	57,188	60,000	4,385E+1
235,060	57,232	60,000	4,279E+1
236,065	57,204	60,000	4,118E+1
237,069	57,139	60,000	4,243E+1
237,069	57,139	60,000	4,511E+1
238,076	57,146	60,000	4,497E+1
239,081	57,183	60,000	4,363E+1
240,087	57,178	60,000	4,395E+1
241,092	57,209	60,000	4,287E+1
242,098	57,193	60,000	4,361E+1
243,101	57,186	60,000	4,400E+1
244,104	57,169	60,000	4,480E+1
245,110	57,178	60,000	4,459E+1
246,111	57,204	60,000	4,371E+1
