Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	25,000	9,990E+1
0,000	24,114	25,000	9,990E+1
1,000	24,113	25,000	9,990E+1
2,000	24,116	25,000	9,990E+1
3,000	24,114	25,000	9,990E+1
4,000	24,113	25,000	9,990E+1
5,000	24,111	25,000	9,990E+1
7,000	24,112	25,000	9,990E+1
8,000	24,112	25,000	9,990E+1
9,001	24,113	25,000	9,990E+1
10,001	24,113	25,000	9,990E+1
11,001	24,113	25,000	9,990E+1
12,001	24,111	25,000	9,990E+1
13,001	24,111	25,000	9,990E+1
14,001	24,112	25,000	9,990E+1
15,001	24,112	25,000	9,990E+1
16,001	24,112	25,000	9,990E+1
17,001	24,112	25,000	9,990E+1
18,001	24,113	25,000	9,990E+1
19,001	24,114	25,000	9,990E+1
20,001	24,114	25,000	9,990E+1
21,001	24,113	25,000	9,990E+1
22,001	24,114	25,000	9,990E+1
23,002	24,112	25,000	9,990E+1
24,002	24,114	25,000	9,990E+1
25,002	24,113	25,000	9,990E+1
26,002	24,115	25,000	9,990E+1
27,002	24,114	25,000	9,990E+1
28,002	24,112	25,000	9,990E+1
29,002	24,113	25,000	9,990E+1
30,002	24,112	25,000	9,990E+1
31,002	24,114	25,000	9,990E+1
32,002	24,111	25,000	9,990E+1
33,002	24,112	25,000	9,990E+1
34,002	24,113	25,000	9,990E+1
35,002	24,112	25,000	9,990E+1
36,002	24,111	25,000	9,990E+1
37,002	24,111	25,000	9,990E+1
38,002	24,110	25,000	9,990E+1
39,002	24,112	25,000	9,990E+1
40,003	24,113	25,000	1,000E-2
41,003	24,114	25,000	1,000E-2
42,003	24,113	25,000	1,000E-2
43,003	24,115	25,000	1,000E-2
44,003	24,113	25,000	1,000E-2
45,003	24,113	25,000	1,000E-2
46,003	24,115	25,000	1,000E-2
47,003	24,114	25,000	1,000E-2
48,003	24,114	25,000	1,000E-2
49,003	24,113	25,000	1,000E-2
50,003	24,113	25,000	1,000E-2
51,003	24,113	25,000	1,000E-2
52,004	24,111	25,000	1,000E-2
53,004	24,110	25,000	1,000E-2
54,004	24,111	25,000	1,000E-2
55,004	24,111	25,000	1,000E-2
56,004	24,114	25,000	1,000E-2
57,004	24,113	25,000	1,000E-2
58,004	24,110	25,000	1,000E-2
59,004	24,112	25,000	1,000E-2
60,004	24,111	25,000	1,000E-2
61,004	24,111	25,000	1,000E-2
62,004	24,113	25,000	1,000E-2
63,004	24,111	25,000	1,000E-2
64,004	24,111	25,000	1,000E-2
65,004	24,112	25,000	1,000E-2
66,004	24,111	25,000	1,000E-2
67,005	24,110	25,000	1,000E-2
68,005	24,110	25,000	1,000E-2
69,005	24,108	25,000	1,000E-2
70,005	24,108	25,000	1,000E-2
71,005	24,108	25,000	1,000E-2
72,005	24,108	25,000	1,000E-2
73,005	24,106	25,000	1,000E-2
74,005	24,109	25,000	1,000E-2
75,005	24,110	25,000	1,000E-2
76,005	24,110	25,000	1,000E-2
77,005	24,108	25,000	1,000E-2
78,005	24,108	25,000	1,000E-2
79,005	24,108	25,000	1,000E-2
80,005	24,108	25,000	1,000E-2
81,006	24,107	25,000	1,000E-2
82,006	24,106	25,000	1,000E-2
83,006	24,105	25,000	1,000E-2
84,006	24,104	25,000	1,000E-2
85,006	24,105	25,000	1,000E-2
86,006	24,106	25,000	1,000E-2
87,006	24,108	25,000	1,000E-2
88,006	24,107	25,000	1,000E-2
89,006	24,106	25,000	1,000E-2
90,006	24,106	25,000	1,000E-2
91,006	24,109	25,000	1,000E-2
