Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990E+1
1,000	25,617	30,000	9,990E+1
2,000	25,620	30,000	9,990E+1
3,000	25,618	30,000	9,990E+1
4,000	25,612	30,000	9,990E+1
5,000	25,608	30,000	9,990E+1
6,000	25,610	30,000	9,990E+1
7,001	25,610	30,000	9,990E+1
8,001	25,607	30,000	9,990E+1
9,001	25,605	30,000	9,990E+1
10,001	25,610	30,000	9,990E+1
11,001	25,606	30,000	9,990E+1
12,001	25,608	30,000	9,990E+1
13,001	25,620	30,000	9,990E+1
14,001	25,628	30,000	9,990E+1
15,001	25,623	30,000	9,990E+1
16,001	25,623	30,000	9,990E+1
17,001	25,639	30,000	9,990E+1
18,001	25,645	30,000	9,990E+1
19,001	25,657	30,000	9,990E+1
20,001	25,681	30,000	9,990E+1
21,001	25,698	30,000	9,990E+1
22,002	25,703	30,000	9,990E+1
23,002	25,718	30,000	9,990E+1
24,002	25,731	30,000	9,990E+1
25,002	25,742	30,000	1,000E-2
26,002	25,755	30,000	1,000E-2
27,002	25,762	30,000	1,000E-2
28,002	25,765	30,000	1,000E-2
29,002	25,769	30,000	1,000E-2
30,002	25,777	30,000	1,000E-2
31,002	25,776	30,000	1,000E-2
32,002	25,784	30,000	1,000E-2
33,002	25,797	30,000	1,000E-2
34,002	25,825	30,000	1,000E-2
35,002	25,843	30,000	1,000E-2
36,002	25,841	30,000	1,000E-2
37,002	25,845	30,000	1,000E-2
38,002	25,846	30,000	1,000E-2
39,003	25,860	30,000	1,000E-2
40,003	25,877	30,000	1,000E-2
41,003	25,887	30,000	1,000E-2
42,003	25,894	30,000	1,000E-2
43,003	25,895	30,000	1,000E-2
44,003	25,902	30,000	1,000E-2
45,003	25,909	30,000	1,000E-2
46,003	25,901	30,000	1,000E-2
47,003	25,898	30,000	1,000E-2
48,003	25,904	30,000	1,000E-2
49,003	25,913	30,000	1,000E-2
50,003	25,917	30,000	1,000E-2
51,003	25,917	30,000	1,000E-2
52,003	25,913	30,000	1,000E-2
53,003	25,925	30,000	1,000E-2
54,003	25,931	30,000	1,000E-2
55,004	25,935	30,000	1,000E-2
56,004	25,938	30,000	1,000E-2
57,004	25,950	30,000	1,000E-2
58,004	25,941	30,000	1,000E-2
59,004	25,928	30,000	1,000E-2
60,004	25,932	30,000	1,000E-2
61,004	25,934	30,000	1,000E-2
62,004	25,939	30,000	1,000E-2
63,004	25,942	30,000	1,000E-2
64,004	25,950	30,000	1,000E-2
65,004	25,952	30,000	1,000E-2
66,004	25,952	30,000	1,000E-2
67,004	25,950	30,000	1,000E-2
68,004	25,948	30,000	1,000E-2
69,004	25,951	30,000	1,000E-2
70,004	25,949	30,000	1,000E-2
71,005	25,955	30,000	1,000E-2
72,005	25,956	30,000	1,000E-2
73,005	25,962	30,000	1,000E-2
74,005	25,971	30,000	1,000E-2
75,005	25,987	30,000	1,000E-2
76,005	25,982	30,000	1,000E-2
77,005	25,986	30,000	1,000E-2
78,005	25,981	30,000	1,000E-2
79,005	25,983	30,000	1,000E-2
80,005	25,994	30,000	1,000E-2
81,005	26,002	30,000	1,000E-2
82,005	25,997	30,000	1,000E-2
83,005	26,003	30,000	1,000E-2
84,006	26,006	30,000	1,000E-2
85,006	26,007	30,000	1,000E-2
86,006	26,004	30,000	1,000E-2
87,006	26,018	30,000	1,000E-2
88,006	26,005	30,000	1,000E-2
89,006	26,009	30,000	1,000E-2
90,006	26,002	30,000	1,000E-2
91,006	25,998	30,000	1,000E-2
92,006	26,004	30,000	1,000E-2
93,006	26,011	30,000	1,000E-2
94,006	26,012	30,000	1,000E-2
95,006	26,006	30,000	1,000E-2
96,006	26,001	30,000	1,000E-2
97,006	26,013	30,000	1,000E-2
98,007	26,017	30,000	1,000E-2
99,007	26,018	30,000	1,000E-2
100,007	26,017	30,000	1,000E-2
101,007	26,014	30,000	1,000E-2
102,007	26,014	30,000	1,000E-2
103,007	26,018	30,000	1,000E-2
104,007	26,021	30,000	1,000E-2
105,007	26,027	30,000	1,000E-2
106,007	26,020	30,000	1,000E-2
107,007	26,017	30,000	1,000E-2
108,007	26,017	30,000	1,000E-2
109,007	26,011	30,000	1,000E-2
110,007	26,013	30,000	1,000E-2
111,007	26,010	30,000	1,000E-2
112,007	26,002	30,000	1,000E-2
113,008	26,002	30,000	1,000E-2
114,008	25,999	30,000	1,000E-2
115,008	26,002	30,000	1,000E-2
116,008	26,010	30,000	1,000E-2
117,008	26,010	30,000	1,000E-2
118,008	26,010	30,000	1,000E-2
119,008	26,016	30,000	1,000E-2
120,008	26,017	30,000	1,000E-2
121,008	26,020	30,000	1,000E-2
122,008	26,014	30,000	1,000E-2
123,008	26,006	30,000	1,000E-2
124,008	26,008	30,000	1,000E-2
