Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	29,058	9,990000E+1
1,000	21,998	29,058	9,990000E+1
2,000	21,998	29,058	9,990000E+1
3,000	21,999	29,058	9,990000E+1
4,000	21,998	29,058	9,990000E+1
5,000	21,998	29,058	9,990000E+1
6,000	21,998	29,058	9,990000E+1
7,000	22,001	29,058	9,990000E+1
8,001	22,002	29,058	9,990000E+1
9,001	22,005	29,058	9,990000E+1
10,001	22,008	29,058	9,990000E+1
11,001	22,014	29,058	9,990000E+1
12,001	22,017	29,058	9,990000E+1
13,001	22,023	29,058	9,990000E+1
14,001	22,029	29,058	9,990000E+1
15,001	22,034	29,058	9,990000E+1
16,001	22,044	29,058	9,990000E+1
17,001	22,050	29,058	9,990000E+1
