Time [s]	Temperature CH4 [ºC]	Temperature CH9 [ºC]	PWM
119,007	28,426	35,000	9,990000E+1
120,007	28,424	35,000	9,990000E+1
121,007	28,419	35,000	9,990000E+1
122,007	28,439	35,000	9,990000E+1
123,007	28,425	35,000	9,990000E+1
124,007	28,474	35,000	9,990000E+1
125,007	28,470	35,000	9,990000E+1
126,007	28,454	35,000	9,990000E+1
127,007	28,441	35,000	9,990000E+1
128,007	28,440	35,000	9,990000E+1
129,007	28,459	35,000	9,990000E+1
130,007	28,438	35,000	9,990000E+1
131,007	28,433	35,000	9,990000E+1
132,008	28,431	35,000	9,990000E+1
133,008	28,429	35,000	9,990000E+1
134,008	28,431	35,000	9,990000E+1
135,008	28,445	35,000	9,990000E+1
136,008	28,425	35,000	9,990000E+1
137,008	28,482	35,000	9,990000E+1
138,008	28,507	35,000	9,990000E+1
139,008	28,499	35,000	9,990000E+1
140,008	28,550	35,000	9,990000E+1
141,008	28,547	35,000	9,990000E+1
142,008	28,562	35,000	9,990000E+1
143,008	28,550	35,000	9,990000E+1
144,008	28,571	35,000	9,990000E+1
145,008	28,587	35,000	9,990000E+1
146,008	28,631	35,000	9,990000E+1
147,008	28,649	35,000	9,990000E+1
148,008	28,660	35,000	9,680991E+1
149,008	28,655	35,000	9,680991E+1
150,008	28,645	35,000	9,680991E+1
151,008	28,654	35,000	9,680991E+1
152,009	28,689	35,000	9,680991E+1
153,009	28,683	35,000	9,680991E+1
154,009	28,746	35,000	9,680991E+1
155,009	28,764	35,000	9,680991E+1
156,009	28,767	35,000	9,680991E+1
157,009	28,796	35,000	9,680991E+1
158,009	28,822	35,000	9,332996E+1
159,009	28,861	35,000	9,332996E+1
160,009	28,898	35,000	9,332996E+1
161,009	28,919	35,000	9,332996E+1
162,009	28,925	35,000	9,332996E+1
163,009	28,935	35,000	9,332996E+1
164,009	28,955	35,000	9,332996E+1
165,009	28,974	35,000	9,332996E+1
166,009	28,965	35,000	9,332996E+1
167,009	28,962	35,000	9,332996E+1
168,010	29,027	35,000	8,802185E+1
169,010	29,030	35,000	8,802185E+1
170,010	29,001	35,000	8,802185E+1
171,010	29,010	35,000	8,802185E+1
172,010	29,018	35,000	8,802185E+1
173,010	29,035	35,000	8,802185E+1
174,010	29,048	35,000	8,802185E+1
175,010	29,063	35,000	8,802185E+1
176,010	29,080	35,000	8,802185E+1
177,010	29,111	35,000	8,802185E+1
178,010	29,082	35,000	8,861259E+1
179,010	29,105	35,000	8,861259E+1
180,010	29,111	35,000	8,861259E+1
181,010	29,092	35,000	8,861259E+1
182,010	29,127	35,000	8,861259E+1
183,010	29,163	35,000	8,861259E+1
184,011	29,148	35,000	8,861259E+1
185,011	29,138	35,000	8,861259E+1
186,011	29,170	35,000	8,861259E+1
187,011	29,234	35,000	8,861259E+1
188,011	29,231	35,000	8,545361E+1
189,011	29,247	35,000	8,545361E+1
190,011	29,275	35,000	8,545361E+1
191,011	29,273	35,000	8,545361E+1
192,011	29,262	35,000	8,545361E+1
193,011	29,351	35,000	8,545361E+1
194,011	29,355	35,000	8,545361E+1
195,011	29,350	35,000	8,545361E+1
196,011	29,321	35,000	8,545361E+1
197,011	29,351	35,000	8,545361E+1
198,011	29,340	35,000	8,377896E+1
199,012	29,343	35,000	8,377896E+1
200,012	29,341	35,000	8,377896E+1
201,012	29,319	35,000	8,377896E+1
202,012	29,315	35,000	8,377896E+1
203,012	29,345	35,000	8,377896E+1
204,012	29,389	35,000	8,377896E+1
205,012	29,463	35,000	8,377896E+1
206,012	29,459	35,000	8,377896E+1
207,012	29,438	35,000	8,377896E+1
208,012	29,453	35,000	8,195372E+1
209,012	29,500	35,000	8,195372E+1
210,012	29,491	35,000	8,195372E+1
211,012	29,486	35,000	8,195372E+1
212,012	29,499	35,000	8,195372E+1
213,012	29,524	35,000	8,195372E+1
214,012	29,524	35,000	8,195372E+1
215,013	29,529	35,000	8,195372E+1
216,013	29,506	35,000	8,195372E+1
217,013	29,517	35,000	8,195372E+1
218,013	29,507	35,000	8,236670E+1
219,013	29,586	35,000	8,236670E+1
220,013	29,644	35,000	8,236670E+1
221,013	29,633	35,000	8,236670E+1
222,013	29,624	35,000	8,236670E+1
223,013	29,602	35,000	8,236670E+1
224,013	29,603	35,000	8,236670E+1
225,013	29,649	35,000	8,236670E+1
226,013	29,640	35,000	8,236670E+1
227,013	29,623	35,000	8,236670E+1
228,013	29,646	35,000	7,938867E+1
229,013	29,772	35,000	7,938867E+1
230,013	29,783	35,000	7,938867E+1
231,013	29,843	35,000	7,938867E+1
232,014	29,837	35,000	7,938867E+1
233,014	29,847	35,000	7,938867E+1
234,014	29,861	35,000	7,938867E+1
235,014	29,968	35,000	7,938867E+1
236,014	29,936	35,000	7,938867E+1
237,014	29,947	35,000	7,938867E+1
238,014	29,959	35,000	6,943439E+1
239,014	30,002	35,000	6,943439E+1
240,014	29,989	35,000	6,943439E+1
241,014	30,036	35,000	6,943439E+1
242,014	30,086	35,000	6,943439E+1
243,014	30,113	35,000	6,943439E+1
244,014	30,135	35,000	6,943439E+1
245,014	30,102	35,000	6,943439E+1
246,014	30,109	35,000	6,943439E+1
247,014	30,062	35,000	6,943439E+1
248,014	30,069	35,000	6,738106E+1
249,015	30,014	35,000	6,738106E+1
250,015	30,047	35,000	6,738106E+1
251,015	30,029	35,000	6,738106E+1
252,015	30,022	35,000	6,738106E+1
253,015	30,062	35,000	6,738106E+1
254,015	30,081	35,000	6,738106E+1
255,015	30,123	35,000	6,738106E+1
256,015	30,199	35,000	6,738106E+1
257,015	30,269	35,000	6,738106E+1
258,015	30,261	35,000	6,200995E+1
259,015	30,267	35,000	6,200995E+1
260,015	30,306	35,000	6,200995E+1
261,015	30,342	35,000	6,200995E+1
262,015	30,324	35,000	6,200995E+1
263,015	30,346	35,000	6,200995E+1
264,015	30,385	35,000	6,200995E+1
265,015	30,432	35,000	6,200995E+1
266,015	30,435	35,000	6,200995E+1
267,015	30,429	35,000	6,200995E+1
268,015	30,474	35,000	5,573261E+1
269,016	30,472	35,000	5,573261E+1
270,016	30,459	35,000	5,573261E+1
271,016	30,537	35,000	5,573261E+1
272,016	30,575	35,000	5,573261E+1
273,016	30,634	35,000	5,573261E+1
274,016	30,633	35,000	5,573261E+1
275,016	30,681	35,000	5,573261E+1
276,016	30,704	35,000	5,573261E+1
277,016	30,686	35,000	5,573261E+1
278,016	30,693	35,000	4,915690E+1
279,016	30,690	35,000	4,915690E+1
280,016	30,660	35,000	4,915690E+1
281,016	30,682	35,000	4,915690E+1
282,016	30,694	35,000	4,915690E+1
283,016	30,666	35,000	4,915690E+1
284,016	30,663	35,000	4,915690E+1
285,017	30,658	35,000	4,915690E+1
286,017	30,650	35,000	4,915690E+1
287,017	30,732	35,000	4,915690E+1
288,017	30,695	35,000	5,104391E+1
289,017	30,692	35,000	5,104391E+1
290,017	30,694	35,000	5,104391E+1
291,017	30,669	35,000	5,104391E+1
292,017	30,668	35,000	5,104391E+1
293,017	30,690	35,000	5,104391E+1
294,017	30,726	35,000	5,104391E+1
295,017	30,783	35,000	5,104391E+1
296,017	30,796	35,000	5,104391E+1
297,017	30,739	35,000	5,104391E+1
298,017	30,770	35,000	5,006117E+1
299,017	30,839	35,000	5,006117E+1
300,017	30,775	35,000	5,006117E+1
301,018	30,849	35,000	5,006117E+1
302,018	30,871	35,000	5,006117E+1
303,018	30,858	35,000	5,006117E+1
304,018	30,909	35,000	5,006117E+1
305,018	30,955	35,000	5,006117E+1
306,018	30,994	35,000	5,006117E+1
307,018	30,957	35,000	5,006117E+1
308,018	31,027	35,000	4,181421E+1
309,018	31,054	35,000	4,181421E+1
310,018	31,015	35,000	4,181421E+1
311,018	30,976	35,000	4,181421E+1
312,018	30,953	35,000	4,181421E+1
313,018	30,902	35,000	4,181421E+1
314,019	30,881	35,000	4,181421E+1
315,019	30,825	35,000	4,181421E+1
316,019	30,846	35,000	4,181421E+1
317,019	30,846	35,000	4,181421E+1
318,019	30,875	35,000	4,971914E+1
319,019	30,905	35,000	4,971914E+1
320,019	30,889	35,000	4,971914E+1
321,019	30,899	35,000	4,971914E+1
322,019	30,883	35,000	4,971914E+1
323,019	30,898	35,000	4,971914E+1
324,019	30,910	35,000	4,971914E+1
325,019	30,878	35,000	4,971914E+1
326,019	30,871	35,000	4,971914E+1
327,019	30,864	35,000	4,971914E+1
328,019	30,919	35,000	4,990772E+1
329,020	30,913	35,000	4,990772E+1
330,020	30,942	35,000	4,990772E+1
331,020	30,962	35,000	4,990772E+1
332,020	30,953	35,000	4,990772E+1
333,020	30,942	35,000	4,990772E+1
334,020	31,021	35,000	4,990772E+1
335,020	31,040	35,000	4,990772E+1
336,020	31,083	35,000	4,990772E+1
337,020	31,073	35,000	4,990772E+1
338,020	31,070	35,000	4,577409E+1
339,020	31,110	35,000	4,577409E+1
340,020	31,120	35,000	4,577409E+1
341,020	31,133	35,000	4,577409E+1
342,020	31,128	35,000	4,577409E+1
343,021	31,155	35,000	4,577409E+1
344,021	31,174	35,000	4,577409E+1
345,021	31,220	35,000	4,577409E+1
346,021	31,230	35,000	4,577409E+1
347,021	31,212	35,000	4,577409E+1
348,021	31,203	35,000	4,232672E+1
349,021	31,252	35,000	4,232672E+1
350,021	31,266	35,000	4,232672E+1
351,021	31,248	35,000	4,232672E+1
352,021	31,260	35,000	4,232672E+1
353,021	31,269	35,000	4,232672E+1
354,021	31,230	35,000	4,232672E+1
355,021	31,180	35,000	4,232672E+1
356,021	31,139	35,000	4,232672E+1
357,021	31,209	35,000	4,232672E+1
358,022	31,255	35,000	4,202436E+1
359,022	31,258	35,000	4,202436E+1
360,022	31,273	35,000	4,202436E+1
361,022	31,238	35,000	4,202436E+1
362,022	31,258	35,000	4,202436E+1
363,022	31,238	35,000	4,202436E+1
364,022	31,232	35,000	4,202436E+1
365,022	31,294	35,000	4,202436E+1
366,022	31,254	35,000	4,202436E+1
367,022	31,254	35,000	4,202436E+1
368,022	31,245	35,000	4,412740E+1
369,022	31,247	35,000	4,412740E+1
370,022	31,222	35,000	4,412740E+1
371,022	31,259	35,000	4,412740E+1
372,023	31,349	35,000	4,412740E+1
373,023	31,418	35,000	4,412740E+1
374,023	31,489	35,000	4,412740E+1
375,023	31,447	35,000	4,412740E+1
376,023	31,477	35,000	4,412740E+1
377,023	31,434	35,000	4,412740E+1
378,023	31,396	35,000	3,988113E+1
379,023	31,413	35,000	3,988113E+1
380,023	31,420	35,000	3,988113E+1
381,023	31,393	35,000	3,988113E+1
382,023	31,447	35,000	3,988113E+1
383,023	31,430	35,000	3,988113E+1
384,023	31,444	35,000	3,988113E+1
385,023	31,474	35,000	3,988113E+1
386,023	31,454	35,000	3,988113E+1
387,023	31,442	35,000	3,988113E+1
388,023	31,426	35,000	4,034487E+1
389,023	31,431	35,000	4,034487E+1
390,023	31,411	35,000	4,034487E+1
391,023	31,441	35,000	4,034487E+1
392,024	31,471	35,000	4,034487E+1
393,024	31,500	35,000	4,034487E+1
394,024	31,532	35,000	4,034487E+1
395,024	31,506	35,000	4,034487E+1
396,024	31,511	35,000	4,034487E+1
397,024	31,462	35,000	4,034487E+1
398,024	31,477	35,000	3,997800E+1
399,024	31,515	35,000	3,997800E+1
400,024	31,486	35,000	3,997800E+1
401,024	31,456	35,000	3,997800E+1
402,024	31,459	35,000	3,997800E+1
403,024	31,489	35,000	3,997800E+1
404,024	31,604	35,000	3,997800E+1
405,024	31,575	35,000	3,997800E+1
406,024	31,621	35,000	3,997800E+1
407,024	31,623	35,000	3,997800E+1
408,024	31,634	35,000	3,538467E+1
409,025	31,611	35,000	3,538467E+1
410,025	31,587	35,000	3,538467E+1
411,025	31,575	35,000	3,538467E+1
412,025	31,587	35,000	3,538467E+1
413,025	31,625	35,000	3,538467E+1
414,025	31,593	35,000	3,538467E+1
415,025	31,645	35,000	3,538467E+1
416,025	31,626	35,000	3,538467E+1
417,025	31,643	35,000	3,538467E+1
418,025	31,690	35,000	3,472182E+1
419,025	31,704	35,000	3,472182E+1
420,025	31,767	35,000	3,472182E+1
421,025	31,715	35,000	3,472182E+1
422,025	31,699	35,000	3,472182E+1
423,025	31,697	35,000	3,472182E+1
424,025	31,744	35,000	3,472182E+1
425,026	31,768	35,000	3,472182E+1
426,026	31,697	35,000	3,472182E+1
427,026	31,753	35,000	3,472182E+1
428,026	31,811	35,000	3,144375E+1
429,026	31,795	35,000	3,144375E+1
430,026	31,798	35,000	3,144375E+1
431,026	31,836	35,000	3,144375E+1
432,026	31,880	35,000	3,144375E+1
433,026	31,883	35,000	3,144375E+1
434,026	31,867	35,000	3,144375E+1
435,026	31,873	35,000	3,144375E+1
436,026	31,855	35,000	3,144375E+1
437,026	31,874	35,000	3,144375E+1
438,026	31,900	35,000	2,940404E+1
439,026	31,896	35,000	2,940404E+1
440,026	31,893	35,000	2,940404E+1
441,026	31,881	35,000	2,940404E+1
442,027	31,857	35,000	2,940404E+1
443,027	31,869	35,000	2,940404E+1
444,027	31,840	35,000	2,940404E+1
445,027	31,811	35,000	2,940404E+1
446,027	31,846	35,000	2,940404E+1
447,027	31,837	35,000	2,940404E+1
448,027	31,859	35,000	3,246125E+1
449,027	31,888	35,000	3,246125E+1
450,027	31,877	35,000	3,246125E+1
451,027	31,927	35,000	3,246125E+1
452,027	31,921	35,000	3,246125E+1
453,027	31,891	35,000	3,246125E+1
454,027	31,911	35,000	3,246125E+1
455,027	31,856	35,000	3,246125E+1
456,027	31,892	35,000	3,246125E+1
457,027	31,936	35,000	3,246125E+1
458,027	31,966	35,000	2,964221E+1
459,028	31,941	35,000	2,964221E+1
460,028	31,907	35,000	2,964221E+1
461,028	31,870	35,000	2,964221E+1
462,028	31,840	35,000	2,964221E+1
463,028	31,895	35,000	2,964221E+1
464,028	31,875	35,000	2,964221E+1
465,028	31,959	35,000	2,964221E+1
466,028	32,001	35,000	2,964221E+1
467,028	32,005	35,000	2,964221E+1
468,028	31,927	35,000	3,262853E+1
469,028	31,909	35,000	3,262853E+1
470,028	31,873	35,000	3,262853E+1
471,028	31,882	35,000	3,262853E+1
472,028	31,890	35,000	3,262853E+1
473,028	31,897	35,000	3,262853E+1
474,028	31,934	35,000	3,262853E+1
475,028	31,944	35,000	3,262853E+1
476,029	31,946	35,000	3,262853E+1
477,029	31,958	35,000	3,262853E+1
478,029	31,991	35,000	3,153046E+1
479,029	31,996	35,000	3,153046E+1
480,029	31,995	35,000	3,153046E+1
481,029	32,011	35,000	3,153046E+1
482,029	32,026	35,000	3,153046E+1
483,029	32,071	35,000	3,153046E+1
484,029	32,083	35,000	3,153046E+1
485,029	32,092	35,000	3,153046E+1
486,029	32,081	35,000	3,153046E+1
487,029	32,084	35,000	3,153046E+1
488,029	32,073	35,000	2,962608E+1
489,029	32,055	35,000	2,962608E+1
490,029	32,017	35,000	2,962608E+1
491,029	31,955	35,000	2,962608E+1
492,029	31,966	35,000	2,962608E+1
493,030	31,959	35,000	2,962608E+1
494,030	32,049	35,000	2,962608E+1
495,030	32,086	35,000	2,962608E+1
496,030	32,065	35,000	2,962608E+1
497,030	32,081	35,000	2,962608E+1
498,030	32,050	35,000	3,192523E+1
499,030	32,044	35,000	3,192523E+1
500,030	32,033	35,000	3,192523E+1
501,030	32,012	35,000	3,192523E+1
502,030	32,000	35,000	3,192523E+1
503,030	31,991	35,000	3,192523E+1
504,030	32,020	35,000	3,192523E+1
505,030	32,038	35,000	3,192523E+1
506,030	32,045	35,000	3,192523E+1
507,030	32,056	35,000	3,192523E+1
508,030	32,040	35,000	3,369759E+1
509,030	32,063	35,000	3,369759E+1
510,030	32,041	35,000	3,369759E+1
511,030	32,115	35,000	3,369759E+1
512,030	32,114	35,000	3,369759E+1
513,030	32,107	35,000	3,369759E+1
514,030	32,060	35,000	3,369759E+1
515,031	32,122	35,000	3,369759E+1
516,031	32,153	35,000	3,369759E+1
517,031	32,121	35,000	3,369759E+1
518,031	32,162	35,000	3,023672E+1
519,031	32,141	35,000	3,023672E+1
520,031	32,109	35,000	3,023672E+1
521,031	32,169	35,000	3,023672E+1
522,031	32,123	35,000	3,023672E+1
523,031	32,105	35,000	3,023672E+1
524,031	32,124	35,000	3,023672E+1
525,031	32,114	35,000	3,023672E+1
526,031	32,132	35,000	3,023672E+1
527,031	32,143	35,000	3,023672E+1
528,031	32,154	35,000	3,185743E+1
529,031	32,170	35,000	3,185743E+1
530,031	32,172	35,000	3,185743E+1
531,031	32,204	35,000	3,185743E+1
532,031	32,218	35,000	3,185743E+1
533,032	32,201	35,000	3,185743E+1
534,032	32,240	35,000	3,185743E+1
535,032	32,209	35,000	3,185743E+1
536,032	32,179	35,000	3,185743E+1
537,032	32,172	35,000	3,185743E+1
538,032	32,168	35,000	3,264527E+1
539,032	32,124	35,000	3,264527E+1
540,032	32,142	35,000	3,264527E+1
541,032	32,123	35,000	3,264527E+1
542,032	32,127	35,000	3,264527E+1
543,032	32,181	35,000	3,264527E+1
544,032	32,190	35,000	3,264527E+1
545,032	32,177	35,000	3,264527E+1
546,032	32,166	35,000	3,264527E+1
547,032	32,162	35,000	3,264527E+1
548,033	32,119	35,000	3,589647E+1
549,033	32,141	35,000	3,589647E+1
550,033	32,127	35,000	3,589647E+1
551,033	32,100	35,000	3,589647E+1
552,033	32,114	35,000	3,589647E+1
553,033	32,177	35,000	3,589647E+1
554,033	32,202	35,000	3,589647E+1
555,033	32,224	35,000	3,589647E+1
556,033	32,212	35,000	3,589647E+1
557,033	32,272	35,000	3,589647E+1
558,033	32,272	35,000	3,114406E+1
559,033	32,228	35,000	3,114406E+1
560,033	32,222	35,000	3,114406E+1
561,033	32,207	35,000	3,114406E+1
562,033	32,224	35,000	3,114406E+1
563,033	32,257	35,000	3,114406E+1
564,034	32,278	35,000	3,114406E+1
565,034	32,295	35,000	3,114406E+1
566,034	32,314	35,000	3,114406E+1
567,034	32,289	35,000	3,114406E+1
568,034	32,259	35,000	3,293239E+1
569,034	32,285	35,000	3,293239E+1
570,034	32,328	35,000	3,293239E+1
571,034	32,327	35,000	3,293239E+1
572,034	32,273	35,000	3,293239E+1
573,034	32,306	35,000	3,293239E+1
574,034	32,355	35,000	3,293239E+1
575,034	32,380	35,000	3,293239E+1
576,034	32,371	35,000	3,293239E+1
577,034	32,418	35,000	3,293239E+1
578,035	32,421	35,000	2,777606E+1
579,035	32,416	35,000	2,777606E+1
580,035	32,461	35,000	2,777606E+1
581,035	32,450	35,000	2,777606E+1
582,035	32,408	35,000	2,777606E+1
583,035	32,440	35,000	2,777606E+1
584,035	32,439	35,000	2,777606E+1
585,035	32,431	35,000	2,777606E+1
586,035	32,424	35,000	2,777606E+1
587,035	32,396	35,000	2,777606E+1
588,035	32,392	35,000	3,013268E+1
589,035	32,422	35,000	3,013268E+1
590,035	32,418	35,000	3,013268E+1
591,035	32,407	35,000	3,013268E+1
592,035	32,421	35,000	3,013268E+1
593,035	32,484	35,000	3,013268E+1
594,035	32,424	35,000	3,013268E+1
595,036	32,403	35,000	3,013268E+1
596,036	32,404	35,000	3,013268E+1
597,036	32,400	35,000	3,013268E+1
598,036	32,444	35,000	2,925642E+1
599,036	32,492	35,000	2,925642E+1
600,036	32,493	35,000	2,925642E+1
601,036	32,496	35,000	2,925642E+1
602,036	32,452	35,000	2,925642E+1
603,036	32,480	35,000	2,925642E+1
604,036	32,459	35,000	2,925642E+1
605,036	32,481	35,000	2,925642E+1
606,036	32,456	35,000	2,925642E+1
607,036	32,453	35,000	2,925642E+1
608,036	32,568	35,000	2,550765E+1
609,036	32,600	35,000	2,550765E+1
610,036	32,653	35,000	2,550765E+1
611,036	32,592	35,000	2,550765E+1
612,037	32,611	35,000	2,550765E+1
613,037	32,617	35,000	2,550765E+1
614,037	32,575	35,000	2,550765E+1
615,037	32,552	35,000	2,550765E+1
616,037	32,604	35,000	2,550765E+1
617,037	32,574	35,000	2,550765E+1
618,037	32,549	35,000	2,741715E+1
619,037	32,507	35,000	2,741715E+1
620,037	32,502	35,000	2,741715E+1
621,037	32,499	35,000	2,741715E+1
622,037	32,500	35,000	2,741715E+1
623,037	32,505	35,000	2,741715E+1
624,037	32,507	35,000	2,741715E+1
625,037	32,514	35,000	2,741715E+1
626,037	32,489	35,000	2,741715E+1
627,037	32,462	35,000	2,741715E+1
628,037	32,477	35,000	3,140705E+1
629,037	32,495	35,000	3,140705E+1
630,037	32,502	35,000	3,140705E+1
631,038	32,480	35,000	3,140705E+1
632,038	32,459	35,000	3,140705E+1
633,038	32,454	35,000	3,140705E+1
634,038	32,476	35,000	3,140705E+1
635,038	32,498	35,000	3,140705E+1
636,038	32,511	35,000	3,140705E+1
637,038	32,495	35,000	3,140705E+1
638,038	32,482	35,000	3,238303E+1
639,038	32,503	35,000	3,238303E+1
640,038	32,488	35,000	3,238303E+1
641,038	32,498	35,000	3,238303E+1
642,038	32,544	35,000	3,238303E+1
643,038	32,609	35,000	3,238303E+1
644,038	32,603	35,000	3,238303E+1
645,038	32,576	35,000	3,238303E+1
646,038	32,663	35,000	3,238303E+1
647,038	32,671	35,000	3,238303E+1
648,038	32,671	35,000	2,604734E+1
649,038	32,653	35,000	2,604734E+1
650,039	32,636	35,000	2,604734E+1
651,039	32,633	35,000	2,604734E+1
652,039	32,676	35,000	2,604734E+1
653,039	32,723	35,000	2,604734E+1
654,039	32,689	35,000	2,604734E+1
655,039	32,716	35,000	2,604734E+1
656,039	32,748	35,000	2,604734E+1
657,039	32,731	35,000	2,604734E+1
658,039	32,772	35,000	2,310935E+1
659,039	32,781	35,000	2,310935E+1
660,039	32,791	35,000	2,310935E+1
661,039	32,756	35,000	2,310935E+1
662,039	32,719	35,000	2,310935E+1
663,039	32,716	35,000	2,310935E+1
664,039	32,683	35,000	2,310935E+1
665,039	32,669	35,000	2,310935E+1
666,040	32,627	35,000	2,310935E+1
667,040	32,628	35,000	2,310935E+1
668,040	32,641	35,000	2,934541E+1
669,040	32,662	35,000	2,934541E+1
670,040	32,634	35,000	2,934541E+1
671,040	32,606	35,000	2,934541E+1
672,040	32,577	35,000	2,934541E+1
673,040	32,623	35,000	2,934541E+1
674,040	32,611	35,000	2,934541E+1
675,040	32,590	35,000	2,934541E+1
676,040	32,607	35,000	2,934541E+1
677,040	32,588	35,000	2,934541E+1
678,040	32,612	35,000	3,157940E+1
679,040	32,608	35,000	3,157940E+1
680,040	32,600	35,000	3,157940E+1
681,041	32,595	35,000	3,157940E+1
682,041	32,626	35,000	3,157940E+1
683,041	32,623	35,000	3,157940E+1
684,041	32,629	35,000	3,157940E+1
685,041	32,617	35,000	3,157940E+1
686,041	32,698	35,000	3,157940E+1
687,041	32,745	35,000	3,157940E+1
688,041	32,724	35,000	2,825007E+1
689,041	32,760	35,000	2,825007E+1
690,041	32,746	35,000	2,825007E+1
691,041	32,713	35,000	2,825007E+1
692,041	32,696	35,000	2,825007E+1
693,041	32,718	35,000	2,825007E+1
694,041	32,749	35,000	2,825007E+1
695,041	32,796	35,000	2,825007E+1
