Time [s]	Temperature CH4 [ºC]	Temperature CH9 [ºC]	PWM
0,000	0,000	28,000	9,990000E+1
1,000	26,846	28,000	9,990000E+1
2,000	26,858	28,000	9,990000E+1
3,000	26,862	28,000	9,990000E+1
4,000	26,880	28,000	9,990000E+1
5,000	26,873	28,000	9,990000E+1
6,000	26,873	28,000	9,990000E+1
7,000	26,861	28,000	9,990000E+1
8,000	26,860	28,000	9,990000E+1
9,001	26,855	28,000	9,990000E+1
10,001	26,868	28,000	9,990000E+1
11,001	26,858	28,000	9,990000E+1
12,001	26,861	28,000	9,990000E+1
13,001	26,848	28,000	9,990000E+1
14,001	26,845	28,000	9,990000E+1
15,001	26,873	28,000	9,990000E+1
16,001	26,925	28,000	9,990000E+1
17,001	26,939	28,000	9,990000E+1
18,001	26,929	28,000	9,990000E+1
19,001	26,922	28,000	9,990000E+1
20,001	26,947	28,000	9,990000E+1
21,001	26,937	28,000	9,990000E+1
22,001	26,937	28,000	9,990000E+1
23,001	26,925	28,000	9,990000E+1
24,001	26,951	28,000	9,990000E+1
25,001	26,968	28,000	9,990000E+1
26,001	26,977	28,000	9,990000E+1
27,001	26,962	28,000	9,990000E+1
28,001	26,978	28,000	9,990000E+1
29,002	26,978	28,000	9,990000E+1
30,002	26,990	28,000	9,990000E+1
31,002	26,994	28,000	9,990000E+1
32,002	26,987	28,000	9,990000E+1
33,002	27,000	28,000	9,990000E+1
34,002	27,059	28,000	9,990000E+1
35,002	27,114	28,000	9,990000E+1
36,002	27,146	28,000	9,990000E+1
37,002	27,149	28,000	9,990000E+1
38,002	27,206	28,000	9,990000E+1
39,002	27,206	28,000	9,990000E+1
40,002	27,197	28,000	9,990000E+1
41,002	27,233	28,000	9,990000E+1
42,002	27,252	28,000	9,990000E+1
43,002	27,258	28,000	9,990000E+1
44,002	27,264	28,000	9,990000E+1
45,002	27,238	28,000	9,990000E+1
46,002	27,264	28,000	9,990000E+1
47,002	27,279	28,000	9,990000E+1
48,003	27,268	28,000	9,990000E+1
49,003	27,325	28,000	9,990000E+1
50,003	27,325	28,000	9,990000E+1
51,003	27,340	28,000	9,990000E+1
52,003	27,351	28,000	9,990000E+1
53,003	27,330	28,000	9,990000E+1
54,003	27,354	28,000	9,990000E+1
55,003	27,380	28,000	9,990000E+1
56,003	27,443	28,000	9,990000E+1
57,003	27,447	28,000	9,990000E+1
58,003	27,437	28,000	9,990000E+1
59,003	27,445	28,000	9,990000E+1
60,003	27,467	28,000	9,990000E+1
61,003	27,483	28,000	9,990000E+1
62,003	27,476	28,000	9,990000E+1
63,003	27,471	28,000	9,990000E+1
64,003	27,483	28,000	9,990000E+1
65,004	27,511	28,000	9,990000E+1
66,004	27,600	28,000	9,990000E+1
67,004	27,662	28,000	9,990000E+1
68,004	27,671	28,000	9,990000E+1
69,004	27,720	28,000	9,990000E+1
70,004	27,757	28,000	9,990000E+1
71,004	27,783	28,000	9,990000E+1
72,004	27,811	28,000	9,990000E+1
73,004	27,803	28,000	9,990000E+1
74,004	27,830	28,000	9,990000E+1
75,004	27,880	28,000	9,990000E+1
76,004	27,893	28,000	9,990000E+1
77,004	27,861	28,000	9,990000E+1
78,004	27,915	28,000	9,990000E+1
