Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990E+1
1,000	25,575	30,000	1,000E-2
2,000	25,572	30,000	3,287E-1
3,000	25,565	30,000	8,259E-1
3,000	25,572	30,000	7,685E-1
5,000	25,572	30,000	9,288E-1
6,000	25,569	30,000	1,287E+0
6,000	25,564	30,000	1,666E+0
8,000	25,566	30,000	1,787E+0
9,001	25,567	30,000	1,967E+0
10,001	25,568	30,000	2,108E+0
11,001	25,570	30,000	2,249E+0
12,001	25,578	30,000	2,092E+0
13,001	25,581	30,000	2,192E+0
14,001	25,583	30,000	2,313E+0
15,001	25,586	30,000	2,413E+0
16,001	25,581	30,000	2,771E+0
17,001	25,586	30,000	2,812E+0
18,001	25,591	30,000	2,773E+0
19,001	25,593	30,000	2,893E+0
20,001	25,604	30,000	2,696E+0
21,001	25,604	30,000	2,894E+0
