Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	25,000	9,990E+1
0,000	23,499	25,000	9,990E+1
1,000	23,499	25,000	9,990E+1
2,000	23,502	25,000	9,990E+1
3,000	23,499	25,000	9,990E+1
4,000	23,495	25,000	9,990E+1
5,000	23,496	25,000	9,990E+1
6,000	23,503	25,000	9,990E+1
7,000	23,501	25,000	9,990E+1
8,000	23,507	25,000	9,990E+1
9,001	23,509	25,000	9,990E+1
10,001	23,511	25,000	9,990E+1
11,001	23,513	25,000	9,990E+1
12,001	23,515	25,000	9,990E+1
13,001	23,524	25,000	9,990E+1
14,001	23,540	25,000	9,990E+1
15,001	23,546	25,000	9,990E+1
17,001	23,558	25,000	9,990E+1
18,001	23,575	25,000	9,990E+1
19,001	23,583	25,000	9,990E+1
20,001	23,591	25,000	9,990E+1
21,001	23,596	25,000	9,990E+1
22,001	23,605	25,000	9,990E+1
23,001	23,628	25,000	9,990E+1
24,002	23,645	25,000	9,990E+1
25,002	23,650	25,000	9,990E+1
26,002	23,654	25,000	9,990E+1
27,002	23,664	25,000	9,990E+1
28,002	23,669	25,000	9,990E+1
29,002	23,684	25,000	9,990E+1
30,002	23,699	25,000	9,990E+1
31,002	23,713	25,000	9,990E+1
32,002	23,718	25,000	9,990E+1
33,002	23,718	25,000	9,990E+1
34,002	23,738	25,000	9,990E+1
35,002	23,749	25,000	9,990E+1
36,002	23,772	25,000	9,990E+1
37,002	23,773	25,000	9,990E+1
38,003	23,791	25,000	9,990E+1
39,003	23,802	25,000	1,000E-2
40,003	23,802	25,000	1,000E-2
41,003	23,812	25,000	1,000E-2
42,003	23,833	25,000	1,000E-2
43,003	23,858	25,000	1,000E-2
44,003	23,863	25,000	1,000E-2
45,003	23,891	25,000	1,000E-2
46,003	23,895	25,000	1,000E-2
47,003	23,906	25,000	1,000E-2
48,003	23,919	25,000	1,000E-2
49,003	23,925	25,000	1,000E-2
50,003	23,933	25,000	1,000E-2
51,003	23,969	25,000	1,000E-2
52,003	23,977	25,000	1,000E-2
53,003	23,986	25,000	1,000E-2
54,003	24,025	25,000	1,000E-2
55,004	24,032	25,000	1,000E-2
56,004	24,024	25,000	1,000E-2
57,004	24,035	25,000	1,000E-2
58,004	24,040	25,000	1,000E-2
59,004	24,058	25,000	1,000E-2
60,004	24,063	25,000	1,000E-2
61,004	24,068	25,000	1,000E-2
62,004	24,067	25,000	1,000E-2
63,004	24,055	25,000	1,000E-2
64,004	24,065	25,000	1,000E-2
65,004	24,066	25,000	1,000E-2
66,004	24,062	25,000	1,000E-2
67,004	24,066	25,000	1,000E-2
68,004	24,076	25,000	1,000E-2
69,004	24,083	25,000	1,000E-2
70,004	24,082	25,000	1,000E-2
71,004	24,084	25,000	1,000E-2
72,004	24,081	25,000	1,000E-2
73,005	24,076	25,000	1,000E-2
74,005	24,087	25,000	1,000E-2
75,005	24,089	25,000	1,000E-2
76,005	24,102	25,000	1,000E-2
77,005	24,112	25,000	1,000E-2
78,005	24,108	25,000	1,000E-2
79,005	24,108	25,000	1,000E-2
80,005	24,109	25,000	1,000E-2
81,005	24,105	25,000	1,000E-2
82,005	24,126	25,000	1,000E-2
