Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	30,000	9,990E+1
1,000	24,169	30,000	1,000E-2
2,000	24,171	30,000	2,136E-1
3,000	24,168	30,000	5,956E-1
4,000	24,164	30,000	1,018E+0
5,000	24,163	30,000	1,301E+0
6,000	24,163	30,000	1,584E+0
7,000	24,162	30,000	1,887E+0
8,001	24,164	30,000	2,072E+0
9,001	24,163	30,000	2,355E+0
10,001	24,168	30,000	2,460E+0
11,001	24,172	30,000	2,545E+0
12,001	24,178	30,000	2,570E+0
13,001	24,177	30,000	2,853E+0
14,001	24,183	30,000	2,918E+0
15,001	24,182	30,000	3,181E+0
16,001	24,186	30,000	3,324E+0
17,001	24,191	30,000	3,369E+0
18,001	24,194	30,000	3,513E+0
19,001	24,195	30,000	3,755E+0
20,001	24,197	30,000	3,938E+0
21,001	24,194	30,000	4,279E+0
22,001	24,201	30,000	4,284E+0
23,001	24,201	30,000	4,545E+0
24,001	24,205	30,000	4,649E+0
25,001	24,203	30,000	4,990E+0
26,001	24,209	30,000	4,994E+0
27,001	24,211	30,000	5,196E+0
28,001	24,209	30,000	5,537E+0
29,001	24,212	30,000	5,679E+0
30,001	24,215	30,000	5,842E+0
31,002	24,209	30,000	6,340E+0
32,002	24,210	30,000	6,523E+0
33,002	24,216	30,000	6,566E+0
34,002	24,221	30,000	6,649E+0
35,002	24,218	30,000	7,029E+0
36,002	24,215	30,000	7,389E+0
37,002	24,214	30,000	7,690E+0
38,002	24,215	30,000	7,931E+0
39,002	24,212	30,000	8,272E+0
40,002	24,216	30,000	8,395E+0
41,002	24,218	30,000	8,576E+0
42,002	24,214	30,000	9,016E+0
43,002	24,216	30,000	9,178E+0
44,002	24,220	30,000	9,281E+0
45,002	24,230	30,000	9,165E+0
46,003	24,227	30,000	9,505E+0
47,003	24,230	30,000	9,667E+0
48,003	24,230	30,000	9,927E+0
49,003	24,230	30,000	1,021E+1
50,003	24,239	30,000	1,011E+1
51,003	24,243	30,000	1,019E+1
52,003	24,244	30,000	1,041E+1
53,003	24,250	30,000	1,044E+1
54,003	24,250	30,000	1,072E+1
55,003	24,247	30,000	1,107E+1
56,003	24,246	30,000	1,135E+1
57,003	24,248	30,000	1,155E+1
58,003	24,247	30,000	1,185E+1
59,003	24,248	30,000	1,205E+1
60,004	24,253	30,000	1,212E+1
61,004	24,257	30,000	1,226E+1
62,004	24,261	30,000	1,234E+1
63,004	24,259	30,000	1,269E+1
64,004	24,255	30,000	1,309E+1
65,004	24,256	30,000	1,329E+1
66,004	24,258	30,000	1,347E+1
67,004	24,257	30,000	1,379E+1
68,004	24,255	30,000	1,415E+1
69,004	24,256	30,000	1,435E+1
70,004	24,260	30,000	1,445E+1
71,004	24,267	30,000	1,445E+1
72,004	24,271	30,000	1,451E+1
73,004	24,277	30,000	1,455E+1
74,004	24,276	30,000	1,485E+1
75,004	24,275	30,000	1,515E+1
76,005	24,281	30,000	1,517E+1
77,005	24,284	30,000	1,533E+1
78,005	24,284	30,000	1,559E+1
79,005	24,288	30,000	1,569E+1
80,005	24,294	30,000	1,569E+1
81,005	24,294	30,000	1,597E+1
82,005	24,295	30,000	1,614E+1
83,005	24,300	30,000	1,624E+1
84,005	24,303	30,000	1,638E+1
85,005	24,309	30,000	1,638E+1
86,005	24,309	30,000	1,662E+1
87,005	24,311	30,000	1,682E+1
88,005	24,322	30,000	1,666E+1
89,005	24,319	30,000	1,701E+1
90,005	24,322	30,000	1,713E+1
91,006	24,328	30,000	1,719E+1
92,006	24,336	30,000	1,711E+1
93,006	24,334	30,000	1,742E+1
94,006	24,337	30,000	1,756E+1
95,006	24,338	30,000	1,780E+1
96,006	24,334	30,000	1,821E+1
97,006	24,338	30,000	1,831E+1
98,006	24,332	30,000	1,878E+1
99,006	24,339	30,000	1,878E+1
100,006	24,347	30,000	1,872E+1
101,006	24,355	30,000	1,864E+1
102,006	24,357	30,000	1,883E+1
103,006	24,364	30,000	1,883E+1
104,006	24,372	30,000	1,877E+1
105,006	24,386	30,000	1,847E+1
106,007	24,390	30,000	1,852E+1
107,007	24,390	30,000	1,877E+1
108,007	24,392	30,000	1,895E+1
109,007	24,399	30,000	1,894E+1
110,007	24,402	30,000	1,908E+1
111,007	24,410	30,000	1,899E+1
112,007	24,413	30,000	1,915E+1
113,007	24,414	30,000	1,936E+1
114,007	24,407	30,000	1,989E+1
115,007	24,413	30,000	1,989E+1
116,007	24,417	30,000	2,000E+1
117,007	24,418	30,000	2,023E+1
118,007	24,414	30,000	2,062E+1
119,008	24,423	30,000	2,052E+1
120,008	24,431	30,000	2,045E+1
121,008	24,433	30,000	2,062E+1
122,008	24,437	30,000	2,072E+1
123,008	24,434	30,000	2,109E+1
124,008	24,432	30,000	2,142E+1
125,009	24,440	30,000	2,137E+1
126,009	24,442	30,000	2,150E+1
127,009	24,439	30,000	2,187E+1
128,009	24,450	30,000	2,171E+1
129,009	24,453	30,000	2,186E+1
130,009	24,453	30,000	2,209E+1
131,009	24,455	30,000	2,226E+1
132,009	24,460	30,000	2,231E+1
133,010	24,471	30,000	2,213E+1
134,010	24,470	30,000	2,242E+1
135,010	24,480	30,000	2,225E+1
136,010	24,486	30,000	2,230E+1
137,010	24,502	30,000	2,190E+1
138,010	24,508	30,000	2,191E+1
139,010	24,532	30,000	2,123E+1
140,010	24,532	30,000	2,145E+1
141,010	24,543	30,000	2,126E+1
142,010	24,547	30,000	2,137E+1
143,010	24,556	30,000	2,124E+1
144,010	24,569	30,000	2,095E+1
145,010	24,572	30,000	2,110E+1
146,010	24,571	30,000	2,138E+1
147,011	24,578	30,000	2,135E+1
148,011	24,588	30,000	2,118E+1
149,011	24,588	30,000	2,144E+1
150,011	24,581	30,000	2,197E+1
151,011	24,582	30,000	2,215E+1
152,011	24,585	30,000	2,228E+1
153,011	24,585	30,000	2,254E+1
154,013	24,589	30,000	2,265E+1
155,013	24,584	30,000	2,305E+1
156,013	24,585	30,000	2,325E+1
157,013	24,595	30,000	2,312E+1
