Time [s]	PV [ºC]	SP [ºC]	Duty Cycle 
0,000	0,000	50,000	9,990E+1
0,000	21,727	50,000	9,990E+1
2,000	21,728	50,000	1,000E-2
3,000	21,728	50,000	2,504E+0
4,000	21,725	50,000	3,899E+0
5,000	21,724	50,000	5,235E+0
6,001	21,726	50,000	6,413E+0
7,001	21,726	50,000	7,709E+0
8,001	21,726	50,000	8,987E+0
9,002	21,727	50,000	1,022E+1
10,002	21,730	50,000	1,138E+1
11,002	21,728	50,000	1,270E+1
12,002	21,727	50,000	1,405E+1
13,002	21,721	50,000	1,553E+1
14,002	21,727	50,000	1,659E+1
15,002	21,724	50,000	1,798E+1
16,002	21,725	50,000	1,922E+1
17,002	21,724	50,000	2,054E+1
18,002	21,723	50,000	2,187E+1
19,002	21,724	50,000	2,307E+1
20,002	21,723	50,000	2,443E+1
21,003	21,725	50,000	2,560E+1
22,003	21,726	50,000	2,686E+1
23,003	21,727	50,000	2,810E+1
24,003	21,726	50,000	2,939E+1
25,003	21,730	50,000	3,049E+1
26,003	21,733	50,000	3,165E+1
27,003	21,738	50,000	3,275E+1
28,003	21,740	50,000	3,392E+1
29,003	21,741	50,000	3,518E+1
30,004	21,734	50,000	3,673E+1
31,004	21,739	50,000	3,783E+1
32,004	21,739	50,000	3,909E+1
33,004	21,742	50,000	4,025E+1
34,004	21,745	50,000	4,138E+1
35,004	21,748	50,000	4,256E+1
36,004	21,750	50,000	4,376E+1
37,004	21,760	50,000	4,464E+1
38,004	21,765	50,000	4,571E+1
39,004	21,770	50,000	4,679E+1
40,004	21,779	50,000	4,773E+1
41,004	21,785	50,000	4,876E+1
42,004	21,791	50,000	4,980E+1
43,004	21,803	50,000	5,058E+1
44,004	21,806	50,000	5,171E+1
45,005	21,811	50,000	5,283E+1
46,005	21,819	50,000	5,376E+1
47,005	21,825	50,000	5,478E+1
48,005	21,838	50,000	5,555E+1
49,005	21,846	50,000	5,653E+1
50,005	21,853	50,000	5,750E+1
51,005	21,852	50,000	5,883E+1
52,005	21,855	50,000	5,999E+1
53,005	21,866	50,000	6,078E+1
54,005	21,881	50,000	6,148E+1
55,005	21,894	28,929	1,000E-2
56,005	21,904	28,214	1,000E-2
57,005	21,916	28,214	1,000E-2
58,005	21,928	50,000	9,990E+1
59,005	21,944	50,000	9,990E+1
60,006	21,956	50,000	9,990E+1
61,006	21,956	50,000	9,990E+1
62,006	21,972	50,000	9,990E+1
63,006	21,977	50,000	9,990E+1
64,006	21,985	50,000	9,990E+1
65,006	21,997	50,000	9,990E+1
66,006	22,005	50,000	9,990E+1
67,006	22,021	50,000	9,990E+1
68,006	22,033	50,000	9,990E+1
69,006	22,042	50,000	9,990E+1
70,006	22,038	50,000	9,990E+1
71,006	22,047	50,000	9,990E+1
72,006	22,056	50,000	9,990E+1
73,006	22,069	50,000	9,990E+1
74,006	22,084	50,000	9,990E+1
75,007	22,099	50,000	9,990E+1
76,007	22,113	50,000	9,990E+1
77,007	22,139	50,000	9,990E+1
78,007	22,166	50,000	9,990E+1
79,007	22,179	50,000	9,990E+1
80,007	22,194	50,000	9,990E+1
81,007	22,227	50,000	9,987E+1
82,007	22,245	50,000	9,990E+1
83,007	22,271	50,000	9,990E+1
84,007	22,288	50,000	9,990E+1
85,007	22,295	50,000	9,990E+1
86,007	22,338	50,000	9,945E+1
87,007	22,358	50,000	9,990E+1
