t	TP1 [ºC]	TP2 [ºC]	TP3 [ºC]	TP5 [ºC]	TP6 [ºC]	TP7 [ºC]	TP8 [ºC]	TP10 [ºC]	TP11 [ºC]	TP12 [ºC]	TP13 [ºC]	TP15 [ºC]
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
2,141	62,224	0,000	5,973E+1	6,153E+1	6,118E+1	5,583E+1	6,405E+1	6,525E+1	5,692E+1	6,192E+1	6,301E+1	5,098E+1
2,141	62,224	0,000	5,973E+1	6,153E+1	6,118E+1	5,583E+1	6,405E+1	6,525E+1	5,692E+1	6,192E+1	6,301E+1	5,098E+1
4,308	62,224	0,000	5,968E+1	6,151E+1	6,118E+1	5,583E+1	6,408E+1	6,525E+1	5,691E+1	6,187E+1	6,299E+1	5,095E+1
4,308	62,224	0,000	5,968E+1	6,151E+1	6,118E+1	5,583E+1	6,408E+1	6,525E+1	5,691E+1	6,187E+1	6,299E+1	5,095E+1
6,475	62,255	0,000	5,966E+1	6,145E+1	6,101E+1	5,578E+1	6,417E+1	6,527E+1	5,689E+1	6,182E+1	6,294E+1	5,091E+1
6,475	62,255	0,000	5,966E+1	6,145E+1	6,101E+1	5,578E+1	6,417E+1	6,527E+1	5,689E+1	6,182E+1	6,294E+1	5,091E+1
8,640	62,241	0,000	5,963E+1	6,142E+1	6,094E+1	5,577E+1	6,424E+1	6,533E+1	5,687E+1	6,185E+1	6,293E+1	5,092E+1
8,640	62,241	0,000	5,963E+1	6,142E+1	6,094E+1	5,577E+1	6,424E+1	6,533E+1	5,687E+1	6,185E+1	6,293E+1	5,092E+1
10,809	62,196	0,000	5,965E+1	6,144E+1	6,094E+1	5,575E+1	6,407E+1	6,517E+1	5,684E+1	6,189E+1	6,291E+1	5,092E+1
10,809	62,196	0,000	5,965E+1	6,144E+1	6,094E+1	5,575E+1	6,407E+1	6,517E+1	5,684E+1	6,189E+1	6,291E+1	5,092E+1
12,975	62,211	0,000	5,962E+1	6,139E+1	6,087E+1	5,570E+1	6,407E+1	6,518E+1	5,682E+1	6,188E+1	6,288E+1	5,080E+1
12,975	62,211	0,000	5,962E+1	6,139E+1	6,087E+1	5,570E+1	6,407E+1	6,518E+1	5,682E+1	6,188E+1	6,288E+1	5,080E+1
12,975	62,211	0,000	5,962E+1	6,139E+1	6,087E+1	5,570E+1	6,407E+1	6,518E+1	5,682E+1	6,188E+1	6,288E+1	5,080E+1
