t	PV [ºC]	SP [ºC]	MV[A]
0,000	0,000	70,000	0,000E+0
0,000	0,000	70,000	0,000E+0
1,994	28,772	70,000	0,000E+0
1,994	28,772	70,000	0,000E+0
1,994	28,772	70,000	0,000E+0
4,012	28,802	70,000	0,000E+0
4,012	28,802	70,000	0,000E+0
6,033	28,797	70,000	0,000E+0
6,033	28,797	70,000	0,000E+0
8,049	28,794	70,000	0,000E+0
8,049	28,794	70,000	0,000E+0
10,068	28,771	70,000	0,000E+0
10,068	28,771	70,000	0,000E+0
12,085	28,764	70,000	0,000E+0
12,085	28,764	70,000	0,000E+0
14,104	28,754	70,000	0,000E+0
14,104	28,754	70,000	0,000E+0
16,122	28,768	70,000	0,000E+0
16,122	28,768	70,000	0,000E+0
18,141	28,815	70,000	0,000E+0
18,141	28,815	70,000	0,000E+0
20,160	28,825	70,000	0,000E+0
20,160	28,825	70,000	0,000E+0
22,178	28,853	70,000	0,000E+0
22,178	28,853	70,000	0,000E+0
24,197	28,833	70,000	0,000E+0
24,197	28,833	70,000	0,000E+0
26,213	28,830	70,000	0,000E+0
26,213	28,830	70,000	0,000E+0
28,234	28,825	70,000	0,000E+0
28,234	28,825	70,000	0,000E+0
30,251	28,822	70,000	0,000E+0
30,251	28,822	70,000	0,000E+0
32,271	28,786	70,000	0,000E+0
32,271	28,786	70,000	0,000E+0
34,288	28,817	70,000	0,000E+0
34,288	28,817	70,000	0,000E+0
36,309	28,854	70,000	0,000E+0
36,309	28,854	70,000	0,000E+0
38,326	28,841	70,000	0,000E+0
38,326	28,841	70,000	0,000E+0
40,346	28,846	70,000	0,000E+0
40,346	28,846	70,000	0,000E+0
42,363	28,851	70,000	0,000E+0
42,363	28,851	70,000	0,000E+0
44,384	28,874	70,000	0,000E+0
44,384	28,874	70,000	0,000E+0
46,400	28,856	70,000	0,000E+0
46,400	28,856	70,000	0,000E+0
48,421	28,892	70,000	0,000E+0
48,421	28,892	70,000	0,000E+0
50,438	28,907	70,000	0,000E+0
50,438	28,907	70,000	0,000E+0
52,456	28,920	70,000	0,000E+0
52,456	28,920	70,000	0,000E+0
54,473	28,927	70,000	0,000E+0
54,473	28,927	70,000	0,000E+0
56,492	28,972	70,000	0,000E+0
56,492	28,972	70,000	0,000E+0
58,508	28,932	70,000	0,000E+0
58,508	28,932	70,000	0,000E+0
60,527	28,961	70,000	0,000E+0
60,527	28,961	70,000	0,000E+0
62,543	28,939	70,000	0,000E+0
62,543	28,939	70,000	0,000E+0
64,562	28,944	70,000	0,000E+0
