t	TP1 [ºC]	TP2 [ºC]	TP3 [ºC]	TP5 [ºC]	TP6 [ºC]	TP7 [ºC]	TP8 [ºC]	TP10 [ºC]	TP11 [ºC]	TP12 [ºC]	TP13 [ºC]	TP15 [ºC]
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,994	28,772	28,787	2,791E+1	2,859E+1	2,859E+1	2,680E+1	3,206E+1	3,274E+1	2,733E+1	2,917E+1	3,033E+1	2,540E+1
1,994	28,772	28,787	2,791E+1	2,859E+1	2,859E+1	2,680E+1	3,206E+1	3,274E+1	2,733E+1	2,917E+1	3,033E+1	2,540E+1
1,994	28,772	28,787	2,791E+1	2,859E+1	2,859E+1	2,680E+1	3,206E+1	3,274E+1	2,733E+1	2,917E+1	3,033E+1	2,540E+1
4,012	28,802	28,817	2,791E+1	2,859E+1	2,859E+1	2,680E+1	3,210E+1	3,277E+1	2,736E+1	2,916E+1	3,034E+1	2,541E+1
4,012	28,802	28,817	2,791E+1	2,859E+1	2,859E+1	2,680E+1	3,210E+1	3,277E+1	2,736E+1	2,916E+1	3,034E+1	2,541E+1
6,033	28,797	28,812	2,789E+1	2,857E+1	2,862E+1	2,680E+1	3,205E+1	3,273E+1	2,734E+1	2,913E+1	3,033E+1	2,541E+1
6,033	28,797	28,812	2,789E+1	2,857E+1	2,862E+1	2,680E+1	3,205E+1	3,273E+1	2,734E+1	2,913E+1	3,033E+1	2,541E+1
8,049	28,794	28,809	2,786E+1	2,857E+1	2,861E+1	2,681E+1	3,208E+1	3,277E+1	2,734E+1	2,918E+1	3,034E+1	2,542E+1
8,049	28,794	28,809	2,786E+1	2,857E+1	2,861E+1	2,681E+1	3,208E+1	3,277E+1	2,734E+1	2,918E+1	3,034E+1	2,542E+1
10,068	28,771	28,786	2,784E+1	2,854E+1	2,855E+1	2,681E+1	3,212E+1	3,277E+1	2,735E+1	2,919E+1	3,035E+1	2,539E+1
10,068	28,771	28,786	2,784E+1	2,854E+1	2,855E+1	2,681E+1	3,212E+1	3,277E+1	2,735E+1	2,919E+1	3,035E+1	2,539E+1
12,085	28,764	28,779	2,786E+1	2,855E+1	2,857E+1	2,682E+1	3,201E+1	3,269E+1	2,735E+1	2,915E+1	3,034E+1	2,541E+1
12,085	28,764	28,779	2,786E+1	2,855E+1	2,857E+1	2,682E+1	3,201E+1	3,269E+1	2,735E+1	2,915E+1	3,034E+1	2,541E+1
14,104	28,754	28,769	2,786E+1	2,854E+1	2,859E+1	2,683E+1	3,195E+1	3,269E+1	2,736E+1	2,916E+1	3,042E+1	2,543E+1
