t	PV [ºC]	SP [ºC]	MV[%] 
0,000	0,000	71,000	9,990E+1
0,000	0,000	71,000	9,990E+1
0,000	61,960	71,000	1,000E-2
2,141	61,960	71,000	4,178E-1
2,141	61,890	71,000	3,580E+0
4,308	61,890	71,000	3,991E+0
4,308	61,930	71,000	4,403E+0
6,475	61,930	71,000	3,209E+0
6,475	61,930	71,000	3,619E+0
8,640	62,028	71,000	1,847E-1
8,640	62,028	71,000	5,903E-1
10,809	61,989	71,000	2,541E+0
10,809	61,989	71,000	2,948E+0
12,975	61,861	71,000	8,406E+0
12,975	61,861	71,000	8,819E+0
12,975	61,846	71,000	9,826E+0
15,142	61,846	71,000	1,024E+1
15,142	61,822	71,000	1,160E+1
17,307	61,822	71,000	1,202E+1
17,307	61,779	71,000	1,243E+1
19,474	61,779	71,000	1,453E+1
19,474	61,779	71,000	1,495E+1
21,641	61,773	71,000	1,564E+1
21,641	61,773	71,000	1,606E+1
23,810	61,766	71,000	1,673E+1
23,810	61,766	71,000	1,715E+1
25,976	61,776	71,000	1,717E+1
25,976	61,776	71,000	1,759E+1
25,976	61,739	71,000	1,947E+1
28,143	61,739	71,000	1,989E+1
28,143	61,663	71,000	2,334E+1
30,308	61,663	71,000	2,376E+1
30,308	61,671	71,000	2,418E+1
32,475	61,671	71,000	2,426E+1
32,475	61,671	71,000	2,468E+1
34,641	61,720	71,000	2,316E+1
34,641	61,720	71,000	2,358E+1
36,808	61,755	71,000	2,260E+1
36,808	61,755	71,000	2,301E+1
38,977	61,751	71,000	2,361E+1
38,977	61,751	71,000	2,403E+1
38,977	61,728	71,000	2,534E+1
41,144	61,728	71,000	2,575E+1
41,144	61,748	71,000	2,542E+1
43,308	61,748	71,000	2,584E+1
43,308	61,674	71,000	2,626E+1
45,473	61,674	71,000	2,959E+1
45,473	61,654	71,000	3,001E+1
47,638	61,654	71,000	3,122E+1
47,638	61,654	71,000	3,164E+1
49,805	61,620	71,000	3,339E+1
49,805	61,620	71,000	3,382E+1
51,972	61,573	71,000	3,614E+1
51,972	61,573	71,000	3,657E+1
51,972	61,597	71,000	3,604E+1
54,138	61,597	71,000	3,647E+1
54,138	61,543	71,000	3,899E+1
56,303	61,543	71,000	3,942E+1
56,303	61,586	71,000	3,984E+1
58,470	61,586	71,000	3,859E+1
58,470	61,602	71,000	3,901E+1
60,635	61,602	71,000	3,882E+1
60,635	61,602	71,000	3,925E+1
62,801	61,535	71,000	4,231E+1
62,801	61,535	71,000	4,273E+1
64,966	61,484	71,000	4,516E+1
64,966	61,484	71,000	4,559E+1
64,966	61,534	71,000	4,408E+1
67,129	61,534	71,000	4,451E+1
67,129	61,600	71,000	4,230E+1
