t	PV [ºC]	SP [ºC]	MV[A]
0,000	0,000	61,000	0,000E+0
0,000	0,000	61,000	3,200E-1
0,000	0,000	61,000	3,200E-1
2,141	61,165	61,000	3,200E-1
2,141	61,165	61,000	0,000E+0
4,306	61,131	61,000	0,000E+0
4,306	61,131	61,000	2,623E-1
6,472	61,131	61,000	2,442E-1
6,472	61,128	61,000	2,261E-1
8,639	61,128	61,000	2,332E-1
8,639	61,138	61,000	2,156E-1
10,804	61,138	61,000	1,141E-1
10,804	61,117	61,000	9,505E-2
12,973	61,117	61,000	2,521E-1
12,973	61,130	61,000	2,359E-1
12,973	61,130	61,000	1,108E-1
15,140	61,094	61,000	9,289E-2
15,140	61,094	61,000	3,200E-1
17,304	61,115	61,000	3,071E-1
17,304	61,115	61,000	1,180E-1
19,471	61,115	61,000	1,022E-1
19,471	61,100	69,000	8,633E-2
21,636	61,100	69,000	3,200E-1
21,636	61,086	69,000	3,200E-1
23,805	61,086	69,000	3,200E-1
23,805	61,086	69,000	3,200E-1
25,972	61,086	69,000	3,200E-1
25,972	61,125	69,000	3,200E-1
25,972	61,125	69,000	3,200E-1
28,138	61,103	69,000	3,200E-1
28,138	61,103	69,000	3,200E-1
30,305	61,098	69,000	3,200E-1
30,305	61,098	69,000	3,200E-1
32,470	61,098	69,000	3,200E-1
32,470	61,078	69,000	3,200E-1
34,637	61,078	69,000	3,200E-1
34,637	61,036	69,000	3,200E-1
36,806	61,036	69,000	3,200E-1
36,806	61,046	69,000	3,200E-1
38,970	61,046	69,000	3,200E-1
38,970	61,001	69,000	3,200E-1
38,970	61,001	69,000	3,200E-1
41,139	61,031	69,000	3,200E-1
41,139	61,031	69,000	3,200E-1
43,306	61,043	69,000	3,200E-1
43,306	61,043	69,000	3,200E-1
45,475	61,043	69,000	3,200E-1
45,475	61,053	69,000	3,200E-1
47,640	61,053	69,000	3,200E-1
47,640	61,067	69,000	3,200E-1
49,804	61,067	69,000	3,200E-1
49,804	61,020	69,000	3,200E-1
51,971	61,020	69,000	3,200E-1
51,971	61,044	69,000	3,200E-1
51,971	61,044	69,000	3,200E-1
54,138	61,075	69,000	3,200E-1
54,138	61,075	69,000	3,200E-1
56,307	61,085	69,000	3,200E-1
56,307	61,085	69,000	3,200E-1
58,470	61,085	69,000	3,200E-1
58,470	61,037	69,000	3,200E-1
60,638	61,037	69,000	3,200E-1
60,638	61,037	69,000	3,200E-1
62,805	61,037	69,000	3,200E-1
62,805	61,039	69,000	3,200E-1
64,970	61,039	69,000	3,200E-1
64,970	61,034	69,000	3,200E-1
64,970	61,034	69,000	3,200E-1
67,139	61,020	69,000	3,200E-1
67,139	61,020	69,000	3,200E-1
69,303	60,987	69,000	3,200E-1
69,303	60,987	69,000	3,200E-1
71,472	60,987	69,000	3,200E-1
71,472	61,016	69,000	3,200E-1
73,637	61,016	69,000	3,200E-1
73,637	61,036	69,000	3,200E-1
75,802	61,036	69,000	3,200E-1
75,802	60,989	69,000	3,200E-1
77,971	60,989	69,000	3,200E-1
77,971	60,940	69,000	3,200E-1
77,971	60,940	69,000	3,200E-1
80,135	60,940	69,000	3,200E-1
80,135	60,940	69,000	3,200E-1
82,304	60,974	69,000	3,200E-1
82,304	60,974	69,000	3,200E-1
84,473	60,974	69,000	3,200E-1
84,473	61,013	69,000	3,200E-1
86,640	61,013	69,000	3,200E-1
86,640	60,995	69,000	3,200E-1
88,805	60,995	69,000	3,200E-1
88,805	60,999	69,000	3,200E-1
90,970	60,999	69,000	3,200E-1
90,970	60,964	69,000	3,200E-1
90,970	60,964	69,000	3,200E-1
93,132	60,925	69,000	3,200E-1
93,132	60,925	69,000	3,200E-1
95,301	60,925	69,000	3,200E-1
95,301	60,925	69,000	3,200E-1
97,470	60,925	69,000	3,200E-1
97,470	60,940	69,000	3,200E-1
99,635	60,940	69,000	3,200E-1
99,635	60,957	69,000	3,200E-1
101,800	60,957	69,000	3,200E-1
101,800	60,965	69,000	3,200E-1
103,968	60,965	69,000	3,200E-1
103,968	61,002	69,000	3,200E-1
103,968	61,002	69,000	3,200E-1
106,131	60,979	69,000	3,200E-1
106,131	60,979	69,000	3,200E-1
108,300	60,940	69,000	3,200E-1
108,300	60,940	69,000	3,200E-1
110,465	60,940	61,000	3,200E-1
110,465	60,943	61,000	0,000E+0
112,634	60,943	61,000	0,000E+0
112,634	60,940	61,000	7,852E-3
114,802	60,940	61,000	4,087E-2
114,802	60,967	61,000	4,914E-2
116,969	60,967	61,000	0,000E+0
116,969	60,996	61,000	4,550E-3
116,969	60,996	61,000	0,000E+0
119,136	60,977	61,000	5,521E-4
119,136	60,977	61,000	1,604E-1
121,303	60,986	61,000	1,636E-1
121,303	60,986	61,000	9,128E-2
123,471	60,986	61,000	9,321E-2
123,471	60,949	61,000	9,514E-2
125,717	60,949	61,000	3,200E-1
125,717	60,902	61,000	3,200E-1
127,957	60,902	61,000	3,200E-1
127,957	60,922	61,000	3,200E-1
127,957	60,922	61,000	1,659E-1
130,198	60,914	61,000	1,766E-1
130,198	60,914	61,000	2,544E-1
132,441	60,914	61,000	2,663E-1
132,441	60,948	61,000	2,782E-1
134,680	60,948	61,000	4,983E-3
134,680	60,926	61,000	1,215E-2
136,923	60,926	61,000	2,038E-1
136,923	60,986	61,000	2,140E-1
136,923	60,986	61,000	0,000E+0
139,164	61,009	61,000	1,930E-3
139,164	61,009	61,000	0,000E+0
141,403	61,009	61,000	0,000E+0
141,403	60,988	61,000	0,000E+0
143,646	60,988	61,000	1,748E-1
143,646	60,925	61,000	1,765E-1
145,886	60,925	61,000	3,200E-1
145,886	60,964	61,000	3,200E-1
145,886	60,964	61,000	3,403E-3
148,053	60,988	61,000	8,367E-3
148,053	60,988	61,000	0,000E+0
150,294	60,971	61,000	1,655E-3
150,294	60,971	61,000	1,458E-1
152,533	60,971	61,000	1,498E-1
152,533	60,937	61,000	1,538E-1
154,776	60,937	61,000	3,200E-1
