t	PC(E)	PL(E)	PC(T)	PL(T)	Vel
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0
0,002	1,100	0,000	1,096E+0	1,096E+0	0,000E+0
1,001	1,100	0,000	1,100E+0	1,100E+0	0,000E+0
2,002	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
3,003	1,100	0,000	1,100E+0	1,100E+0	0,000E+0
4,004	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
5,005	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
6,005	1,090	0,000	1,090E+0	1,090E+0	0,000E+0
7,005	1,060	0,000	1,090E+0	1,090E+0	0,000E+0
8,005	1,070	0,000	1,060E+0	1,060E+0	0,000E+0
9,006	1,130	0,000	1,070E+0	1,070E+0	0,000E+0
10,006	1,110	0,000	1,130E+0	1,130E+0	0,000E+0
11,006	1,130	0,000	1,110E+0	0,000E+0	0,000E+0
12,006	1,130	0,000	1,130E+0	1,130E+0	0,000E+0
13,008	1,310	0,000	1,130E+0	1,130E+0	0,000E+0
14,010	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
15,011	1,100	0,000	1,120E+0	1,120E+0	0,000E+0
16,012	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
17,012	1,120	0,000	1,070E+0	0,000E+0	0,000E+0
18,013	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
19,013	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
20,013	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
21,013	1,210	0,000	1,210E+0	1,210E+0	0,000E+0
22,014	1,000	0,000	1,000E+0	1,000E+0	0,000E+0
23,015	1,010	0,000	1,107E+0	1,107E+0	0,000E+0
24,016	1,090	0,000	1,010E+0	1,010E+0	0,000E+0
25,016	1,090	0,000	1,090E+0	1,090E+0	0,000E+0
26,016	1,090	0,000	1,090E+0	1,090E+0	0,000E+0
27,016	1,110	0,000	1,090E+0	1,090E+0	0,000E+0
28,017	1,100	0,000	1,110E+0	0,000E+0	0,000E+0
29,019	1,100	0,000	1,100E+0	1,100E+0	0,000E+0
30,019	1,100	0,000	1,100E+0	1,100E+0	0,000E+0
31,020	1,120	0,000	1,100E+0	1,100E+0	0,000E+0
32,021	1,130	0,000	1,120E+0	1,120E+0	0,000E+0
33,021	1,120	0,000	1,130E+0	1,130E+0	0,000E+0
34,022	1,120	0,000	1,120E+0	0,000E+0	0,000E+0
35,023	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
36,023	1,280	0,000	1,280E+0	1,280E+0	0,000E+0
37,023	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
38,025	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
39,025	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
40,026	1,050	0,000	1,130E+0	1,130E+0	0,000E+0
41,027	1,050	0,000	1,050E+0	1,050E+0	0,000E+0
42,027	1,240	0,000	1,240E+0	1,240E+0	0,000E+0
43,027	1,020	0,000	1,020E+0	1,020E+0	0,000E+0
44,027	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
45,027	1,170	0,000	1,170E+0	1,170E+0	0,000E+0
46,027	1,130	0,000	1,144E+0	1,144E+0	0,000E+0
47,027	1,330	0,000	1,130E+0	1,130E+0	0,000E+0
48,029	1,330	0,000	1,330E+0	1,330E+0	0,000E+0
49,030	0,950	0,000	1,140E+0	1,140E+0	0,000E+0
50,031	1,040	0,000	9,500E-1	9,500E-1	0,000E+0
51,032	1,060	0,000	1,040E+0	0,000E+0	0,000E+0
52,032	1,060	0,000	1,060E+0	1,060E+0	0,000E+0
53,033	1,080	0,000	1,060E+0	1,060E+0	0,000E+0
54,034	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
55,034	1,020	0,000	1,110E+0	1,110E+0	0,000E+0
56,034	1,230	0,000	1,230E+0	1,230E+0	0,000E+0
57,035	1,050	0,000	1,230E+0	0,000E+0	0,000E+0
58,035	1,050	0,000	1,050E+0	1,050E+0	0,000E+0
59,036	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
60,038	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
61,038	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
62,039	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
63,040	1,060	0,000	1,140E+0	0,000E+0	0,000E+0
64,041	1,060	0,000	1,060E+0	1,060E+0	0,000E+0
65,042	1,040	0,000	1,040E+0	1,040E+0	0,000E+0
66,044	1,030	0,000	1,030E+0	1,030E+0	0,000E+0
67,046	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
68,046	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
69,047	1,110	0,000	1,096E+0	1,096E+0	0,000E+0
70,047	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
71,047	1,180	0,000	1,180E+0	1,180E+0	0,000E+0
72,047	1,060	0,000	1,060E+0	1,060E+0	0,000E+0
73,047	1,250	0,000	1,250E+0	1,250E+0	0,000E+0
74,047	1,030	0,000	1,030E+0	1,030E+0	0,000E+0
75,048	1,280	0,000	1,159E+0	1,159E+0	0,000E+0
76,048	1,280	0,000	1,280E+0	1,280E+0	0,000E+0
77,048	0,910	0,000	9,100E-1	9,100E-1	0,000E+0
78,049	0,970	0,000	9,700E-1	9,700E-1	0,000E+0
79,049	0,970	0,000	9,700E-1	9,700E-1	0,000E+0
80,051	1,270	0,000	1,270E+0	1,270E+0	0,000E+0
81,050	1,040	0,000	1,040E+0	1,040E+0	0,000E+0
82,050	1,030	0,000	1,040E+0	1,040E+0	0,000E+0
83,050	1,170	0,000	1,030E+0	1,030E+0	0,000E+0
84,050	0,970	0,000	1,170E+0	1,170E+0	0,000E+0
85,050	1,030	0,000	9,700E-1	9,700E-1	0,000E+0
86,051	1,010	0,000	1,030E+0	0,000E+0	0,000E+0
87,051	1,010	0,000	1,010E+0	1,010E+0	0,000E+0
88,052	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
89,053	1,010	0,000	1,010E+0	1,010E+0	0,000E+0
90,054	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
91,054	1,010	0,000	1,010E+0	1,010E+0	0,000E+0
92,055	1,160	0,000	1,010E+0	0,000E+0	0,000E+0
93,055	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
94,055	1,230	0,000	1,230E+0	1,230E+0	0,000E+0
95,055	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
96,055	1,180	0,000	1,180E+0	1,180E+0	0,000E+0
97,056	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
98,056	1,200	0,000	1,172E+0	1,172E+0	0,000E+0
99,057	1,200	0,000	1,200E+0	1,200E+0	0,000E+0
100,057	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
101,059	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
102,059	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
103,059	1,220	0,000	1,220E+0	1,220E+0	0,000E+0
104,059	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
105,060	1,060	0,000	1,070E+0	1,070E+0	0,000E+0
106,060	1,050	0,000	1,060E+0	1,060E+0	0,000E+0
107,061	0,990	0,000	1,050E+0	1,050E+0	0,000E+0
108,062	1,080	0,000	9,900E-1	9,900E-1	0,000E+0
109,062	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
110,063	1,020	0,000	1,020E+0	1,020E+0	0,000E+0
111,063	1,130	0,000	1,020E+0	1,020E+0	0,000E+0
112,063	1,010	0,000	1,130E+0	1,130E+0	0,000E+0
113,064	1,140	0,000	1,010E+0	1,010E+0	0,000E+0
114,064	1,060	0,000	1,140E+0	1,140E+0	0,000E+0
115,065	1,140	0,000	1,060E+0	0,000E+0	0,000E+0
116,065	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
117,065	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
118,065	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
119,066	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
120,067	1,000	0,000	1,000E+0	1,000E+0	0,000E+0
121,068	1,030	0,000	1,078E+0	1,078E+0	0,000E+0
122,068	1,030	0,000	1,030E+0	1,030E+0	0,000E+0
123,068	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
124,069	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
125,069	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
126,070	1,210	0,000	1,210E+0	1,210E+0	0,000E+0
127,070	1,090	0,000	1,127E+0	1,127E+0	0,000E+0
128,071	1,060	0,000	1,090E+0	1,090E+0	0,000E+0
129,072	1,060	0,000	1,060E+0	1,060E+0	0,000E+0
130,073	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
131,074	1,170	0,000	1,080E+0	1,080E+0	0,000E+0
132,074	1,170	0,000	1,170E+0	0,000E+0	0,000E+0
133,074	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
134,075	1,240	0,000	1,120E+0	1,120E+0	0,000E+0
135,075	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
136,075	1,240	0,000	1,240E+0	1,240E+0	0,000E+0
137,075	1,080	0,000	1,080E+0	1,080E+0	0,000E+0
138,077	1,140	0,000	1,080E+0	0,000E+0	0,000E+0
139,077	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
140,077	1,200	0,000	1,200E+0	1,200E+0	0,000E+0
141,079	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
142,079	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
143,079	1,140	0,000	1,140E+0	1,140E+0	0,000E+0
144,080	1,030	0,000	1,124E+0	1,124E+0	0,000E+0
145,080	1,030	0,000	1,030E+0	1,030E+0	0,000E+0
146,080	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
147,080	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
148,080	1,000	0,000	1,000E+0	1,000E+0	0,000E+0
149,080	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
150,080	0,960	0,000	9,600E-1	9,600E-1	0,000E+0
151,080	1,100	0,000	9,600E-1	9,600E-1	0,000E+0
152,081	1,120	0,000	1,100E+0	1,100E+0	0,000E+0
153,081	1,150	0,000	1,120E+0	1,120E+0	0,000E+0
154,081	1,090	0,000	1,150E+0	1,150E+0	0,000E+0
155,081	1,090	0,000	1,090E+0	1,090E+0	0,000E+0
156,082	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
157,082	1,160	0,000	1,110E+0	1,110E+0	0,000E+0
158,082	1,070	0,000	1,160E+0	1,160E+0	0,000E+0
159,082	1,200	0,000	1,070E+0	1,070E+0	0,000E+0
160,082	1,030	0,000	1,200E+0	1,200E+0	0,000E+0
161,082	1,200	0,000	1,030E+0	0,000E+0	0,000E+0
162,083	1,200	0,000	1,200E+0	1,200E+0	0,000E+0
163,083	1,230	0,000	1,230E+0	1,230E+0	0,000E+0
164,083	1,020	0,000	1,020E+0	1,020E+0	0,000E+0
165,084	1,060	0,000	1,060E+0	1,060E+0	0,000E+0
166,084	1,130	0,000	1,130E+0	1,130E+0	0,000E+0
167,084	1,070	0,000	1,130E+0	0,000E+0	0,000E+0
168,084	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
169,084	1,150	0,000	1,150E+0	1,150E+0	0,000E+0
170,085	1,120	0,000	1,120E+0	1,120E+0	0,000E+0
171,086	1,130	0,000	1,130E+0	1,130E+0	0,000E+0
172,086	1,110	0,000	1,110E+0	1,110E+0	0,000E+0
173,097	1,090	0,000	1,122E+0	1,122E+0	0,000E+0
174,097	1,090	0,000	1,090E+0	1,090E+0	0,000E+0
175,097	1,070	0,000	1,070E+0	1,070E+0	0,000E+0
176,097	1,160	0,000	1,160E+0	1,160E+0	0,000E+0
177,097	0,980	0,000	9,800E-1	9,800E-1	0,000E+0
178,097	1,160	0,000	1,160E+0	1,160E+0	1,200E+3
179,097	1,100	0,000	1,100E+0	1,100E+0	1,200E+3
180,097	5,920	2,350	1,100E+0	1,100E+0	1,200E+3
181,097	5,920	2,350	5,920E+0	5,920E+0	1,200E+3
