t	PV [ºC]	SP [ºC]	MV[A]
0,000	0,000	50,000	3,200E-1
0,000	0,000	50,000	3,200E-1
1,990	0,000	50,000	3,200E-1
1,990	0,000	50,000	3,200E-1
1,990	0,000	50,000	3,200E-1
4,010	0,000	50,000	3,200E-1
4,010	0,000	50,000	3,200E-1
6,028	0,000	50,000	3,200E-1
6,028	0,000	50,000	3,200E-1
8,046	0,000	50,000	3,200E-1
8,046	0,000	50,000	3,200E-1
10,064	0,000	50,000	3,200E-1
10,064	0,000	50,000	3,200E-1
12,081	0,000	50,000	3,200E-1
12,081	0,000	50,000	3,200E-1
14,099	0,000	50,000	3,200E-1
14,099	0,000	50,000	3,200E-1
16,119	0,000	50,000	3,200E-1
16,119	0,000	50,000	3,200E-1
18,136	0,000	50,000	3,200E-1
18,136	0,000	50,000	3,200E-1
20,156	0,000	50,000	3,200E-1
20,156	0,000	50,000	3,200E-1
22,174	0,000	50,000	3,200E-1
22,174	0,000	50,000	3,200E-1
24,194	0,000	50,000	3,200E-1
24,194	0,000	50,000	3,200E-1
26,213	0,000	50,000	3,200E-1
26,213	0,000	50,000	3,200E-1
28,231	0,000	50,000	3,200E-1
28,231	0,000	50,000	3,200E-1
30,247	0,000	50,000	3,200E-1
30,247	0,000	50,000	3,200E-1
32,266	0,000	50,000	3,200E-1
32,266	0,000	50,000	3,200E-1
34,284	0,000	50,000	3,200E-1
34,284	0,000	50,000	3,200E-1
36,300	0,000	50,000	3,200E-1
36,300	0,000	50,000	3,200E-1
38,318	0,000	50,000	3,200E-1
38,318	0,000	50,000	3,200E-1
40,337	0,000	50,000	3,200E-1
40,337	0,000	50,000	3,200E-1
42,355	0,000	50,000	3,200E-1
42,355	0,000	50,000	3,200E-1
44,373	0,000	50,000	3,200E-1
44,373	0,000	50,000	3,200E-1
46,392	0,000	50,000	3,200E-1
46,392	0,000	50,000	3,200E-1
48,410	0,000	50,000	3,200E-1
48,410	0,000	50,000	3,200E-1
50,428	0,000	50,000	3,200E-1
50,428	0,000	50,000	3,200E-1
52,446	0,000	50,000	3,200E-1
52,446	0,000	50,000	3,200E-1
54,465	0,000	50,000	3,200E-1
54,465	0,000	50,000	3,200E-1
56,483	0,000	50,000	3,200E-1
56,483	0,000	50,000	3,200E-1
58,501	0,000	50,000	3,200E-1
58,501	0,000	50,000	3,200E-1
60,520	0,000	50,000	3,200E-1
60,520	0,000	50,000	3,200E-1
62,540	0,000	50,000	3,200E-1
62,540	0,000	50,000	3,200E-1
64,558	0,000	50,000	3,200E-1
64,558	0,000	50,000	3,200E-1
66,574	0,000	50,000	3,200E-1
66,574	0,000	50,000	3,200E-1
68,593	0,000	50,000	3,200E-1
68,593	0,000	50,000	3,200E-1
70,613	0,000	50,000	3,200E-1
70,613	0,000	50,000	3,200E-1
72,629	0,000	50,000	3,200E-1
72,629	0,000	50,000	3,200E-1
74,649	0,000	50,000	3,200E-1
74,649	0,000	50,000	3,200E-1
76,668	0,000	50,000	3,200E-1
76,668	0,000	50,000	3,200E-1
78,684	0,000	50,000	3,200E-1
78,684	0,000	50,000	3,200E-1
80,702	0,000	50,000	3,200E-1
80,702	0,000	50,000	3,200E-1
82,721	0,000	50,000	3,200E-1
82,721	0,000	50,000	3,200E-1
84,737	0,000	50,000	3,200E-1
84,737	0,000	50,000	3,200E-1
86,759	0,000	50,000	3,200E-1
86,759	0,000	50,000	3,200E-1
88,778	0,000	50,000	3,200E-1
88,778	0,000	50,000	3,200E-1
90,794	0,000	50,000	3,200E-1
90,794	0,000	50,000	3,200E-1
92,813	0,000	50,000	3,200E-1
92,813	0,000	50,000	3,200E-1
94,831	0,000	50,000	3,200E-1
94,831	0,000	50,000	3,200E-1
96,850	0,000	50,000	3,200E-1
96,850	0,000	50,000	3,200E-1
98,870	0,000	50,000	3,200E-1
98,870	0,000	50,000	3,200E-1
100,886	0,000	50,000	3,200E-1
100,886	0,000	50,000	3,200E-1
102,907	0,000	50,000	3,200E-1
102,907	0,000	50,000	3,200E-1
104,925	0,000	50,000	3,200E-1
104,925	0,000	50,000	3,200E-1
106,945	0,000	50,000	3,200E-1
106,945	0,000	50,000	3,200E-1
108,964	0,000	50,000	3,200E-1
108,964	0,000	50,000	3,200E-1
110,982	0,000	50,000	3,200E-1
110,982	0,000	50,000	3,200E-1
113,001	0,000	50,000	3,200E-1
113,001	0,000	50,000	3,200E-1
115,019	0,000	50,000	3,200E-1
115,019	0,000	50,000	3,200E-1
117,038	0,000	50,000	3,200E-1
117,038	0,000	50,000	3,200E-1
117,038	0,000	50,000	3,200E-1
119,054	0,000	50,000	3,200E-1
119,054	0,000	50,000	3,200E-1
121,072	0,000	50,000	3,200E-1
121,072	0,000	50,000	3,200E-1
123,091	0,000	50,000	3,200E-1
123,091	0,000	50,000	3,200E-1
125,107	0,000	50,000	3,200E-1
125,107	0,000	50,000	3,200E-1
127,126	0,000	50,000	3,200E-1
127,126	0,000	50,000	3,200E-1
129,142	0,000	50,000	3,200E-1
129,142	0,000	50,000	3,200E-1
131,161	0,000	50,000	3,200E-1
131,161	0,000	50,000	3,200E-1
133,179	0,000	50,000	3,200E-1
133,179	0,000	50,000	3,200E-1
135,198	0,000	50,000	3,200E-1
135,198	0,000	50,000	3,200E-1
137,216	0,000	50,000	3,200E-1
137,216	0,000	50,000	3,200E-1
139,232	0,000	50,000	3,200E-1
139,232	0,000	50,000	3,200E-1
141,253	0,000	50,000	3,200E-1
141,253	0,000	50,000	3,200E-1
143,269	0,000	50,000	3,200E-1
143,269	0,000	50,000	3,200E-1
145,290	0,000	50,000	3,200E-1
145,290	0,000	50,000	3,200E-1
147,308	0,000	50,000	3,200E-1
147,308	0,000	50,000	3,200E-1
149,325	0,000	50,000	3,200E-1
149,325	0,000	50,000	3,200E-1
151,343	0,000	50,000	3,200E-1
151,343	0,000	50,000	3,200E-1
153,360	0,000	50,000	3,200E-1
153,360	0,000	50,000	3,200E-1
155,378	0,000	50,000	3,200E-1
155,378	0,000	50,000	3,200E-1
157,396	0,000	50,000	3,200E-1
157,396	0,000	50,000	3,200E-1
159,415	0,000	50,000	3,200E-1
159,415	0,000	50,000	3,200E-1
161,435	0,000	50,000	3,200E-1
161,435	0,000	50,000	3,200E-1
163,454	0,000	50,000	3,200E-1
163,454	0,000	50,000	3,200E-1
165,474	0,000	50,000	3,200E-1
165,474	0,000	50,000	3,200E-1
167,491	0,000	50,000	3,200E-1
167,491	0,000	50,000	3,200E-1
169,511	0,000	50,000	3,200E-1
169,511	0,000	50,000	3,200E-1
171,530	0,000	50,000	3,200E-1
171,530	0,000	50,000	3,200E-1
173,548	0,000	50,000	3,200E-1
173,548	0,000	50,000	3,200E-1
175,569	0,000	50,000	3,200E-1
175,569	0,000	50,000	3,200E-1
177,587	0,000	50,000	3,200E-1
177,587	0,000	50,000	3,200E-1
179,606	0,000	50,000	3,200E-1
179,606	0,000	50,000	3,200E-1
181,624	0,000	50,000	3,200E-1
181,624	0,000	50,000	3,200E-1
183,643	0,000	50,000	3,200E-1
183,643	0,000	50,000	3,200E-1
185,661	0,000	50,000	3,200E-1
185,661	0,000	50,000	3,200E-1
187,679	0,000	50,000	3,200E-1
187,679	0,000	50,000	3,200E-1
189,700	0,000	50,000	3,200E-1
189,700	0,000	50,000	3,200E-1
191,716	0,000	50,000	3,200E-1
191,716	0,000	50,000	3,200E-1
193,737	0,000	50,000	3,200E-1
193,737	0,000	50,000	3,200E-1
195,753	0,000	50,000	3,200E-1
195,753	0,000	50,000	3,200E-1
197,772	0,000	50,000	3,200E-1
197,772	0,000	50,000	3,200E-1
199,790	0,000	50,000	3,200E-1
199,790	0,000	50,000	3,200E-1
201,807	0,000	50,000	3,200E-1
201,807	0,000	50,000	3,200E-1
203,825	0,000	50,000	3,200E-1
203,825	0,000	50,000	3,200E-1
205,842	0,000	50,000	3,200E-1
205,842	0,000	50,000	3,200E-1
207,860	0,000	50,000	3,200E-1
207,860	0,000	50,000	3,200E-1
209,878	0,000	50,000	3,200E-1
209,878	0,000	50,000	3,200E-1
211,897	0,000	50,000	3,200E-1
211,897	0,000	50,000	3,200E-1
213,915	0,000	50,000	3,200E-1
213,915	0,000	50,000	3,200E-1
215,932	0,000	50,000	3,200E-1
215,932	0,000	50,000	3,200E-1
217,952	0,000	50,000	3,200E-1
217,952	0,000	50,000	3,200E-1
219,971	0,000	50,000	3,200E-1
219,971	0,000	50,000	3,200E-1
221,989	0,000	50,000	3,200E-1
221,989	0,000	50,000	3,200E-1
224,006	0,000	50,000	3,200E-1
224,006	0,000	50,000	3,200E-1
226,024	0,000	50,000	3,200E-1
226,024	0,000	50,000	3,200E-1
228,042	0,000	50,000	3,200E-1
228,042	0,000	50,000	3,200E-1
230,059	0,000	50,000	3,200E-1
230,059	0,000	50,000	3,200E-1
232,077	0,000	50,000	3,200E-1
232,077	0,000	50,000	3,200E-1
232,077	0,000	50,000	3,200E-1
234,096	0,000	50,000	3,200E-1
234,096	0,000	50,000	3,200E-1
236,114	0,000	50,000	3,200E-1
236,114	0,000	50,000	3,200E-1
238,133	0,000	50,000	3,200E-1
238,133	0,000	50,000	3,200E-1
240,151	0,000	50,000	3,200E-1
240,151	0,000	50,000	3,200E-1
242,170	0,000	50,000	3,200E-1
242,170	0,000	50,000	3,200E-1
244,190	0,000	50,000	3,200E-1
244,190	0,000	50,000	3,200E-1
246,209	0,000	50,000	3,200E-1
246,209	0,000	50,000	3,200E-1
248,229	0,000	50,000	3,200E-1
248,229	0,000	50,000	3,200E-1
250,245	0,000	50,000	3,200E-1
250,245	0,000	50,000	3,200E-1
252,264	0,000	50,000	3,200E-1
252,264	0,000	50,000	3,200E-1
254,280	0,000	50,000	3,200E-1
254,280	0,000	50,000	3,200E-1
256,301	0,000	50,000	3,200E-1
256,301	0,000	50,000	3,200E-1
258,317	0,000	50,000	3,200E-1
258,317	0,000	50,000	3,200E-1
260,336	0,000	50,000	3,200E-1
260,336	0,000	50,000	3,200E-1
262,356	0,000	50,000	3,200E-1
262,356	0,000	50,000	3,200E-1
264,375	0,000	50,000	3,200E-1
264,375	0,000	50,000	3,200E-1
266,393	0,000	50,000	3,200E-1
266,393	0,000	50,000	3,200E-1
268,412	0,000	50,000	3,200E-1
268,412	0,000	50,000	3,200E-1
270,430	0,000	50,000	3,200E-1
270,430	0,000	50,000	3,200E-1
272,446	0,000	50,000	3,200E-1
272,446	0,000	50,000	3,200E-1
274,467	0,000	50,000	3,200E-1
274,467	0,000	50,000	3,200E-1
276,485	0,000	50,000	3,200E-1
276,485	0,000	50,000	3,200E-1
278,502	0,000	50,000	3,200E-1
278,502	0,000	50,000	3,200E-1
280,520	0,000	50,000	3,200E-1
280,520	0,000	50,000	3,200E-1
282,537	0,000	50,000	3,200E-1
282,537	0,000	50,000	3,200E-1
284,555	0,000	50,000	3,200E-1
284,555	0,000	50,000	3,200E-1
286,572	0,000	50,000	3,200E-1
286,572	0,000	50,000	3,200E-1
288,590	0,000	50,000	3,200E-1
288,590	0,000	50,000	3,200E-1
290,609	0,000	50,000	3,200E-1
290,609	0,000	50,000	3,200E-1
292,625	0,000	50,000	3,200E-1
292,625	0,000	50,000	3,200E-1
294,646	0,000	50,000	3,200E-1
294,646	0,000	50,000	3,200E-1
296,662	0,000	50,000	3,200E-1
296,662	0,000	50,000	3,200E-1
298,681	0,000	50,000	3,200E-1
298,681	0,000	50,000	3,200E-1
300,697	0,000	50,000	3,200E-1
300,697	0,000	50,000	3,200E-1
302,716	0,000	50,000	3,200E-1
302,716	0,000	50,000	3,200E-1
304,734	0,000	50,000	3,200E-1
304,734	0,000	50,000	3,200E-1
306,754	0,000	50,000	3,200E-1
306,754	0,000	50,000	3,200E-1
308,773	0,000	50,000	3,200E-1
308,773	0,000	50,000	3,200E-1
310,789	0,000	50,000	3,200E-1
310,789	0,000	50,000	3,200E-1
312,808	0,000	50,000	3,200E-1
312,808	0,000	50,000	3,200E-1
314,826	0,000	50,000	3,200E-1
314,826	0,000	50,000	3,200E-1
316,845	0,000	50,000	3,200E-1
316,845	0,000	50,000	3,200E-1
318,865	0,000	50,000	3,200E-1
318,865	0,000	50,000	3,200E-1
320,882	0,000	50,000	3,200E-1
320,882	0,000	50,000	3,200E-1
322,902	0,000	50,000	3,200E-1
322,902	0,000	50,000	3,200E-1
324,919	0,000	50,000	3,200E-1
324,919	0,000	50,000	3,200E-1
326,939	0,000	50,000	3,200E-1
326,939	0,000	50,000	3,200E-1
328,956	0,000	50,000	3,200E-1
328,956	0,000	50,000	3,200E-1
330,974	0,000	50,000	3,200E-1
330,974	0,000	50,000	3,200E-1
332,993	0,000	50,000	3,200E-1
332,993	0,000	50,000	3,200E-1
335,009	0,000	50,000	3,200E-1
335,009	0,000	50,000	3,200E-1
337,027	0,000	50,000	3,200E-1
337,027	0,000	50,000	3,200E-1
339,046	0,000	50,000	3,200E-1
339,046	0,000	50,000	3,200E-1
341,065	0,000	50,000	3,200E-1
341,065	0,000	50,000	3,200E-1
343,081	0,000	50,000	3,200E-1
343,081	0,000	50,000	3,200E-1
345,099	0,000	50,000	3,200E-1
345,099	0,000	50,000	3,200E-1
347,120	0,000	50,000	3,200E-1
347,120	0,000	50,000	3,200E-1
347,120	0,000	50,000	3,200E-1
349,138	0,000	50,000	3,200E-1
349,138	0,000	50,000	3,200E-1
351,157	0,000	50,000	3,200E-1
351,157	0,000	50,000	3,200E-1
353,175	0,000	50,000	3,200E-1
353,175	0,000	50,000	3,200E-1
355,194	0,000	50,000	3,200E-1
355,194	0,000	50,000	3,200E-1
357,210	0,000	50,000	3,200E-1
357,210	0,000	50,000	3,200E-1
359,229	0,000	50,000	3,200E-1
359,229	0,000	50,000	3,200E-1
361,247	0,000	50,000	3,200E-1
361,247	0,000	50,000	3,200E-1
363,263	0,000	50,000	3,200E-1
363,263	0,000	50,000	3,200E-1
365,282	0,000	50,000	3,200E-1
365,282	0,000	50,000	3,200E-1
367,299	0,000	50,000	3,200E-1
367,299	0,000	50,000	3,200E-1
369,317	0,000	50,000	3,200E-1
369,317	0,000	50,000	3,200E-1
371,335	0,000	50,000	3,200E-1
371,335	0,000	50,000	3,200E-1
373,354	0,000	50,000	3,200E-1
373,354	0,000	50,000	3,200E-1
375,372	0,000	50,000	3,200E-1
375,372	0,000	50,000	3,200E-1
377,391	0,000	50,000	3,200E-1
377,391	0,000	50,000	3,200E-1
379,411	0,000	50,000	3,200E-1
379,411	0,000	50,000	3,200E-1
381,429	0,000	50,000	3,200E-1
381,429	0,000	50,000	3,200E-1
383,446	0,000	50,000	3,200E-1
383,446	0,000	50,000	3,200E-1
385,465	0,000	50,000	3,200E-1
385,465	0,000	50,000	3,200E-1
387,481	0,000	50,000	3,200E-1
387,481	0,000	50,000	3,200E-1
389,500	0,000	50,000	3,200E-1
389,500	0,000	50,000	3,200E-1
391,516	0,000	50,000	3,200E-1
391,516	0,000	50,000	3,200E-1
393,536	0,000	50,000	3,200E-1
