t	TP1 [ºC]	TP2 [ºC]	TP3 [ºC]	TP5 [ºC]	TP6 [ºC]	TP7 [ºC]	TP8 [ºC]	TP10 [ºC]	TP11 [ºC]	TP12 [ºC]	TP13 [ºC]	TP15 [ºC]
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,988	24,930	0,000	2,573E+1	2,585E+1	2,617E+1	2,668E+1	3,036E+1	3,103E+1	2,695E+1	2,713E+1	2,817E+1	2,744E+1
1,988	24,930	0,000	2,573E+1	2,585E+1	2,617E+1	2,668E+1	3,036E+1	3,103E+1	2,695E+1	2,713E+1	2,817E+1	2,744E+1
1,988	24,930	0,000	2,573E+1	2,585E+1	2,617E+1	2,668E+1	3,036E+1	3,103E+1	2,695E+1	2,713E+1	2,817E+1	2,744E+1
4,006	24,897	0,000	2,570E+1	2,584E+1	2,620E+1	2,668E+1	3,036E+1	3,101E+1	2,697E+1	2,714E+1	2,816E+1	2,744E+1
4,006	24,897	0,000	2,570E+1	2,584E+1	2,620E+1	2,668E+1	3,036E+1	3,101E+1	2,697E+1	2,714E+1	2,816E+1	2,744E+1
6,025	24,930	0,000	2,575E+1	2,584E+1	2,618E+1	2,669E+1	3,036E+1	3,102E+1	2,695E+1	2,716E+1	2,817E+1	2,744E+1
6,025	24,930	0,000	2,575E+1	2,584E+1	2,618E+1	2,669E+1	3,036E+1	3,102E+1	2,695E+1	2,716E+1	2,817E+1	2,744E+1
8,045	24,957	0,000	2,574E+1	2,583E+1	2,620E+1	2,667E+1	3,039E+1	3,104E+1	2,695E+1	2,716E+1	2,820E+1	2,743E+1
8,045	24,957	0,000	2,574E+1	2,583E+1	2,620E+1	2,667E+1	3,039E+1	3,104E+1	2,695E+1	2,716E+1	2,820E+1	2,743E+1
10,064	24,901	0,000	2,569E+1	2,581E+1	2,617E+1	2,667E+1	3,038E+1	3,109E+1	2,694E+1	2,711E+1	2,821E+1	2,741E+1
10,064	24,901	0,000	2,569E+1	2,581E+1	2,617E+1	2,667E+1	3,038E+1	3,109E+1	2,694E+1	2,711E+1	2,821E+1	2,741E+1
12,082	24,863	0,000	2,567E+1	2,580E+1	2,618E+1	2,668E+1	3,041E+1	3,108E+1	2,691E+1	2,710E+1	2,821E+1	2,742E+1
12,082	24,863	0,000	2,567E+1	2,580E+1	2,618E+1	2,668E+1	3,041E+1	3,108E+1	2,691E+1	2,710E+1	2,821E+1	2,742E+1
14,103	24,837	0,000	2,568E+1	2,582E+1	2,616E+1	2,668E+1	3,035E+1	3,103E+1	2,692E+1	2,711E+1	2,818E+1	2,741E+1
