t	TP1 [ºC]	TP2 [ºC]	TP3 [ºC]	TP5 [ºC]	TP6 [ºC]	TP7 [ºC]	TP8 [ºC]	TP10 [ºC]	TP11 [ºC]	TP12 [ºC]	TP13 [ºC]	TP15 [ºC]
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
0,000	0,000	0,000	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0	0,000E+0
1,990	20,078	0,000	2,005E+1	2,009E+1	2,011E+1	2,001E+1	2,245E+1	2,216E+1	2,010E+1	2,026E+1	2,126E+1	1,994E+1
1,990	20,078	0,000	2,005E+1	2,009E+1	2,011E+1	2,001E+1	2,245E+1	2,216E+1	2,010E+1	2,026E+1	2,126E+1	1,994E+1
1,990	20,078	0,000	2,005E+1	2,009E+1	2,011E+1	2,001E+1	2,245E+1	2,216E+1	2,010E+1	2,026E+1	2,126E+1	1,994E+1
4,010	20,132	0,000	2,004E+1	2,010E+1	2,011E+1	2,000E+1	2,251E+1	2,219E+1	2,008E+1	2,025E+1	2,127E+1	1,995E+1
4,010	20,132	0,000	2,004E+1	2,010E+1	2,011E+1	2,000E+1	2,251E+1	2,219E+1	2,008E+1	2,025E+1	2,127E+1	1,995E+1
6,028	20,117	0,000	2,005E+1	2,010E+1	2,013E+1	2,001E+1	2,256E+1	2,225E+1	2,007E+1	2,025E+1	2,127E+1	1,995E+1
6,028	20,117	0,000	2,005E+1	2,010E+1	2,013E+1	2,001E+1	2,256E+1	2,225E+1	2,007E+1	2,025E+1	2,127E+1	1,995E+1
8,046	20,125	0,000	2,004E+1	2,011E+1	2,012E+1	2,001E+1	2,261E+1	2,228E+1	2,005E+1	2,026E+1	2,129E+1	1,994E+1
8,046	20,125	0,000	2,004E+1	2,011E+1	2,012E+1	2,001E+1	2,261E+1	2,228E+1	2,005E+1	2,026E+1	2,129E+1	1,994E+1
10,064	20,133	0,000	2,005E+1	2,011E+1	2,013E+1	2,000E+1	2,258E+1	2,229E+1	2,007E+1	2,027E+1	2,128E+1	1,993E+1
10,064	20,133	0,000	2,005E+1	2,011E+1	2,013E+1	2,000E+1	2,258E+1	2,229E+1	2,007E+1	2,027E+1	2,128E+1	1,993E+1
12,081	20,123	0,000	2,007E+1	2,013E+1	2,013E+1	1,999E+1	2,259E+1	2,229E+1	2,004E+1	2,027E+1	2,129E+1	1,992E+1
12,081	20,123	0,000	2,007E+1	2,013E+1	2,013E+1	1,999E+1	2,259E+1	2,229E+1	2,004E+1	2,027E+1	2,129E+1	1,992E+1
14,099	20,105	0,000	2,004E+1	2,013E+1	2,012E+1	1,999E+1	2,260E+1	2,233E+1	2,005E+1	2,028E+1	2,131E+1	1,992E+1
