t	PV [ºC]	SP [ºC]	MV[A]
0,000	0,000	50,000	3,200E-1
0,000	0,000	50,000	3,200E-1
1,988	0,000	50,000	3,200E-1
1,988	0,000	50,000	3,200E-1
1,988	0,000	50,000	3,200E-1
4,006	0,000	50,000	3,200E-1
4,006	0,000	50,000	3,200E-1
6,025	0,000	50,000	3,200E-1
6,025	0,000	50,000	3,200E-1
8,045	0,000	50,000	3,200E-1
8,045	0,000	50,000	3,200E-1
10,064	0,000	50,000	3,200E-1
10,064	0,000	50,000	3,200E-1
12,082	0,000	50,000	3,200E-1
12,082	0,000	50,000	3,200E-1
14,103	0,000	50,000	3,200E-1
14,103	0,000	50,000	3,200E-1
16,122	0,000	50,000	3,200E-1
16,122	0,000	50,000	3,200E-1
18,140	0,000	50,000	3,200E-1
18,140	0,000	50,000	3,200E-1
20,160	0,000	50,000	3,200E-1
20,160	0,000	50,000	3,200E-1
22,177	0,000	50,000	3,200E-1
22,177	0,000	50,000	3,200E-1
24,197	0,000	50,000	3,200E-1
24,197	0,000	50,000	3,200E-1
26,216	0,000	50,000	3,200E-1
26,216	0,000	50,000	3,200E-1
28,236	0,000	50,000	3,200E-1
28,236	0,000	50,000	3,200E-1
30,253	0,000	50,000	3,200E-1
30,253	0,000	50,000	3,200E-1
32,271	0,000	50,000	3,200E-1
32,271	0,000	50,000	3,200E-1
34,288	0,000	50,000	3,200E-1
34,288	0,000	50,000	3,200E-1
36,308	0,000	50,000	3,200E-1
36,308	0,000	50,000	3,200E-1
38,325	0,000	50,000	3,200E-1
38,325	0,000	50,000	3,200E-1
40,343	0,000	50,000	3,200E-1
40,343	0,000	50,000	3,200E-1
42,362	0,000	50,000	3,200E-1
42,362	0,000	50,000	3,200E-1
44,380	0,000	50,000	3,200E-1
44,380	0,000	50,000	3,200E-1
46,401	0,000	50,000	3,200E-1
46,401	0,000	50,000	3,200E-1
48,417	0,000	50,000	3,200E-1
48,417	0,000	50,000	3,200E-1
50,436	0,000	50,000	3,200E-1
50,436	0,000	50,000	3,200E-1
52,454	0,000	50,000	3,200E-1
52,454	0,000	50,000	3,200E-1
54,471	0,000	50,000	3,200E-1
54,471	0,000	50,000	3,200E-1
56,489	0,000	50,000	3,200E-1
56,489	0,000	50,000	3,200E-1
58,507	0,000	50,000	3,200E-1
58,507	0,000	50,000	3,200E-1
60,526	0,000	50,000	3,200E-1
60,526	0,000	50,000	3,200E-1
62,543	0,000	50,000	3,200E-1
62,543	0,000	50,000	3,200E-1
64,561	0,000	50,000	3,200E-1
64,561	0,000	50,000	3,200E-1
66,578	0,000	50,000	3,200E-1
66,578	0,000	50,000	3,200E-1
68,598	0,000	50,000	3,200E-1
68,598	0,000	50,000	3,200E-1
70,616	0,000	50,000	3,200E-1
70,616	0,000	50,000	3,200E-1
72,633	0,000	50,000	3,200E-1
72,633	0,000	50,000	3,200E-1
74,653	0,000	50,000	3,200E-1
74,653	0,000	50,000	3,200E-1
76,670	0,000	50,000	3,200E-1
76,670	0,000	50,000	3,200E-1
78,689	0,000	50,000	3,200E-1
78,689	0,000	50,000	3,200E-1
80,707	0,000	50,000	3,200E-1
80,707	0,000	50,000	3,200E-1
82,725	0,000	50,000	3,200E-1
82,725	0,000	50,000	3,200E-1
84,744	0,000	50,000	3,200E-1
84,744	0,000	50,000	3,200E-1
86,765	0,000	50,000	3,200E-1
86,765	0,000	50,000	3,200E-1
88,783	0,000	50,000	3,200E-1
88,783	0,000	50,000	3,200E-1
90,799	0,000	50,000	3,200E-1
90,799	0,000	50,000	3,200E-1
92,820	0,000	50,000	3,200E-1
92,820	0,000	50,000	3,200E-1
94,836	0,000	50,000	3,200E-1
94,836	0,000	50,000	3,200E-1
96,855	0,000	50,000	3,200E-1
96,855	0,000	50,000	3,200E-1
98,875	0,000	50,000	3,200E-1
98,875	0,000	50,000	3,200E-1
100,894	0,000	50,000	3,200E-1
100,894	0,000	50,000	3,200E-1
102,914	0,000	50,000	3,200E-1
102,914	0,000	50,000	3,200E-1
104,931	0,000	50,000	3,200E-1
104,931	0,000	50,000	3,200E-1
106,951	0,000	50,000	3,200E-1
106,951	0,000	50,000	3,200E-1
108,968	0,000	50,000	3,200E-1
108,968	0,000	50,000	3,200E-1
110,988	0,000	50,000	3,200E-1
110,988	0,000	50,000	3,200E-1
113,007	0,000	50,000	3,200E-1
113,007	0,000	50,000	3,200E-1
115,025	0,000	50,000	3,200E-1
115,025	0,000	50,000	3,200E-1
115,025	0,000	50,000	3,200E-1
117,041	0,000	50,000	3,200E-1
117,041	0,000	50,000	3,200E-1
119,062	0,000	50,000	3,200E-1
119,062	0,000	50,000	3,200E-1
121,080	0,000	50,000	3,200E-1
121,080	0,000	50,000	3,200E-1
123,097	0,000	50,000	3,200E-1
123,097	0,000	50,000	3,200E-1
125,117	0,000	50,000	3,200E-1
125,117	0,000	50,000	3,200E-1
127,136	0,000	50,000	3,200E-1
127,136	0,000	50,000	3,200E-1
129,155	0,000	50,000	3,200E-1
129,155	0,000	50,000	3,200E-1
131,171	0,000	50,000	3,200E-1
131,171	0,000	50,000	3,200E-1
133,189	0,000	50,000	3,200E-1
133,189	0,000	50,000	3,200E-1
135,208	0,000	50,000	3,200E-1
135,208	0,000	50,000	3,200E-1
137,225	0,000	50,000	3,200E-1
137,225	0,000	50,000	3,200E-1
139,243	0,000	50,000	3,200E-1
139,243	0,000	50,000	3,200E-1
141,259	0,000	50,000	3,200E-1
141,259	0,000	50,000	3,200E-1
143,278	0,000	50,000	3,200E-1
143,278	0,000	50,000	3,200E-1
145,296	0,000	50,000	3,200E-1
145,296	0,000	50,000	3,200E-1
147,313	0,000	50,000	3,200E-1
147,313	0,000	50,000	3,200E-1
149,333	0,000	50,000	3,200E-1
149,333	0,000	50,000	3,200E-1
151,350	0,000	50,000	3,200E-1
151,350	0,000	50,000	3,200E-1
153,370	0,000	50,000	3,200E-1
153,370	0,000	50,000	3,200E-1
155,387	0,000	50,000	3,200E-1
155,387	0,000	50,000	3,200E-1
157,405	0,000	50,000	3,200E-1
157,405	0,000	50,000	3,200E-1
159,424	0,000	50,000	3,200E-1
159,424	0,000	50,000	3,200E-1
161,444	0,000	50,000	3,200E-1
161,444	0,000	50,000	3,200E-1
163,463	0,000	50,000	3,200E-1
163,463	0,000	50,000	3,200E-1
165,479	0,000	50,000	3,200E-1
165,479	0,000	50,000	3,200E-1
167,498	0,000	50,000	3,200E-1
167,498	0,000	50,000	3,200E-1
169,514	0,000	50,000	3,200E-1
169,514	0,000	50,000	3,200E-1
171,533	0,000	50,000	3,200E-1
171,533	0,000	50,000	3,200E-1
173,549	0,000	50,000	3,200E-1
173,549	0,000	50,000	3,200E-1
175,536	0,000	50,000	3,200E-1
175,536	0,000	50,000	3,200E-1
177,560	0,000	50,000	3,200E-1
177,560	0,000	50,000	3,200E-1
179,576	0,000	50,000	3,200E-1
179,576	0,000	50,000	3,200E-1
181,597	0,000	50,000	3,200E-1
181,597	0,000	50,000	3,200E-1
183,616	0,000	50,000	3,200E-1
183,616	0,000	50,000	3,200E-1
185,632	0,000	50,000	3,200E-1
185,632	0,000	50,000	3,200E-1
187,653	0,000	50,000	3,200E-1
187,653	0,000	50,000	3,200E-1
189,669	0,000	50,000	3,200E-1
189,669	0,000	50,000	3,200E-1
191,689	0,000	50,000	3,200E-1
191,689	0,000	50,000	3,200E-1
193,708	0,000	50,000	3,200E-1
193,708	0,000	50,000	3,200E-1
195,729	0,000	50,000	3,200E-1
195,729	0,000	50,000	3,200E-1
197,747	0,000	50,000	3,200E-1
197,747	0,000	50,000	3,200E-1
199,766	0,000	50,000	3,200E-1
199,766	0,000	50,000	3,200E-1
201,784	0,000	50,000	3,200E-1
201,784	0,000	50,000	3,200E-1
203,805	0,000	50,000	3,200E-1
203,805	0,000	50,000	3,200E-1
205,823	0,000	50,000	3,200E-1
205,823	0,000	50,000	3,200E-1
207,839	0,000	50,000	3,200E-1
207,839	0,000	50,000	3,200E-1
209,858	0,000	50,000	3,200E-1
209,858	0,000	50,000	3,200E-1
211,875	0,000	50,000	3,200E-1
211,875	0,000	50,000	3,200E-1
213,895	0,000	50,000	3,200E-1
213,895	0,000	50,000	3,200E-1
215,913	0,000	50,000	3,200E-1
215,913	0,000	50,000	3,200E-1
217,930	0,000	50,000	3,200E-1
217,930	0,000	50,000	3,200E-1
219,948	0,000	50,000	3,200E-1
219,948	0,000	50,000	3,200E-1
221,965	0,000	50,000	3,200E-1
221,965	0,000	50,000	3,200E-1
223,985	0,000	50,000	3,200E-1
223,985	0,000	50,000	3,200E-1
226,002	0,000	50,000	3,200E-1
226,002	0,000	50,000	3,200E-1
228,020	0,000	50,000	3,200E-1
228,020	0,000	50,000	3,200E-1
230,039	0,000	50,000	3,200E-1
230,039	0,000	50,000	3,200E-1
232,055	0,000	50,000	3,200E-1
232,055	0,000	50,000	3,200E-1
232,055	0,000	50,000	3,200E-1
234,073	0,000	50,000	3,200E-1
234,073	0,000	50,000	3,200E-1
236,090	0,000	50,000	3,200E-1
236,090	0,000	50,000	3,200E-1
238,108	0,000	50,000	3,200E-1
238,108	0,000	50,000	3,200E-1
240,125	0,000	50,000	3,200E-1
240,125	0,000	50,000	3,200E-1
242,145	0,000	50,000	3,200E-1
242,145	0,000	50,000	3,200E-1
244,164	0,000	50,000	3,200E-1
244,164	0,000	50,000	3,200E-1
246,182	0,000	50,000	3,200E-1
246,182	0,000	50,000	3,200E-1
248,201	0,000	50,000	3,200E-1
248,201	0,000	50,000	3,200E-1
250,219	0,000	50,000	3,200E-1
250,219	0,000	50,000	3,200E-1
252,237	0,000	50,000	3,200E-1
252,237	0,000	50,000	3,200E-1
254,260	0,000	50,000	3,200E-1
254,260	0,000	50,000	3,200E-1
256,276	0,000	50,000	3,200E-1
256,276	0,000	50,000	3,200E-1
258,295	0,000	50,000	3,200E-1
258,295	0,000	50,000	3,200E-1
260,311	0,000	50,000	3,200E-1
260,311	0,000	50,000	3,200E-1
262,330	0,000	50,000	3,200E-1
262,330	0,000	50,000	3,200E-1
264,348	0,000	50,000	3,200E-1
264,348	0,000	50,000	3,200E-1
266,365	0,000	50,000	3,200E-1
266,365	0,000	50,000	3,200E-1
268,385	0,000	50,000	3,200E-1
268,385	0,000	50,000	3,200E-1
270,404	0,000	50,000	3,200E-1
270,404	0,000	50,000	3,200E-1
272,422	0,000	50,000	3,200E-1
272,422	0,000	50,000	3,200E-1
274,443	0,000	50,000	3,200E-1
274,443	0,000	50,000	3,200E-1
276,461	0,000	50,000	3,200E-1
276,461	0,000	50,000	3,200E-1
278,480	0,000	50,000	3,200E-1
278,480	0,000	50,000	3,200E-1
280,498	0,000	50,000	3,200E-1
280,498	0,000	50,000	3,200E-1
282,514	0,000	50,000	3,200E-1
282,514	0,000	50,000	3,200E-1
284,533	0,000	50,000	3,200E-1
284,533	0,000	50,000	3,200E-1
286,552	0,000	50,000	3,200E-1
286,552	0,000	50,000	3,200E-1
288,568	0,000	50,000	3,200E-1
288,568	0,000	50,000	3,200E-1
290,587	0,000	50,000	3,200E-1
290,587	0,000	50,000	3,200E-1
292,607	0,000	50,000	3,200E-1
292,607	0,000	50,000	3,200E-1
294,625	0,000	50,000	3,200E-1
294,625	0,000	50,000	3,200E-1
296,644	0,000	50,000	3,200E-1
296,644	0,000	50,000	3,200E-1
298,662	0,000	50,000	3,200E-1
298,662	0,000	50,000	3,200E-1
300,681	0,000	50,000	3,200E-1
300,681	0,000	50,000	3,200E-1
302,697	0,000	50,000	3,200E-1
302,697	0,000	50,000	3,200E-1
304,716	0,000	50,000	3,200E-1
304,716	0,000	50,000	3,200E-1
306,734	0,000	50,000	3,200E-1
306,734	0,000	50,000	3,200E-1
308,753	0,000	50,000	3,200E-1
308,753	0,000	50,000	3,200E-1
310,771	0,000	50,000	3,200E-1
310,771	0,000	50,000	3,200E-1
312,788	0,000	50,000	3,200E-1
312,788	0,000	50,000	3,200E-1
314,806	0,000	50,000	3,200E-1
314,806	0,000	50,000	3,200E-1
316,823	0,000	50,000	3,200E-1
316,823	0,000	50,000	3,200E-1
318,841	0,000	50,000	3,200E-1
318,841	0,000	50,000	3,200E-1
320,857	0,000	50,000	3,200E-1
320,857	0,000	50,000	3,200E-1
322,876	0,000	50,000	3,200E-1
322,876	0,000	50,000	3,200E-1
324,896	0,000	50,000	3,200E-1
324,896	0,000	50,000	3,200E-1
326,913	0,000	50,000	3,200E-1
326,913	0,000	50,000	3,200E-1
328,933	0,000	50,000	3,200E-1
328,933	0,000	50,000	3,200E-1
330,952	0,000	50,000	3,200E-1
330,952	0,000	50,000	3,200E-1
332,972	0,000	50,000	3,200E-1
332,972	0,000	50,000	3,200E-1
334,989	0,000	50,000	3,200E-1
334,989	0,000	50,000	3,200E-1
337,009	0,000	50,000	3,200E-1
337,009	0,000	50,000	3,200E-1
339,026	0,000	50,000	3,200E-1
339,026	0,000	50,000	3,200E-1
341,048	0,000	50,000	3,200E-1
341,048	0,000	50,000	3,200E-1
343,067	0,000	50,000	3,200E-1
343,067	0,000	50,000	3,200E-1
345,083	0,000	50,000	3,200E-1
345,083	0,000	50,000	3,200E-1
345,083	0,000	50,000	3,200E-1
347,102	0,000	50,000	3,200E-1
347,102	0,000	50,000	3,200E-1
349,118	0,000	50,000	3,200E-1
349,118	0,000	50,000	3,200E-1
351,136	0,000	50,000	3,200E-1
351,136	0,000	50,000	3,200E-1
353,155	0,000	50,000	3,200E-1
353,155	0,000	50,000	3,200E-1
355,173	0,000	50,000	3,200E-1
355,173	0,000	50,000	3,200E-1
357,192	0,000	50,000	3,200E-1
357,192	0,000	50,000	3,200E-1
359,208	0,000	50,000	3,200E-1
359,208	0,000	50,000	3,200E-1
361,227	0,000	50,000	3,200E-1
361,227	0,000	50,000	3,200E-1
363,244	0,000	50,000	3,200E-1
363,244	0,000	50,000	3,200E-1
365,264	0,000	50,000	3,200E-1
365,264	0,000	50,000	3,200E-1
367,282	0,000	50,000	3,200E-1
367,282	0,000	50,000	3,200E-1
369,303	0,000	50,000	3,200E-1
369,303	0,000	50,000	3,200E-1
371,321	0,000	50,000	3,200E-1
371,321	0,000	50,000	3,200E-1
373,340	0,000	50,000	3,200E-1
373,340	0,000	50,000	3,200E-1
375,360	0,000	50,000	3,200E-1
375,360	0,000	50,000	3,200E-1
377,377	0,000	50,000	3,200E-1
377,377	0,000	50,000	3,200E-1
379,395	0,000	50,000	3,200E-1
379,395	0,000	50,000	3,200E-1
381,414	0,000	50,000	3,200E-1
381,414	0,000	50,000	3,200E-1
383,430	0,000	50,000	3,200E-1
383,430	0,000	50,000	3,200E-1
385,449	0,000	50,000	3,200E-1
385,449	0,000	50,000	3,200E-1
387,467	0,000	50,000	3,200E-1
387,467	0,000	50,000	3,200E-1
389,486	0,000	50,000	3,200E-1
389,486	0,000	50,000	3,200E-1
391,504	0,000	50,000	3,200E-1
391,504	0,000	50,000	3,200E-1
393,522	0,000	50,000	3,200E-1
